name,fuel,status,cod,province,capacity_mwe
Phu My 1,Local Natural Gas,Operational,2004,Ba Ria-Vung Tau,1200
Phu My 2.1 & 2.2,Local Natural Gas,Operational,2002-2006,Ba Ria-Vung Tau,1200
Phu My 3,Local Natural Gas,Operational,2005,Ba Ria-Vung Tau,1000
Phu My 4,Local Natural Gas,Operational,2007,Ba Ria-Vung Tau,450
Ba Ria,Local Natural Gas,Operational,1993-2004,Ba Ria-Vung Tau,450
Ca Mau 1,Local Natural Gas,Operational,2007,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operational,2008,Ca Mau,690
Nhon Trach 1,Local Natural Gas,Operational,2007,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operational,2011,Dong Nai,1030
Nhon Trach 3 & 4,Imported LNG,Under Construction,2025 (Planned),Dong Nai,1500
O Mon 1,Local Natural Gas,Operational,2010,Can Tho,660
O Mon 2,Local Natural Gas,Operational,2013,Can Tho,660
Can Tho,Local Natural Gas,Operational,2011,Can Tho,225
Thu Duc 2,Local Natural Gas,Operational,2011,Ho Chi Minh City,670
Vinh Tan 1,Coal,Operational,2016,Binh Thuan,1200
Vinh Tan 2,Coal,Operational,2015,Binh Thuan,1200
Vinh Tan 4,Coal,Operational,2018,Binh Thuan,1200
Nghi Son 1 & 2,Coal,Operational,2018-2019,Thanh Hoa,1200
Quang Ninh 1 & 2,Coal,Operational,2011-2012,Quang Ninh,1200
Hai Phong 1 & 2,Coal,Operational,2005-2006,Hai Phong,1200
Duyen Hai 1,Coal,Operational,2016,Tra Vinh,1200
Duyen Hai 3,Coal,Operational,2019,Tra Vinh,1240
Vung Ang 1,Coal,Operational,2016,Ha Tinh,1200
Thai Binh 1,Coal,Operational,2011,Thai Binh,1100
Thai Binh 2,Coal,Operational,2021,Thai Binh,1200
Long Phu 1,Coal,Operational,2020,Soc Trang,1200
Hiep Phuoc,Imported LNG,Planned,2027 (Planned),Ho Chi Minh City,1600
Thi Vai,Imported LNG,Planned,2026 (Planned),Ba Ria-Vung Tau,1200
Quang Ninh LNG Conversion,Imported LNG,Planned,2028 (Planned),Quang Ninh,1200
Nam Dinh 1,Coal,Cancelled,N/A,Nam Dinh,0
