name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Sơn Động,Coal,Operational,Before 2011,Bắc Giang,220.0,,,
Uông Bí,Coal,Operational,Before 2011,Quảng Ninh,105.0,,,
Uông Bí mở rộng II (Extension 2),Coal,Operational,2011,Quảng Ninh,330.0,,,
Uông Bí mở rộng I (Extension 1),Coal,Operational,Before 2017,Quảng Ninh,300.0,,,
Phả Lại I,Coal,Operational,Before 2011,Hải Dương,440.0,,,
Phả Lại II,Coal,Operational,Before 2011,Hải Dương,600.0,,,
Ninh Bình,Coal,Operational,Before 2011,Ninh Bình,100.0,,,
Hải Phòng I,Coal,Operational,Before 2011,Hải Phòng,600.0,,,
Hải Phòng II,Coal,Operational,2013-2014,Hải Phòng,600.0,,,
Quảng Ninh I,Coal,Operational,Before 2011,Quảng Ninh,600.0,,,
Quảng Ninh II,Coal,Operational,2014-2015,Quảng Ninh,600.0,,,
Na Dương,Coal,Operational,Before 2011,Lạng Sơn,111.0,,,
Na Dương II,Coal,Under Construction,2021-2030 (Planned),Lạng Sơn,110.0,,,
Cao Ngạn,Coal,Operational,Before 2011,Thái Nguyên,115.0,,,
Cẩm Phả,Coal,Operational,Before 2011,Quảng Ninh,600.0,,,
Cẩm Phả II,Coal,Operational,2011,Quảng Ninh,300.0,,,
Cẩm Phả III,Coal,Planned,2020-2022 (Planned),Quảng Ninh,440.0,,,
Formosa (Hà Tĩnh),Coal,Operational,Before 2011,Hà Tĩnh,150.0,,,
Formosa Hà Tĩnh #2,Coal,Operational,2012,Hà Tĩnh,150.0,,,
Formosa Hà Tĩnh #5,6,7,10,Coal,0.0,,,
Mông Dương I,Coal,Operational,2016-2017,Quảng Ninh,1000.0,,,
Mông Dương II,Coal,Operational,2015,Quảng Ninh,1200.0,,,
Vĩnh Tân II,Coal,Operational,2014,Bình Thuận,1200.0,,,
Vĩnh Tân IV,Coal,Operational,2017-2018,Bình Thuận,1200.0,,,
Vĩnh Tân IV mở rộng (Extension),Coal,Operational,2019,Bình Thuận,600.0,,,
Vĩnh Tân I,Coal,Operational,2018-2019,Bình Thuận,1200.0,,,
Vĩnh Tân III,Coal,Planned/Delayed,2021-2030 (Planned),Bình Thuận,1980.0,,,
Duyên Hải I,Coal,Operational,2014-2015,Trà Vinh,1245.0,,,
