name,fuel,status,cod,province,capacity_mwe
Nhiệt điện Ninh Bình,Coal (domestic),Operational (partial retirement),1974 (original); 2005 (Unit 5),Ninh Bình,0
Nhiệt điện Uông Bí,Coal (domestic),Operational (aging),1965–1975,Quảng Ninh,0
Nhiệt điện Uông Bí mở rộng,Coal (domestic),Operational,2014,Quảng Ninh,0
Nhiệt điện Uông Bí mở rộng 2,Coal (domestic),Operational,2018,Quảng Ninh,0
Nhiệt điện Phả Lại 1,Coal (domestic),Operational (aging),1983–1986,Hải Dương,0
Nhiệt điện Phả Lại 2,Coal (domestic/imported),Operational,2001–2002,Hải Dương,0
Nhiệt điện Hải Phòng 1,Coal (domestic),Operational,2009–2010,Hải Phòng,0
Nhiệt điện Hải Phòng 2,Coal (domestic),Operational,2013–2014,Hải Phòng,0
Nhiệt điện Quảng Ninh 1,Coal (domestic),Operational,2010–2011,Quảng Ninh,0
Nhiệt điện Quảng Ninh 2,Coal (domestic),Operational,2012–2014,Quảng Ninh,0
Nhiệt điện Mạo Khê,Coal (domestic),Operational,2013–2015,Quảng Ninh,0
Nhiệt điện Đông Triều,Coal (domestic),Operational,2016–2017,Quảng Ninh,0
Nhiệt điện Cẩm Phả 1,Coal (domestic),Operational,2010–2011,Quảng Ninh,0
Nhiệt điện Cẩm Phả 2,Coal (domestic),Operational,2012–2013,Quảng Ninh,0
Nhiệt điện Mông Dương 1,Coal (domestic),Operational,2015,Quảng Ninh,0
Nhiệt điện Mông Dương 2,Coal (domestic),Operational,2015,Quảng Ninh,0
Nhiệt điện An Khánh,Coal (domestic),Operational,2015,Thái Nguyên,0
Nhiệt điện Cao Ngạn,Coal (domestic),Operational,2008,Thái Nguyên,0
Nhiệt điện Sơn Động,Coal (domestic),Operational,2017,Bắc Giang,0
Nhiệt điện Na Dương 1,Coal (domestic lignite),Operational,2004,Lạng Sơn,0
Nhiệt điện Na Dương 2,Coal (domestic lignite),Under construction / Delayed,2024 (expected),Lạng Sơn,0
Nhiệt điện Nông Sơn,Coal (domestic),Operational,1999,Quảng Nam,0
Nhiệt điện Hải Dương (BOT),Coal (imported),Operational,2020–2021,Hải Dương,0
Nhiệt điện Thái Bình 1,Coal (domestic/imported),Operational,2018,Thái Bình,0
