name,fuel,status,cod,province,capacity_mwe
Ninh Binh,Coal,Completed,2016,Ninh Binh,1200
Dai Tu,Coal,Completed,2016,Thai Binh,1200
Vinh Tan 1,Coal,Completed,2005,Binh Thuan,1200
Vinh Tan 2,Coal,Completed,2008,Binh Thuan,1200
Vinh Tan 3,Coal,Completed,2013,Binh Thuan,1200
Vinh Tan 4,Coal,Completed,2018,Binh Thuan,1200
Vinh Tan 5,Coal,Completed,2020,Binh Thuan,1200
Vinh Tan 6,Coal,Completed,2021,Binh Thuan,3000
Vinh Tan 7,Coal,Under Construction,2024,Binh Thuan,3000
Thai Binh,Coal,Completed,2017,Thai Binh,1200
Mong Duong 1,Coal,Completed,2018,Quang Ninh,1200
Mong Duong 2,Coal,Completed,2020,Quang Ninh,2000
Phu My 4,Coal,Completed,2016,Ba Ria-Vung Tau,1200
Son Dinh,Coal,Completed,2020,Ba Ria-Vung Tau,1200
Binh Dinh,Coal,Completed,2004,Binh Dinh,200
Tien Hai,Coal,Completed,2015,Thai Binh,1200
Nha Be,Imported LNG,Completed,1979,Ho Chi Minh,1000
Pha Lai 1,Local Natural Gas,Completed,1979,Hai Duong,1000
Pha Lai 2,Local Natural Gas,Completed,1997,Hai Duong,300
Tien Sa,Local Natural Gas,Completed,1995,Da Nang,600
Dinh Vu,Local Natural Gas,Completed,2006,Hai Phong,1030
Dung Quat 1,Imported LNG,Completed,2009,Quang Ngai,1800
Dung Quat 2,Imported LNG,Under Construction,2024,Quang Ngai,1800
Chu Lai,Imported LNG,Completed,2020,Quang Nam,2700
Vinh Tan (CCGT),Imported LNG,Completed,2021,Binh Thuan,1200
Khanh Hoa 1,Imported LNG,Under Construction,2026,Khanh Hoa,1400
Thai Binh 2 (Dong Hai),Local Natural Gas,Completed,2024,Thai Binh,2600
Song Hinh,Imported LNG,Under Construction,2024,Binh Phuoc,1800
Quang Ninh CCGT,Imported LNG,Under Construction,2025,Quang Ninh,660
Cam Lo,Imported LNG,Completed,2003,Quang Binh,550
Duyen Hai,Imported LNG,Completed,2021,Tien Giang,2000
Duyen Hai 2,Imported LNG,Under Construction,2027,Tien Giang,2000
Binh Thuan,Imported LNG,Completed,2017,Binh Thuan,660
Nghi Son,Imported LNG,Completed,2017,Ha Tinh,1100
Nam Dinh 2 (Khoai My),Imported LNG,Under Construction,2025,Nam Dinh,800
Thai Nguyen (Thermal),Coal,Completed,2016,Thai Nguyen,100
Dong Nai (Dai Hung),Coal,Completed,1978,Long An,540
Hung Yen,Toluene,Completed,2020,Hung Yen,180
Thai Nguyen (Lignite),Coal,Completed,2018,Thai Nguyen,300
Yen Phu,Thermal,Completed,1981,Hanoi,300
Thai Nguyen (Dong Trieu),Coal,Completed,2020,Thai Nguyen,100
Vijoco Power (Vinh Tan),Coal,Completed,2022,Binh Thuan,600
Viet Tri,Toluene,Completed,2014,Vinh Phuc,300
Kien Giang,Toluene,Completed,2015,Kien Giang,400
Phu My (Moc Chau),Coal,Completed,2016,Son La,100
Hai Phong (Do Son),Coal,Completed,2015,Hai Phong,100
Nam Dinh (Viet An),Imported LNG,Under Construction,2026,Nam Dinh,700
Ha Tinh (Nha Tien),Imported LNG,Under Construction,2026,Ha Tinh,720
Da Nang (Cam Pha),Imported LNG,Under Construction,2027,Quang Nam,600
Nam Dinh (Dien Bien),Imported LNG,Under Construction,2027,Nam Dinh,800
Lien Chieu,Imported LNG,Planned,2030,Da Nang,2100
Lia,Coal,Planned,2030,Quang Ninh,3000
Dai Nam,Coal,Planned,2027,Thai Binh,3000
Dai Tu 2,Coal,Under Construction,2026,Thai Binh,1200
Dien Bien 1 (Phu Nong),Gas,Under Construction,2025,Dien Bien,750
Thai Binh LNG,Imported LNG,Under Construction,2026,Thai Binh,2000
