name,fuel,status,cod,province,capacity_mwe
Thai Binh 1,Coal,Operational,1994,Thai Binh,1200
Vung Ang 1,Coal,Operational,2004,Ha Tinh,600
Vung Ang 2,Coal,Operational,2008,Ha Tinh,600
Vung Ang 3,Coal,Under Construction,Planned 2025,Ha Tinh,1200
Ninh Thuan 1,Coal,Under Construction,Planned 2025,Ninh Thuan,600
Danang Thermal Power Plant,Gas/Oil,Operational,1995,Da Nang,200
Can Gio Thermal Power Plant,Oil,Operational,1995,Can Gio (Ho Chi Minh City),200
Quang Ninh Thermal Power Plant,Coal,Operational,1992,Quang Ninh,600
Phu Lai 1,Coal,Operational,2005,Bac Ninh,600
Phu Lai 2,Coal,Operational,2007,Bac Ninh,600
Pha Lai 3,Coal,Under Construction,Planned 2023,Bac Ninh,300
Bac Ninh Gas Power Plant,Local Natural Gas,Operational,2015,Bac Ninh,700
O Mon 1,Imported LNG,Operational,2015,Binh Thuan,300
O Mon 2,Imported LNG,Operational,2016,Binh Thuan,300
Thi Vai Thermal Power Plant,Coal,Operational,1995,Binh Duong,600
Nhon Trach Gas Power Plant,Imported LNG,Operational,2012,Binh Duong,150
Nam Dinh Thermal Power Plant,Coal,Operational,1995,Nam Dinh,300
Hoa Binh Coal Power Plant,Coal,Operational,2000,Hoa Binh,200
Cai Lon 1 Power Plant,Coal,Operational,2000,Bac Lieu,120
Long Son Coal Power Plant,Coal,Operational,1995,Binh Thuan,200
Linh Khe Gas Power Plant,Imported LNG,Operational,2018,Da Nang,100
Bac Son Gas Power Plant,Imported LNG,Operational,2020,Bac Giang,100
