name,fuel,status,cod,province,capacity_mwe
Pha Lai 1,Coal,Operating,1983,Hai Duong,440
Pha Lai 2,Coal,Operating,2002,Hai Duong,600
Uong Bi,Coal,Operating,1964 (expanded over time),Quang Ninh,630
Ninh Binh,Coal,Operating,1974,Ninh Binh,100
Na Duong 1,Coal,Operating,2004,Lang Son,110
Na Duong 2,Coal,Operating,2021,Lang Son,110
Cao Ngan,Coal,Operating,2008,Thai Nguyen,100
Son Dong,Coal,Operating,2012,Bac Giang,220
Quang Ninh 1,Coal,Operating,2004,Quang Ninh,300
Quang Ninh 2,Coal,Operating,2014,Quang Ninh,300
Hai Phong 1,Coal,Operating,2009,Hai Phong,600
Hai Phong 2,Coal,Operating,2014,Hai Phong,600
Nghi Son 1,Coal,Operating,2013,Thanh Hoa,600
Nghi Son 2 (BOT),Coal,Operating,2022,Thanh Hoa,1200
Vung Ang 1,Coal,Operating,2014,Ha Tinh,1200
Vung Ang 2 (BOT),Coal,Under Construction,2026-2027 (planned),Ha Tinh,1200
Formosa Ha Tinh (captive/IPP),Coal,Operating,2017,Ha Tinh,650
Mong Duong 1,Coal,Operating,2015,Quang Ninh,1080
Mong Duong 2 (BOT),Coal,Operating,2015,Quang Ninh,1200
An Khanh 1,Coal,Operating,2017,Thai Nguyen,50
Thang Long,Coal,Operating,2018,Quang Ninh,300
Cam Pha 1 (Cua Ong),Coal,Operating,2009,Quang Ninh,670
Cam Pha 2,Coal,Operating,2011,Quang Ninh,300
Vinh Tan 1 (BOT),Coal,Operating,2018,Binh Thuan,1200
Vinh Tan 2,Coal,Operating,2014,Binh Thuan,1244
Vinh Tan 3 (BOT),Coal,Suspended/Cancelled,N/A,Binh Thuan,2000
Vinh Tan 4,Coal,Operating,2017,Binh Thuan,1200
Vinh Tan 4 Extension,Coal,Operating,2019,Binh Thuan,600
Duyen Hai 1,Coal,Operating,2015,Tra Vinh,1244
Duyen Hai 2 (BOT),Coal,Operating,2021,Tra Vinh,1200
Duyen Hai 3,Coal,Operating,2017,Tra Vinh,1244
Duyen Hai 3 Extension,Coal,Operating,2019,Tra Vinh,688
Long Phu 1,Coal,Under Construction (stalled),Delayed/Uncertain,Soc Trang,1200
Long Phu 2 (BOT),Coal,Cancelled/Suspended,N/A,Soc Trang,1320
Song Hau 1,Coal,Operating,2022,Hau Giang,1200
Song Hau 2 (BOT),Coal,Cancelled/Suspended,N/A,Hau Giang,2000
Thai Binh 1,Coal,Operating,2018,Thai Binh,600
Thai Binh 2,Coal,Operating,2022,Thai Binh,600
Van Phong 1 (BOT),Coal,Under Construction,2026-2028 (planned),Khanh Hoa,1320
Quang Trach 1,Coal,Under Construction,2025-2026 (planned),Quang Binh,1200
Quang Trach 2,Coal,Planned,2027-2028 (planned),Quang Binh,1200
Nam Dinh 1 (BOT),Coal,Cancelled/Converted discussion,N/A,Nam Dinh,1200
Hai Duong (BOT - Jaks/CPECC),Coal,Operating,2021,Hai Duong,1200
Phu My 1,Local Natural Gas,Operating,1998-2002,Ba Ria-Vung Tau,1090
Phu My 2.1,Local Natural Gas,Operating,2001,Ba Ria-Vung Tau,436
Phu My 2.1 Extension,Local Natural Gas,Operating,2005,Ba Ria-Vung Tau,436
Phu My 2.2 (BOT),Local Natural Gas,Operating,2005,Ba Ria-Vung Tau,715
Phu My 3 (BOT),Local Natural Gas,Operating,2004,Ba Ria-Vung Tau,740
Phu My 4,Local Natural Gas,Operating,2004,Ba Ria-Vung Tau,468
Ba Ria,Local Natural Gas,Operating,1995,Ba Ria-Vung Tau,389
Thu Duc,Local Natural Gas,Operating,Varies (older plant),Ho Chi Minh City,165
Ca Mau 1,Local Natural Gas,Operating,2007,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operating,2008,Ca Mau,750
Nhon Trach 1,Local Natural Gas,Operating,2009,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operating,2011,Dong Nai,750
Nhon Trach 3,Imported LNG,Under Construction,2025-2026 (planned),Dong Nai,750
Nhon Trach 4,Imported LNG,Under Construction,2025-2027 (planned),Dong Nai,750
O Mon 1,Local Natural Gas,Operating,2009,Can Tho,660
O Mon 2,Local Natural Gas / Imported LNG,Planned,2026-2028 (planned),Can Tho,750
O Mon 3 (BOT),Local Natural Gas / Imported LNG,Planned,2027-2028 (planned),Can Tho,750
O Mon 4 (BOT),Local Natural Gas / Imported LNG,Planned,2027-2028 (planned),Can Tho,750
Hiep Phuoc 1,Local Natural Gas,Operating,2000,Ho Chi Minh City,375
Hiep Phuoc 2 (expansion),Local Natural Gas,Planned/Under Development,TBD,Ho Chi Minh City,750
Bac Lieu LNG,Imported LNG,Planned (MOU stage),2027+ (planned),Bac Lieu,3200
Son My 1 LNG (BOT),Imported LNG,Planned,2027+ (planned),Binh Thuan,2250
Son My 2 LNG,Imported LNG,Planned,2027+ (planned),Binh Thuan,2250
Thai Binh (LNG),Imported LNG,Planned/Proposed under PDP8,TBD,Thai Binh,1500
Quang Ninh LNG,Imported LNG,Planned/Proposed,TBD,Quang Ninh,1500
Hai Lang LNG,Imported LNG,Planned/Proposed,TBD,Quang Tri,1500
Long An LNG,Imported LNG,Planned/Proposed,TBD,Long An,1500
Ca Na LNG,Imported LNG,Planned/Proposed,TBD,Ninh Thuan,1500
Nghi Son LNG,Imported LNG,Planned/Proposed,TBD,Thanh Hoa,1500
My Giang (Van Phong) LNG,Imported LNG,Planned/Proposed,TBD,Khanh Hoa,1500
