name,fuel,status,cod,province,capacity_mwe
Mong Duong 1,Coal,Operating,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operating,2015,Quang Ninh,1200
Quang Ninh Thermal,Coal,Operating,2002–2009,Quang Ninh,1200
Cam Pha,Coal,Operating,2011,Quang Ninh,680
Mao Khe,Coal,Operating,2013,Quang Ninh,440
Na Duong 2,Coal,Operating,2015,Lang Son,110
Nghi Son 1,Coal,Operating,2013,Thanh Hoa,600
Nghi Son 2 (BOT),Coal,Operating,2021,Thanh Hoa,1200
Vinh Tan 1 (BOT),Coal,Operating,2018,Binh Thuan,1200
Vinh Tan 2,Coal,Operating,2014,Binh Thuan,1244
Vinh Tan 4,Coal,Operating,2016–2017,Binh Thuan,1200
Vinh Tan 4 Extension,Coal,Operating,2019,Binh Thuan,600
Duyen Hai 1,Coal,Operating,2015,Tra Vinh,600
Duyen Hai 1 Extension,Coal,Operating,2022,Tra Vinh,600
Duyen Hai 2,Coal,Operating,2022,Tra Vinh,1200
Duyen Hai 3,Coal,Operating,2022,Tra Vinh,1200
Thai Binh 1,Coal,Operating,2018,Thai Binh,600
Thai Binh 2,Coal,Operating,2021,Thai Binh,600
Song Hau 1,Coal,Operating,2022,Hau Giang,1200
Quang Trach 1,Coal,Under Construction,2025–2026,Quang Binh,1200
Nam Dinh 1 (BOT),Coal,Under Construction,2025,Nam Dinh,1200
Van Phong 1 (BOT),Coal,Under Construction,2025–2026,Khanh Hoa,1320
Long Phu 1,Coal,Under Construction,2025–2026,Soc Trang,1200
Phu My 1,Local Natural Gas,Operating,2000,Ba Ria-Vung Tau,1000
Phu My 2.1,Local Natural Gas,Operating,2000,Ba Ria-Vung Tau,390
Phu My 2.2,Local Natural Gas,Operating,2000,Ba Ria-Vung Tau,390
Phu My 3,Local Natural Gas,Operating,2004,Ba Ria-Vung Tau,717
Phu My 4,Local Natural Gas,Operating,2005,Ba Ria-Vung Tau,450
Nhon Trach 1,Local Natural Gas,Operating,2008,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operating,2011,Dong Nai,750
Ca Mau 1,Local Natural Gas,Operating,2006,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operating,2008,Ca Mau,750
O Mon 1,Local Natural Gas,Operating,2009,Can Tho,630
Pha Lai 2,Local Natural Gas,Operating,2004,Hai Duong,600
Nhon Trach 3,Local Natural Gas,Under Construction,2025,Dong Nai,750
Nhon Trach 4,Local Natural Gas,Under Construction,2026,Dong Nai,750
O Mon 2,Local Natural Gas,Under Construction,2026–2027,Can Tho,750
Nhon Trach 5,Imported LNG,Under Construction,2026–2027,Dong Nai,900
Hai Lang (AES),Imported LNG,Under Construction,2027,Quang Tri,1500
Son My 1,Imported LNG,Planned,2026–2027,Binh Thuan,1500
Son My 2,Imported LNG,Planned,2027–2028,Binh Thuan,1500
Bac Lieu LNG Phase 1,Imported LNG,Planned,2027–2028,Bac Lieu,1500
Long An LNG Phase 1,Imported LNG,Planned,2027–2028,Long An,1500
Ca Mau LNG Expansion,Imported LNG,Planned,2028–2029,Ca Mau,1500
Quang Ninh LNG,Imported LNG,Planned,2028–2029,Quang Ninh,1500
Hai Phong LNG,Imported LNG,Planned,2028–2029,Hai Phong,1500
Chan May LNG Phase 1,Imported LNG,Planned,2028–2029,Thua Thien Hue,1500
