name,fuel,status,cod,province,capacity_mwe
Nam Dinh,Coal,Operational,2016,Nam Dinh,1200
Nghi Son,Coal,Operational,2018,Thanh Hoa,2400
Vinh Tan,Coal,Operational,2018,Binh Thuan,2400
Phuoc Ha,Coal,Operational,2020,Binh Thuan,2400
Quang Tri,Coal,Operational,2015,Quang Tri,1200
Thanh Hoa,Coal,Operational,2015,Thanh Hoa,1200
Ha Tinh,Coal,Operational,2015,Ha Tinh,1200
Binh Thuan,Coal,Operational,2015,Binh Thuan,1200
Dong Nai,Coal,Operational,2015,Dong Nai,1200
Cam Pha,Coal,Operational,2015,Quang Ninh,1200
Nam Dinh 2,Coal,Under Construction,2026,Nam Dinh,1200
Nghi Son 2,Coal,Under Construction,2027,Thanh Hoa,2400
Vinh Tan 2,Coal,Under Construction,2026,Binh Thuan,2400
Phuoc Ha 2,Coal,Under Construction,2026,Binh Thuan,2400
Cam Pha 2,Coal,Planned,2028,Quang Ninh,1200
Thinh Khe,Local Natural Gas,Operational,2015,Quang Ngai,600
Phuoc Long,Local Natural Gas,Operational,2015,Binh Thuan,600
Da Nang,Imported LNG,Operational,2017,Da Nang,1200
Hai Phong,Imported LNG,Operational,2018,Hai Phong,600
Ca Mau,Imported LNG,Operational,2020,Ca Mau,1200
Quy Nhon,Imported LNG,Operational,2020,Binh Dinh,1200
Vung Tau,Imported LNG,Operational,2020,Ba Ria-Vung Tau,1200
Quang Nam,Imported LNG,Under Construction,2025,Quang Nam,1200
Hai Phong LNG Power Plant,Imported LNG,Under Construction,2025,Hai Phong,600
Binh Thuan 2,Imported LNG,Under Construction,2025,Binh Thuan,600
Da Nang 2,Imported LNG,Planned,2029,Da Nang,1200
Quang Ngai 2,Local Natural Gas,Planned,2028,Quang Ngai,600
