name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Phả Lại 1,Coal,Operating,2023-12,1986-1995,Hải Dương,440.0,HIGH,[1],[2],
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023-12,2001-2002,Hải Dương,600.0,HIGH,[1],[2],
Nhà máy nhiệt điện Uông Bí mở rộng,Coal,Operating,2023-12,2014-2015,Quảng Ninh,600.0,HIGH,[1],[2],
Nhà máy nhiệt điện Uông Bí,Coal,Operating,2023-12,1974-1995,Quảng Ninh,300.0,HIGH,[1],[2],
Nhà máy nhiệt điện Ninh Bình,Coal,Operating,2023-12,1974-1985,Ninh Bình,440.0,HIGH,[1],[2],
Nhà máy nhiệt điện Thái Bình,Coal,Operating,2023-12,2017,Thái Bình,600.0,HIGH,[3],[4],
Nhà máy nhiệt điện Quảng Ninh,Coal,Operating,2023-12,2014,Quảng Ninh,600.0,HIGH,[1],[2],
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operating,2023-12,2011-2012,Hà Tĩnh,1200.0,HIGH,[5],[6],
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operating,2023-12,2014-2015,Bình Thuận,1240.0,HIGH,[7],[8],
Nhà máy nhiệt điện Vĩnh Tân 2,Coal,Operating,2023-12,2015-2016,Bình Thuận,1240.0,HIGH,[7],[8],
Nhà máy nhiệt điện Vĩnh Tân 4,Coal,Operating,2023-12,2018,Bình Thuận,1200.0,HIGH,[7],[9],
Nhà máy nhiệt điện Duyên Hải 1,Coal,Operating,2023-12,2015-2016,Trà Vinh,1200.0,HIGH,[10],[11],
Nhà máy nhiệt điện Duyên Hải 3,Coal,Operating,2023-12,2020,Trà Vinh,1200.0,HIGH,[10],[12],
Nhà máy nhiệt điện Duyên Hải 2,Coal,Construction,2023-12,TBD,Trà Vinh,1200.0,MEDIUM,[10],[13],
Nhà máy nhiệt điện Duyên Hải 4,Coal,Construction,2023-12,TBD,Trà Vinh,1200.0,MEDIUM,[10],[13],
Nhà máy nhiệt điện Sông Hậu 1,Coal,Permitted,2023-12,TBD,Hậu Giang,1200.0,MEDIUM,[14],[15],
Nhà máy nhiệt điện Sông Hậu 2,Coal,Permitted,2023-12,TBD,Hậu Giang,1200.0,MEDIUM,[14],[15],
Nhà máy nhiệt điện Long Phú 1,Coal,Permitted,2023-12,TBD,Sóc Trăng,1200.0,MEDIUM,[16],[17],
Nhà máy nhiệt điện Long Phú 2,Coal,Permitted,2023-12,TBD,Sóc Trăng,1200.0,MEDIUM,[16],[17],
Nhà máy nhiệt điện Na Dương 2,Coal,Operating,2023-12,2016,Lạng Sơn,300.0,HIGH,[18],[19],
Nhà máy nhiệt điện Cao Ngạn,Coal,Operating,2023-12,2015,Thái Nguyên,600.0,HIGH,[20],[21],
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023-12,2015,Quảng Ninh,1000.0,HIGH,[22],[23],
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023-12,2020,Quảng Ninh,1000.0,HIGH,[22],[24],
Nhà máy nhiệt điện Hải Phòng,Coal,Operating,2023-12,2011,Hải Phòng,600.0,HIGH,[25],[26],
Nhà máy nhiệt điện Nghi Sơn 1,Coal,Operating,2023-12,2015,Thanh Hóa,600.0,HIGH,[27],[28],
Nhà máy nhiệt điện Nghi Sơn 2,Coal,Operating,2023-12,2021,Thanh Hóa,600.0,HIGH,[27],[29],
Nhà máy nhiệt điện Nghi Sơn 3,Coal,Announced,2023-12,TBD,Thanh Hóa,1200.0,LOW,[30],,
Nhà máy điện khí Cà Mau 1,Domestic gas,Operating,2023-12,2009,Cà Mau,300.0,HIGH,[31],[32],
Nhà máy điện khí Cà Mau 2,Domestic gas,Operating,2023-12,2012,Cà Mau,300.0,HIGH,[31],[32],
Nhà máy điện khí Ô Môn 1,Domestic gas,Operating,2023-12,2010,Cần Thơ,750.0,HIGH,[33],[34],
Nhà máy điện khí Ô Môn 2,Domestic gas,Operating,2023-12,2014,Cần Thơ,750.0,HIGH,[33],[35],
Nhà máy điện khí Ô Môn 3,Imported LNG,Construction,2023-12,TBD,Cần Thơ,1500.0,MEDIUM,[36],[37],
Nhà máy điện khí Ô Môn 4,Imported LNG,Construction,2023-12,TBD,Cần Thơ,1500.0,MEDIUM,[36],[37],
Nhà máy điện khí Nhơn Trạch 1,Domestic gas,Operating,2023-12,2009,Đồng Nai,300.0,HIGH,[38],[39],
Nhà máy điện khí Nhơn Trạch 2,Domestic gas,Operating,2023-12,2011,Đồng Nai,860.0,HIGH,[38],[40],
Nhà máy điện khí Nhơn Trạch 3 & 4,Imported LNG,Construction,2023-12,TBD,Đồng Nai,860.0,MEDIUM,[41],[42],
