name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Uông Bí,Coal,Operating,2023-10,1960s-1980s,Quảng Ninh,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Uông Bí mở rộng,Coal,Operating,2023-10,2005-2006,Quảng Ninh,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2023-10,1974-1978,Ninh Bình,200.0,HIGH,EVN historical data,Vietnam Energy Outlook 2023,Retired in 2014-2015
Nhà máy nhiệt điện Phả Lại 1,Coal,Operating,2023-10,1980s,Hải Dương,440.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023-10,2001-2002,Hải Dương,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phả Lại 3,Coal,Construction,2023-10,-,Hải Dương,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,Construction delayed
Nhà máy nhiệt điện Quảng Ninh,Coal,Operating,2023-10,2018-2019,Quảng Ninh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 1,Coal,Operating,2023-10,2010-2011,Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 2,Coal,Operating,2023-10,2014,Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 3,Coal,Operating,2023-10,2015-2016,Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 4,Coal,Construction,2023-10,-,Bình Thuận,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,Construction paused
Nhà máy nhiệt điện Dung Quất 1,Domestic gas,Operating,2023-10,2011-2012,Quảng Ngãi,750.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Dung Quất 2,Domestic gas,Operating,2023-10,2015,Quảng Ngãi,450.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Cà Mau 1,Domestic gas,Operating,2023-10,2010-2011,Cà Mau,700.0,HIGH,PV Gas annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Cà Mau 2,Domestic gas,Operating,2023-10,2012-2013,Cà Mau,700.0,HIGH,PV Gas annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 1,Domestic gas,Operating,2023-10,2008-2009,Đồng Nai,450.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 2,Domestic gas,Operating,2023-10,2011,Đồng Nai,900.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 3,Domestic gas,Operating,2023-10,2015,Đồng Nai,450.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 4,Domestic gas,Operating,2023-10,2016,Đồng Nai,450.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 1,Domestic gas,Operating,2023-10,2001-2002,Bà Rịa-Vũng Tàu,700.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 2-1,Domestic gas,Operating,2023-10,2003-2004,Bà Rịa-Vũng Tàu,700.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 2-2,Domestic gas,Operating,2023-10,2005,Bà Rịa-Vũng Tàu,450.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 3,Domestic gas,Operating,2023-10,2007,Bà Rịa-Vũng Tàu,715.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 4,Domestic gas,Operating,2023-10,2010-2011,Bà Rịa-Vũng Tàu,900.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Bà Rịa,Domestic gas,Operating,2023-10,2006-2007,Bà Rịa-Vũng Tàu,700.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thủ Đức,Domestic gas,Operating,2023-10,2007-2008,Hồ Chí Minh,360.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Trà Nóc,Domestic gas,Operating,2023-10,2001-2002,Cần Thơ,200.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Cần Thơ,Domestic gas,Operating,2023-10,2010-2011,Cần Thơ,300.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện An Khánh,Domestic gas,Operating,2023-10,2000s,Đồng Nai,200.0,MEDIUM,PV Power historical data,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Bạc Liêu,Domestic gas,Operating,2023-10,2013-2014,Bạc Liêu,700.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Kiên Lương,Domestic gas,Operating,2023-10,2016-2017,Kiên Giang,700.0,HIGH,PV Power annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Long Phú 1,Coal,Construction,2023-10,-,Sóc Trăng,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,Construction delayed
Nhà máy nhiệt điện Long Phú 2,Coal,Announced,2023-10,-,Sóc Trăng,1200.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện Long Phú 3,Coal,Announced,2023-10,-,Sóc Trăng,1200.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện Sông Hậu 1,Coal,Construction,2023-10,-,Hậu Giang,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,Construction paused
Nhà máy nhiệt điện Sông Hậu 2,Coal,Announced,2023-10,-,Hậu Giang,1200.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện Thái Bình 1,Coal,Operating,2023-10,2018-2019,Thái Bình,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thái Bình 2,Coal,Construction,2023-10,-,Thái Bình,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,Construction delayed
Nhà máy nhiệt điện Vân Phong 1,Imported LNG,Permitted,2023-10,-,Khánh Hòa,1200.0,MEDIUM,MOIT 2023 report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thăng Long,Imported LNG,Announced,2023-10,-,Quảng Ninh,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Long An 1,Imported LNG,Announced,2023-10,-,Long An,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Long An 2,Imported LNG,Announced,2023-10,-,Long An,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Sơn Mỹ,Imported LNG,Announced,2023-10,-,Bình Thuận,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Bạc Liêu,Imported LNG,Announced,2023-10,-,Bạc Liêu,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Cà Mau,Imported LNG,Announced,2023-10,-,Cà Mau,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Quảng Ninh,Imported LNG,Announced,2023-10,-,Quảng Ninh,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
Nhà máy nhiệt điện LNG Hải Phòng,Imported LNG,Announced,2023-10,-,Hải Phòng,1500.0,LOW,MOIT 2020 plan,Vietnam Energy Outlook 2023,Status unclear
