name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Ninh Bình,Coal,Retired,2024-01-01,1974,Ninh Binh,100.0,HIGH,EVN Annual Report 2022,GEM Wiki,Fully decommissioned; site repurposed.
Phả Lại 1,Coal,Retired,2024-01-01,1986,Hai Duong,100.0,HIGH,EVN Annual Report 2022,GEM Wiki,Units retired prior to 2020.
Phả Lại 2,Coal,Operating,2024-01-01,2002,Hai Duong,600.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Uông Bí 1,Coal,Retired,2024-01-01,1977,Quang Ninh,100.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Uông Bí 2,Coal,Operating,2024-01-01,2009,Quang Ninh,330.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Uông Bí 3,Coal,Operating,2024-01-01,2014,Quang Ninh,330.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Cẩm Phả,Coal,Operating,2024-01-01,2010,Quang Ninh,600.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Mông Dương 1,Coal,Retired,2024-01-01,1982,Quang Ninh,100.0,MEDIUM,EVN Annual Report 2022,GEM Wiki,Retirement date approx. 2018-2020.
Mông Dương 2,Coal,Operating,2024-01-01,2015,Quang Ninh,600.0,HIGH,AES Press Release,GEM Wiki,BOT project.
Hải Phòng,Coal,Operating,2024-01-01,2014,Hai Phong,1200.0,HIGH,EVN Annual Report 2022,GEM Wiki,Phases 1 & 2 aggregated.
Thái Bình 1,Coal,Operating,2024-01-01,2018,Thai Binh,600.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Thái Bình 2,Coal,Operating,2024-01-01,2023,Thai Binh,1200.0,HIGH,PV Power Press Release 2023,GEM Wiki,See Explanatory Notes.
Nghi Sơn 1,Coal,Operating,2024-01-01,2015,Thanh Hoa,600.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Nghi Sơn 2,Coal,Operating,2024-01-01,2022,Thanh Hoa,1200.0,HIGH,JERA Press Release,GEM Wiki,BOT; KEPCO/JERA consortium.
Vũng Áng 1,Coal,Operating,2024-01-01,2015,Ha Tinh,1200.0,HIGH,EVN Annual Report 2022,GEM Wiki,
Vĩnh Tân 1,Coal,Operating,2024-01-01,2018,Binh Thuan,1200.0,HIGH,GEM Wiki,EVN Data,BOT; China Southern/SGCC.
Vĩnh Tân 2,Coal,Operating,2024-01-01,2015,Binh Thuan,1200.0,HIGH,EVN Annual Report 2022,GEM Wiki,
