name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Vĩnh Tân 2,Coal,Operating,2025-01,"2014 (U1), 2015 (U2)",Bình Thuận,1244.0,HIGH,GEM Global Coal Plant Tracker (2024),EVN gen. report,
Vĩnh Tân 1,Coal,Operating,2025-01,"2018 (U1), 2019 (U2)",Bình Thuận,1200.0,HIGH,GEM Coal Tracker,PDP7 revised (Dec. 428),BOT by China Southern Power Grid
Vĩnh Tân 4,Coal,Operating,2025-01,"2019 (U1), 2020 (U2, U3)",Bình Thuận,1800.0,HIGH,GEM Coal Tracker,EVN,Supercritical technology
Duyên Hải 1,Coal,Operating,2025-01,"2015 (U1), 2016 (U2)",Trà Vinh,1245.0,HIGH,GEM Coal Tracker,PDP7 revised,
Duyên Hải 3,Coal,Operating,2025-01,"2021 (U1), 2022 (U2)",Trà Vinh,1320.0,MEDIUM,GEM Coal Tracker,EVN press release,Press release source not verified
Mông Dương 1,Coal,Operating,2025-01,"2015 (U1), 2016 (U2)",Quảng Ninh,1080.0,HIGH,GEM Coal Tracker,EVN,
Mông Dương 2,Coal,Operating,2025-01,2015,Quảng Ninh,1240.0,HIGH,GEM Coal Tracker,AES press release,BOT operated by AES
Hải Dương,Coal,Operating,2025-01,"2020 (U1), 2021 (U2)",Hải Dương,1200.0,HIGH,GEM Coal Tracker,JAKS media,BOT by JAKS Resources (Malaysia)
Thái Bình 1,Coal,Operating,2025-01,"2013 (U1), 2014 (U2)",Thái Bình,600.0,MEDIUM,GEM Coal Tracker,EVN,
Thái Bình 2,Coal,Operating,2025-01,"2022 (U1), 2023 (U2)",Thái Bình,1200.0,HIGH,GEM Coal Tracker,EVN,Long delay; commissioned after corruption probe
Long Phú 1,Coal,Operating,2025-01,"2021 (U1), 2022 (U2)",Sóc Trăng,1200.0,MEDIUM,GEM Coal Tracker,EVN,
Sông Hậu 1,Coal,Operating,2025-01,"2020 (U1), 2021 (U2)",Hậu Giang,1200.0,MEDIUM,GEM Coal Tracker,EVN,
Quảng Trạch 1,Coal,Operating (partial),2025-01,"2023 (U1), 2024 (U2 est.)",Quảng Bình,1200.0,LOW,GEM Coal Tracker,EVN website (not verified),Unit 2 possibly not fully commissioned; information limited
