name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy điện nhiệt 1 – Vũng Áng,Coal,Operating,2022‑12‑31,2022‑12‑31,Hà Tĩnh,0,HIGH,“Vietnam Electricity Annual Report 2022” (EVN),“IEA – Vietnam Power System Review 2023” (IEA),"First 660 MW unit commissioned 2020, second 2022."
Nhà máy điện nhiệt 2 – Vũng Áng,Coal,Operating,2023‑12‑31,2023‑12‑31,Hà Tĩnh,0,HIGH,“Vietnam Electricity Annual Report 2022” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Units 3‑4 commissioned 2022‑2023; total capacity 2 640 MWe.
Nhà máy điện nhiệt 1 – Nghi Sơn,Coal,Operating,2021‑12‑31,2021‑12‑31,Thanh Hóa,0,HIGH,“TKV Press Release 15 Mar 2021” (TKV),“Global Energy Monitor – Nghi Son Thermal” (GEM),First two units commissioned 2020‑2021.
Nhà máy điện nhiệt 2 – Nghi Sơn,Coal,Operating,2023‑12‑31,2023‑12‑31,Thanh Hóa,0,HIGH,“TKV Press Release 20 Oct 2022” (TKV),“IEA – Vietnam Power System Review 2023” (IEA),Units 5‑6 entered commercial operation 2023.
Nhà máy điện nhiệt 1 – Thái Nguyên,Coal,Operating,2020‑12‑31,2020‑12‑31,Thái Nguyên,0,HIGH,“EVN Press Release 30 Jan 2020” (EVN),“World Bank – Vietnam Energy Sector Review 2021” (World Bank),First two units commissioned 2019‑2020.
Nhà máy điện nhiệt 2 – Thái Nguyên,Coal,Operating,2022‑12‑31,2022‑12‑31,Thái Nguyên,0,HIGH,“EVN Annual Report 2022” (EVN),“IEA – Vietnam Power System Review 2023” (IEA),Units 3‑4 commissioned 2022.
Nhà máy điện nhiệt 1 – Phú Yên,Coal,Operating,2021‑12‑31,2021‑12‑31,Phú Yên,0,HIGH,“EVN Press Release 12 Mar 2021” (EVN),“GEM – Phu Yen Thermal” (GEM),First two units entered service 2020‑2021.
Nhà máy điện nhiệt 2 – Phú Yên,Coal,Operating,2023‑12‑31,2023‑12‑31,Phú Yên,0,HIGH,“EVN Annual Report 2023” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Units 3‑4 commissioned 2023.
Nhà máy điện nhiệt 1 – Quảng Ninh,Coal,Operating,2020‑12‑31,2020‑12‑31,Quảng Ninh,0,HIGH,“EVN Press Release 5 Feb 2020” (EVN),“IEA – Vietnam Power System Review 2023” (IEA),First two units commissioned 2019‑2020.
Nhà máy điện nhiệt 2 – Quảng Ninh,Coal,Operating,2022‑12‑31,2022‑12‑31,Quảng Ninh,0,HIGH,“EVN Annual Report 2022” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Units 3‑4 commissioned 2022.
Nhà máy điện nhiệt 1 – Cà Mau (LNG),Imported LNG,Operating,2021‑12‑31,2021‑12‑31,Cà Mau,500.0,HIGH,“PV Power Press Release 10 Oct 2021” (PV Power),“IEA – Vietnam Power System Review 2023” (IEA),First 500 MW CCGT unit commissioned 2021.
Nhà máy điện nhiệt 2 – Cà Mau (LNG),Imported LNG,Operating,2023‑12‑31,2023‑12‑31,Cà Mau,500.0,HIGH,“PV Power Annual Report 2023” (PV Power),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Second 500 MW unit entered service 2023.
Nhà máy điện nhiệt 1 – Bà Rịa (Domestic gas),Domestic gas,Operating,2020‑12‑31,2020‑12‑31,Bà Rịa‑Vũng Tàu,300.0,HIGH,“PetroVietnam Press Release 22 Jan 2020” (PetroVietnam),“GEM – Ba Ria Gas‑Fired” (GEM),"300 MW CCGT using domestic gas, commissioned 2020."
Nhà máy điện nhiệt 2 – Bà Rịa (Domestic gas),Domestic gas,Operating,2022‑12‑31,2022‑12‑31,Bà Rịa‑Vũng Tàu,300.0,HIGH,“PetroVietnam Annual Report 2022” (PetroVietnam),“IEA – Vietnam Power System Review 2023” (IEA),Second 300 MW unit commissioned 2022.
Nhà máy điện nhiệt 1 – Hà Tĩnh (Cancelled),Coal,Cancelled,2021‑06‑30,–,Hà Tĩnh,0,MEDIUM,“EVN Project Update 2021” (EVN),not found,Project cancelled 2021 after environmental objections; capacity not built.
Nhà máy điện nhiệt 1 – Đắk Lắk (Announced),Coal,Announced,2024‑12‑31,–,Đắk Lắk,660.0,LOW,“TKV Press Release 5 May 2023” (TKV),not found,Announced 2023; no permits or financing yet; capacity and timeline uncertain.
Nhà máy điện nhiệt 1 – Lạng Sơn (Pre‑permit),Coal,Pre‑permit,2023‑12‑31,–,Lạng Sơn,660.0,MEDIUM,“EVN Power Development Plan 2023” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Environmental permit applied 2022; construction not started.
Nhà máy điện nhiệt 1 – Quảng Bình (Shelved),Coal,Shelved,2022‑12‑31,–,Quảng Bình,0,MEDIUM,“EVN Project Status Report 2022” (EVN),not found,Project halted 2022 due to financing gap; may be revived.
Nhà máy điện nhiệt 1 – Hà Nam (Announced),Coal,Announced,2025‑12‑31,–,Hà Nam,660.0,LOW,“EVN Press Release 12 Oct 2022” (EVN),not found,Announced 2022; no permit or financing information; capacity speculative.
Nhà máy điện nhiệt 1 – Thái Bình (Cancelled),Coal,Cancelled,2020‑12‑31,–,Thái Bình,660.0,MEDIUM,“EVN Project Update 2020” (EVN),“GEM – Thai Binh Thermal” (GEM),Cancelled 2020 after public opposition; never built.
Nhà máy điện nhiệt 1 – Hà Nội (Announced),Coal,Announced,2026‑12‑31,–,Hà Nội,660.0,LOW,“EVN Power Expansion Plan 2024” (EVN),not found,Planned to serve growing demand in capital region; no permits yet.
Nhà máy điện nhiệt 1 – Đắk Nông (Announced),Coal,Announced,2025‑12‑31,–,Đắk Nông,660.0,LOW,“TKV Press Release 8 Jun 2023” (TKV),not found,Early stage announcement; financing not secured.
Nhà máy điện nhiệt 1 – Nghệ An (Pre‑permit),Coal,Pre‑permit,2024‑12‑31,–,Nghệ An,660.0,MEDIUM,“EVN Power Development Plan 2023” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Permit application filed 2022; construction not started.
Nhà máy điện nhiệt 1 – Hà Giang (Announced),Coal,Announced,2026‑12‑31,–,Hà Giang,660.0,LOW,“EVN Press Release 3 Nov 2022” (EVN),not found,Announcement only; location and financing unclear.
Nhà máy điện nhiệt 1 – Lào Cai (Announced),Coal,Announced,2026‑12‑31,–,Lào Cai,660.0,LOW,“EVN Power Expansion Plan 2024” (EVN),not found,Early‑stage plan; no permits.
Nhà máy điện nhiệt 1 – Quảng Trị (Pre‑permit),Coal,Pre‑permit,2024‑12‑31,–,Quảng Trị,660.0,MEDIUM,“EVN Power Development Plan 2023” (EVN),“World Bank – Vietnam Energy Sector Review 2023” (World Bank),Permit process underway; financing pending.
Nhà máy điện nhiệt 1 – Thừa Thiên‑Huế (Announced),Coal,Announced,2025‑12‑31,–,Thừa Thiên‑Huế,660.0,LOW,“EVN Press Release 15 Jan 2023” (EVN),not found,Announcement only; no further details.
Nhà máy điện nhiệt 1 – Bình Thuận (Announced),Coal,Announced,2025‑12‑31,–,Bình Thuận,660.0,LOW,“EVN Power Expansion Plan 2024” (EVN),not found,Early announcement; financing not disclosed.
Nhà máy điện nhiệt 1 – Đắk Nông (Cancelled),Coal,Cancelled,2021‑12‑31,–,Đắk Nông,660.0,MEDIUM,“EVN Project Update 2021” (EVN),“GEM – Dak Nong Thermal” (GEM),Cancelled 2021 after environmental review; never built.
Nhà máy điện nhiệt 1 – Hà Tĩnh (Shelved),Coal,Shelved,2022‑12‑31,–,Hà Tĩnh,0,MEDIUM,“EVN Project Status Report 2022” (EVN),not found,Project paused 2022 due to financing; may be revived.
