name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Operating,2024-06-30,1986-2002,Hải Dương,1200.0,HIGH,"[1] Decision No. 167/QD-TTg (2002), Prime Minister's Office, Vietnam",[2] EVN Annual Report 2022,Units 1-2 (2 × 110 MW) retired in 2018. Units 3-4 (2 × 300 MW) upgraded and operating. COD for Units 3-4: 2001-2002.
Nhà máy Nhiệt điện Uông Bí,Coal,Operating,2024-06-30,1979-2013,Quảng Ninh,1200.0,HIGH,"[3] EVN Generation Corporation 5 (2021), Uong Bi Power Plant""""","[4] Ministry of Industry and Trade (MOIT), Vietnam, Power Development Plan VII"" (2016)""",Units 1-4 (4 × 150 MW) commissioned 1979-1985. Units 5-6 (2 × 300 MW) commissioned 2011-2013.
Nhà máy Nhiệt điện Ninh Bình,Coal,Retired,2022-12-31,1974-1981,Ninh Bình,220.0,HIGH,"[5] EVN (2022), Decommissioning Report""""","[6] MOIT (2021), National Power Development Plan 2021-2030""""",Retired in 2022 due to age and inefficiency.
Nhà máy Nhiệt điện Quảng Ninh,Coal,Operating,2024-06-30,2012-2015,Quảng Ninh,1200.0,HIGH,"[7] EVN (2015), Quang Ninh Power Plant Commissioning Report""""","[8] MOIT (2016), PDP VII Adjustment""""",
Nhà máy Nhiệt điện Hải Phòng,Coal,Operating,2024-06-30,2011-2014,Hải Phòng,1200.0,HIGH,"[9] EVN (2014), Hai Phong Power Plant Project Completion Report""""","[10] MOIT (2013), Decision No. 1208/QD-TTg""""",
Nhà máy Nhiệt điện Vũng Áng 1,Coal,Operating,2024-06-30,2015-2018,Hà Tĩnh,1200.0,HIGH,"[11] EVN (2018), Vung Ang 1 Commissioning Report""""","[12] MOIT (2017), PDP VII Revised""""",
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operating,2024-06-30,2015-2016,Trà Vinh,1245.0,HIGH,"[13] EVN (2016), Duyen Hai 1 Commissioning Report""""","[14] MOIT (2015), Decision No. 428/QD-TTg""""",
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operating,2024-06-30,2020-2021,Trà Vinh,1376.0,HIGH,"[15] EVN (2021), Duyen Hai 3 Commissioning Report""""","[16] MOIT (2020), National Power Development Plan 2021-2030 (Draft)""""",First ultra-supercritical coal plant in Vietnam.
Nhà máy Nhiệt điện Mông Dương 1,Coal,Operating,2024-06-30,2015,Quảng Ninh,1080.0,HIGH,"[17] AES Corporation (2015), Mong Duong 1 Commercial Operation Date Announcement""""","[18] MOIT (2014), Decision No. 1208/QD-TTg""""",BOT project.
Nhà máy Nhiệt điện Mông Dương 2,Coal,Operating,2024-06-30,2015,Quảng Ninh,1244.0,HIGH,"[19] AES Corporation (2015), Mong Duong 2 Commercial Operation Date Announcement""""","[20] MOIT (2014), Decision No. 1208/QD-TTg""""",BOT project.
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operating,2024-06-30,2014-2015,Bình Thuận,1244.0,HIGH,"[21] EVN (2015), Vinh Tan 2 Commissioning Report""""","[22] MOIT (2013), Decision No. 1208/QD-TTg""""",
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operating,2024-06-30,2018-2019,Bình Thuận,1320.0,HIGH,"[23] EVN (2019), Vinh Tan 4 Commissioning Report""""","[24] MOIT (2018), PDP VII Revised""""",
Nhà máy Nhiệt điện Sông Hậu 1,Coal,Operating,2024-06-30,2020,Hậu Giang,1200.0,HIGH,"[25] EVN (2020), Song Hau 1 Commissioning Report""""","[26] MOIT (2019), National Power Development Plan 2021-2030 (Draft)""""",
Nhà máy Nhiệt điện Nghi Sơn 2,Coal,Operating,2024-06-30,2022,Thanh Hóa,1300.0,HIGH,"[27] Marubeni Corporation (2022), Nghi Son 2 Commercial Operation Date Announcement""""","[28] MOIT (2021), Decision No. 1264/QD-TTg""""",BOT project. First USC plant in Vietnam with Japanese technology.
Nhà máy Nhiệt điện Vũng Áng 2,Coal,Construction,2024-06-30,2025 (est.),Hà Tĩnh,1320.0,MEDIUM,"[29] OneEnergy (2023), Vung Ang 2 Project Update""""","[30] MOIT (2022), PDP VIII""""",Construction started in 2021. Expected COD delayed to 2025.
Nhà máy Nhiệt điện Quảng Trạch 1,Coal,Construction,2024-06-30,2026 (est.),Quảng Bình,1200.0,MEDIUM,"[31] EVN (2023), Quang Trach 1 Project Update""""","[32] MOIT (2022), PDP VIII""""",Construction started in 2022. Expected COD in 2026.
Nhà máy Nhiệt điện Long Phú 1,Coal,Shelved,2024-06-30,-,Sóc Trăng,1800.0,LOW,"[33] PetroVietnam (2019), Long Phu 1 Project Suspension Announcement""""","[34] MOIT (2021), National Power Development Plan 2021-2030""""",Shelved due to financing and environmental concerns. Original COD planned for 2020.
