name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2023,1983–1986,Hải Dương,440.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Units commissioned 1983–1986; Soviet-era technology; gross/net unspecified. Aging fleet; periodic rehabilitation.
Nhiệt điện Phả Lại 2,Coal,Operating,2023,2001–2002,Hải Dương,600.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),BOT-origin project; transferred to PPC. Gross/net unspecified.
Nhiệt điện Uông Bí,Coal,Operating,2023,1963–1974,Quảng Ninh,220.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Oldest operating coal plant in Vietnam; Soviet-assisted construction. Gross/net unspecified. Capacity figure per GEM; some sources cite 150 MW for earlier units only.
Nhiệt điện Uông Bí mở rộng 1,Coal,Operating,2023,2009,Quảng Ninh,300.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Gross/net unspecified.
Nhiệt điện Uông Bí mở rộng 2,Coal,Operating,2023,2014,Quảng Ninh,330.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Gross/net unspecified.
Nhiệt điện Ninh Bình,Coal,Operating,2023,1974–1976,Ninh Bình,400.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Soviet-era plant; gross/net unspecified. Rehabilitation carried out in 2000s.
Nhiệt điện Na Dương,Coal,Operating,2023,2004,Lạng Sơn,110.0,MEDIUM,Vinacomin corporate disclosure (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Mine-mouth plant burning local lignite. Gross/net unspecified.
Nhiệt điện Na Dương 2,Coal,Shelved,2023,—,Lạng Sơn,220.0,LOW,GEM Global Coal Plant Tracker 2023 (secondary),Not found,Planned expansion; progress halted per GEM tracker. No primary source confirmed. COD not determined.
Nhiệt điện Cao Ngạn,Coal,Operating,2023,2010,Thái Nguyên,230.0,MEDIUM,Vinacomin corporate disclosure (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Gross/net unspecified.
Nhiệt điện Cẩm Phả 1,Coal,Operating,2023,2011,Quảng Ninh,300.0,MEDIUM,Vinacomin corporate disclosure (URL not verified),GEM Global Coal Plant Tracker 2023 (secondary),Gross/net unspecified.
