name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Phả Lại 1 & 2,Coal,Operating,2023-12-31,"1986, 2002",Hai Duong,1000.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,Gross/net unspecified.
Nhà máy nhiệt điện Uông Bí (Mở rộng),Coal,Operating,2023-12-31,2009,Quang Ninh,600.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,Uong Bi I (2x50 MW) retired in 2021.
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023-12-31,2015,Quang Ninh,440.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,Circulating fluidized bed technology.
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023-12-31,2015,Quang Ninh,1240.0,HIGH,AES Press Releases,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Hải Phòng 1 & 2,Coal,Operating,2023-12-31,2014,Hai Phong,1200.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,
Nhà máy nhiệt điện Thái Bình 2,Coal,Operating,2024-01-31,2023,Thai Binh,1200.0,HIGH,PV Power Financials,GEM Coal Tracker,"Unit 1 COD late 2023, Unit 2 early 2024."
Nhà máy nhiệt điện Nghi Sơn 1,Coal,Operating,2023-12-31,2015,Thanh Hoa,600.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,
Nhà máy nhiệt điện Nghi Sơn 2,Coal,Operating,2023-12-31,2022,Thanh Hoa,1320.0,HIGH,JERA Press Release,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operating,2023-12-31,2015,Ha Tinh,1200.0,HIGH,PV Power Financials,GEM Coal Tracker,
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operating,2023-12-31,2018,Binh Thuan,1240.0,HIGH,CLP Annual Report,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Vĩnh Tân 2,Coal,Operating,2023-12-31,2015,Binh Thuan,1244.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,
Nhà máy nhiệt điện Vĩnh Tân 3,Coal,Operating,2023-12-31,2020,Binh Thuan,1980.0,HIGH,CLP Annual Report,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Vĩnh Tân 4,Coal,Operating,2023-12-31,2018,Binh Thuan,1200.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,Excludes 200MW extension.
Nhà máy nhiệt điện Duyên Hải 1,Coal,Operating,2023-12-31,2015,Tra Vinh,1244.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,
Nhà máy nhiệt điện Duyên Hải 2,Coal,Operating,2023-12-31,2022,Tra Vinh,1200.0,HIGH,GEM Coal Tracker,Trade Press,BOT project.
Nhà máy nhiệt điện Duyên Hải 3,Coal,Operating,2023-12-31,2017,Tra Vinh,1244.0,HIGH,EVN Annual Report 2022,GEM Coal Tracker,
Nhà máy nhiệt điện Sông Hậu 1,Coal,Operating,2023-12-31,2022,Hau Giang,1200.0,HIGH,PV Power Financials,GEM Coal Tracker,
Nhà máy nhiệt điện Long Phú 1,Coal,Construction,2023-12-31,N/A,Soc Trang,1200.0,MEDIUM,PV Power Financials,GEM Coal Tracker,Severely delayed; Russian EPC issues.
Nhà máy nhiệt điện Nam Định 1,Coal,Cancelled,2023-12-31,N/A,Nam Dinh,1200.0,HIGH,PDP8 (Decision 500),GEM Coal Tracker,Removed in final PDP8.
Nhà máy nhiệt điện Quảng Trị 1,Coal,Cancelled,2023-12-31,N/A,Quang Tri,1320.0,HIGH,PDP8 (Decision 500),GEM Coal Tracker,Replaced by LNG in PDP8.
Nhà máy nhiệt điện Long Phú 2,Coal,Cancelled,2023-12-31,N/A,Soc Trang,1320.0,HIGH,PDP8 (Decision 500),GEM Coal Tracker,Developer withdrew.
Nhà máy nhiệt điện Công Thanh,Coal,Shelved,2023-12-31,N/A,Thanh Hoa,1200.0,MEDIUM,GEM Coal Tracker,Trade Press,Stalled since 2015; financing issues.
Nhà máy điện Phú Mỹ 1,Domestic gas,Operating,2023-12-31,2001,Ba Ria-Vung Tau,460.0,HIGH,EVN Annual Report 2022,GEM Gas Tracker,
Nhà máy điện Phú Mỹ 2.1,Domestic gas,Operating,2023-12-31,2001,Ba Ria-Vung Tau,460.0,HIGH,EVN Annual Report 2022,GEM Gas Tracker,
Nhà máy điện Phú Mỹ 2.2,Domestic gas,Operating,2023-12-31,2005,Ba Ria-Vung Tau,720.0,HIGH,EDF Filings,GEM Gas Tracker,BOT project.
Nhà máy điện Phú Mỹ 3,Domestic gas,Operating,2023-12-31,2004,Ba Ria-Vung Tau,720.0,HIGH,GEM Gas Tracker,Trade Press,BOT project.
Nhà máy điện Phú Mỹ 4,Domestic gas,Operating,2023-12-31,2004,Ba Ria-Vung Tau,720.0,HIGH,EVN Annual Report 2022,GEM Gas Tracker,
Nhà máy điện Nhơn Trạch 1,Domestic gas,Operating,2023-12-31,2009,Dong Nai,450.0,HIGH,PV Power Financials,GEM Gas Tracker,
Nhà máy điện Nhơn Trạch 2,Domestic gas,Operating,2023-12-31,2011,Dong Nai,750.0,HIGH,PV Power Financials,GEM Gas Tracker,
Nhà máy điện Cà Mau 1 & 2,Domestic gas,Operating,2023-12-31,2008,Ca Mau,1500.0,HIGH,PV Power Financials,GEM Gas Tracker,2 blocks of 750MW each.
Nhà máy điện Ô Môn 1,Domestic gas,Operating,2023-12-31,2008,Can Tho,300.0,HIGH,EVN Annual Report 2022,GEM Gas Tracker,Open cycle.
Nhà máy điện Ô Môn 2,Domestic gas,Operating,2023-12-31,2015,Can Tho,660.0,HIGH,EVN Annual Report 2022,GEM Gas Tracker,
Nhà máy điện Nhơn Trạch 3 & 4,Imported LNG,Construction,2023-12-31,2024/2025,Dong Nai,1624.0,HIGH,PV Power Financials,GEM Gas Tracker,First LNG-to-power project in Vietnam.
Nhà máy điện Ô Môn 3,Imported LNG,Permitted,2023-12-31,N/A,Can Tho,750.0,MEDIUM,PDP8 (Decision 500),GEM Gas Tracker,Delayed by LNG supply chain contracting.
Nhà máy điện Ô Môn 4,Imported LNG,Permitted,2023-12-31,N/A,Can Tho,750.0,MEDIUM,PDP8 (Decision 500),GEM Gas Tracker,Delayed by LNG supply chain contracting.
Nhà máy điện Sơn Mỹ 1 & 2 (AES),Imported LNG,Pre-permit,2023-12-31,N/A,Binh Thuan,2400.0,MEDIUM,AES Press Releases,GEM Gas Tracker,"PDP8 approved, slow progress on PPA."
