name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Điện Phú Mỹ 1,Coal,Operating,2023-05-17,1994,Bà Rịa - Vũng Tàu,800.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational. Gross/net unspecified.
Nhà máy Điện Phú Mỹ 2,Coal,Operating,2023-05-17,1994,Bà Rịa - Vũng Tàu,400.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Phú Mỹ 3,Domestic gas / Imported LNG,Operating,2023-05-17,2001,Bà Rịa - Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Gas Tracker,Dual-fuel capable.
Nhà máy Điện Phú Mỹ 4,Coal,Operating,2023-05-17,2010,Bà Rịa - Vũng Tàu,1200.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Phú Mỹ 5,Coal,Operating,2023-05-17,2012,Bà Rịa - Vũng Tàu,1200.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Phú Mỹ 6,Coal,Operating,2023-05-17,2014,Bà Rịa - Vũng Tàu,1200.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Cà Mau 1,Coal,Operating,2023-05-17,2002,Cà Mau,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Cà Mau 2,Coal,Operating,2023-05-17,2004,Cà Mau,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Nghi Sơn,Coal,Operating,2023-05-17,2018,Thanh Hóa,1200.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,IPP. Dual-fuel capable.
Nhà máy Điện Vĩnh Tân 1,Coal,Operating,2023-05-17,2009,Bình Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Vĩnh Tân 2,Coal,Operating,2023-05-17,2010,Bình Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Vĩnh Tân 3,Coal,Operating,2023-05-17,2011,Bình Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Vĩnh Tân 4,Coal,Operating,2023-05-17,2012,Bình Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Đà Nẵng,Coal,Operating,2023-05-17,2009,Đà Nẵng,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Đà Nẵng 2,Coal,Operating,2023-05-17,2011,Đà Nẵng,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Phúc Hùng,Coal,Operating,2023-05-17,2009,Hải Dương,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Uông Bí,Coal,Operating,2023-05-17,2010,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Na Dương,Coal,Operating,2023-05-17,2011,Lạng Sơn,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Cẩm Phả,Coal,Operating,2023-05-17,2012,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Quảng Ninh,Coal,Operating,2023-05-17,2013,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Thái Bình 1,Coal,Operating,2023-05-17,2013,Thái Bình,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Thái Bình 2,Coal,Operating,2023-05-17,2014,Thái Bình,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Nam Định 1,Coal,Operating,2023-05-17,2015,Nam Định,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Nam Định 2,Coal,Operating,2023-05-17,2016,Nam Định,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Cà Ná,Coal,Operating,2023-05-17,2016,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Operational.
Nhà máy Điện Tân Thuận,Domestic gas,Operating,2023-05-17,2009,Đồng Nai,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Gas Tracker,Operational.
Nhà máy Điện Nam Định 3,Coal,Shelved,2023-05-17,—,Nam Định,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Thái Bình 3,Coal,Shelved,2023-05-17,—,Thái Bình,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Cà Ná 2,Coal,Shelved,2023-05-17,—,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Phú Quý,Coal,Shelved,2023-05-17,—,Bình Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Phú Mỹ 7,Coal,Shelved,2023-05-17,—,Bà Rịa - Vũng Tàu,1200.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 2,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 3,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 4,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 5,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 6,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 7,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
Nhà máy Điện Hải Hòa 8,Coal,Shelved,2023-05-17,—,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg,GEM Vietnam Coal Tracker,Shelved in PDP8.
