name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại,Coal,Operating,2023,"1983–1986 (Units 1–4), 2001–2002 (Units 5–6)",Hải Dương,1040.0,HIGH,EVN Annual Report 2022; MOIT Power Development Plan 8 (PDP8),GEM Coal Plant Tracker (primary-sourced),"Units 1–4 110 MW each, Units 5–6 300 MW each; total nameplate 1040 MW; gross/net unspecified."
Nhiệt điện Cà Mau (Dung Quất?),–,–,–,–,–,0,–,–,–,Placeholder – no coal.
Nhiệt điện BOT Duyên Hải (3?),–,–,–,–,–,0,–,–,–,
(Coal plants under 30 MW omitted),–,–,–,–,–,0,–,–,–,
Nhiệt điện Khí (Gas),–,–,–,–,–,0,–,–,–,
Nhà máy điện Băng La (Binh Thuan),–,–,–,–,–,0,–,–,–,Not sure.
Nhà máy điện Dầu khí (Oil),–,–,–,–,–,0,–,–,–,
(Other oil plants >30 MW: none common),–,–,–,–,–,0,–,–,–,
(Retired coal plants),–,–,–,–,–,0,–,–,–,
(Add: Nghi Son 2 is already there),–,–,–,–,–,0,–,–,–,
(Add: Vinh Tan 4 is operating),–,–,–,–,–,0,–,–,–,
(Add: Large gas turbines),–,–,–,–,–,0,–,–,–,
Nhà máy điện Phú Mỹ 2.1 & 2.2,–,–,–,–,–,0,–,–,–,
(LNG projects),–,–,–,–,–,0,–,–,–,
Nhà máy điện Nhon Trach 3 & 4 listed above.,–,–,–,–,–,0,–,–,–,
(Other small gas/diesel <30 omitted),–,–,–,–,–,0,–,–,–,
(Biomass/co-firing >30? Not thermal conventional; exclude.),–,–,–,–,–,0,–,–,–,
