name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2023,1983–1986,Hải Dương,440.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),Units commissioned 1983–1986; oldest major coal plant still operating; gross/net unspecified
Nhiệt điện Phả Lại 2,Coal,Operating,2023,2001–2002,Hải Dương,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),BOT then transferred; gross/net unspecified
Nhiệt điện Uông Bí,Coal,Operating,2023,1963–1974,Quảng Ninh,220.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),Oldest operating coal plant in Vietnam; original Soviet-era units; gross/net unspecified
Nhiệt điện Uông Bí mở rộng 1,Coal,Operating,2023,2009,Quảng Ninh,300.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),Expansion of original Uong Bi site; gross/net unspecified
Nhiệt điện Uông Bí mở rộng 2,Coal,Operating,2023,2016,Quảng Ninh,330.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Ninh Bình,Coal,Operating,2023,1974–1976,Ninh Bình,400.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),EVN Annual Report 2022 (URL not verified),Soviet-era plant; some sources indicate partial retirement of older units; status uncertain; gross/net unspecified
Nhiệt điện Cao Ngạn,Coal,Operating,2023,2006,Thái Nguyên,110.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),Not found,Small plant; limited independent sourcing; gross/net unspecified
Nhiệt điện Na Dương,Coal,Operating,2023,2004,Lạng Sơn,110.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),Not found,Mine-mouth plant using local lignite; gross/net unspecified
Nhiệt điện Na Dương 2,Coal,Shelved,2023,—,Lạng Sơn,220.0,LOW,Not found,Not found,Planned expansion; progress unclear; referenced in PDP7 revised but not confirmed in PDP8; confidence LOW
Nhiệt điện Quảng Ninh 1,Coal,Operating,2023,2011–2012,Quảng Ninh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Quảng Ninh 2,Coal,Operating,2023,2013–2014,Quảng Ninh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Hải Phòng 1,Coal,Operating,2023,2011–2012,Hải Phòng,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Hải Phòng 2,Coal,Operating,2023,2013–2014,Hải Phòng,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Nghi Sơn 1,Coal,Operating,2023,2013–2014,Thanh Hóa,600.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Nghi Sơn 2,Coal,Operating,2023,2021–2022,Thanh Hóa,1200.0,HIGH,Marubeni press release 2021 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),"Japanese-backed BOT IPP; supercritical technology; COD Unit 1 ~2021, Unit 2 ~2022; gross/net unspecified"
Nhiệt điện Vũng Áng 1,Coal,Operating,2023,2015–2016,Hà Tĩnh,1200.0,HIGH,PV Power Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Vũng Áng 2,Coal,Construction,2023,~2025–2026,Hà Tĩnh,1200.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),Vietnam MoIT PDP8 Decision 500/QĐ-TTg 2023 (URL not verified),Japanese BOT; construction ongoing but delayed; COD estimates vary; gross/net unspecified
Nhiệt điện Duyên Hải 1,Coal,Operating,2023,2015–2016,Trà Vinh,1244.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified; capacity sometimes cited as 2×600 MW; 622 MW per unit from EVN data
Nhiệt điện Duyên Hải 2,Coal,Operating,2023,2016,Trà Vinh,228.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),EVN Annual Report 2022 (URL not verified),Smaller unit at same site; capacity figure varies across sources; gross/net unspecified
Nhiệt điện Duyên Hải 3,Coal,Operating,2023,2018–2019,Trà Vinh,1244.0,HIGH,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker 2023 (URL not verified),gross/net unspecified
Nhiệt điện Duyên Hải 3 mở rộng,Coal,Operating,2023,2020,Trà Vinh,688.0,MEDIUM,GEM Global Coal Plant Tracker 2023 (URL not verified),Not found,Extension unit; capacity figure from GEM; gross/net unspecified
Nhiệt điện Vĩnh Tân 1,Coal,Operating,2023,2017–2018,Bình Thuận,1200.0,HIGH,GEM Global Coal Plant Tracker 2023 (URL not verified),Vietnam MoIT PDP7 revised 2016 (URL not verified),Chinese-backed BOT; gross/net unspecified
