name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại 1,Coal,Retired,2023-12-31,1986,Hải Dương,440.0,HIGH,GEM Coal Tracker,EVN Annual Report,Units progressively retired; fully decommissioned.
Nhà máy Nhiệt điện Phả Lại 2,Coal,Operating,2023-12-31,2002,Hải Dương,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Uông Bí 1,Coal,Retired,2023-12-31,1975,Quảng Ninh,200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Uông Bí 2,Coal,Operating,2023-12-31,2014,Quảng Ninh,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Ninh Bình,Coal,Retired,2023-12-31,1974,Ninh Bình,100.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Quảng Ninh,Coal,Operating,2023-12-31,2012,Quảng Ninh,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Hải Phòng 1,Coal,Operating,2023-12-31,2014,Hải Phòng,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Hải Phòng 2,Coal,Operating,2023-12-31,2014,Hải Phòng,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Mông Dương 1,Coal,Operating,2023-12-31,2015,Quảng Ninh,1080.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Mông Dương 2,Coal,Operating,2023-12-31,2015,Quảng Ninh,1240.0,HIGH,GEM Coal Tracker,MOIT PDP8,
Nhà máy Nhiệt điện Vũng Áng 1,Coal,Operating,2023-12-31,2014,Hà Tĩnh,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,Transferred from Vung Ang Formosa to GENCO 1.
Nhà máy Nhiệt điện Nghi Sơn 1,Coal,Operating,2023-12-31,2015,Thanh Hóa,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Nghi Sơn 2,Coal,Operating,2023-12-31,2022,Thanh Hóa,1200.0,HIGH,GEM Coal Tracker,MOIT PDP8,Marubeni/KEPCO joint venture.
Nhà máy Nhiệt điện Vĩnh Tân 1,Coal,Operating,2023-12-31,2018,Bình Thuận,1200.0,HIGH,GEM Coal Tracker,MOIT PDP8,China Southern Power Grid consortium.
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operating,2023-12-31,2015,Bình Thuận,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Vĩnh Tân 3,Coal,Operating,2024-06-01,2024,Bình Thuận,1320.0,HIGH,GEM Coal Tracker,MOIT PDP8,"One Energy/CLP. Commissioning delayed, finalized 2024."
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operating,2023-12-31,2018,Bình Thuận,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Vĩnh Tân 4 Mở rộng,Coal,Operating,2023-12-31,2019,Bình Thuận,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operating,2023-12-31,2015,Trà Vinh,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Duyên Hải 2,Coal,Operating,2023-12-31,2021,Trà Vinh,1200.0,HIGH,GEM Coal Tracker,MOIT PDP8,Janakuasa (Malaysia).
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operating,2023-12-31,2017,Trà Vinh,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Duyên Hải 3 Mở rộng,Coal,Operating,2023-12-31,2021,Trà Vinh,600.0,HIGH,GEM Coal Tracker,EVN Annual Report,
Nhà máy Nhiệt điện Sông Hậu 1,Coal,Operating,2023-12-31,2022,Hậu Giang,1200.0,HIGH,GEM Coal Tracker,EVN Annual Report,
