name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Phả Lại 1,Coal,Operating,2023-06,1984-1985,Hải Dương,220.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023-06,2001-2002,Hải Dương,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Uông Bí,Coal,Operating,2023-06,1960s-1970s,Quảng Ninh,600.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2020-12,1974-1976,Ninh Bình,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Cao Ngạn,Coal,Operating,2023-06,1960s,Thái Nguyên,100.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Na Dương,Coal,Operating,2023-06,1980s,Lạng Sơn,220.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023-06,2015,Quảng Ninh,1080.0,HIGH,AES press release,Vietnam MOIT report 2015,
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023-06,2015,Quảng Ninh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Quảng Ninh,Coal,Operating,2023-06,2018-2019,Quảng Ninh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 1,Coal,Operating,2023-06,2010-2011,Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 2,Coal,Operating,2023-06,2014,Bình Thuận,1244.0,HIGH,Operator press release,Vietnam MOIT report 2014,
Nhà máy nhiệt điện Vinh Tân 4,Coal,Construction,2023-06,2024-2025 (expected),Bình Thuận,1200.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Vinh Tân 4 (Mở rộng),Coal,Announced,2023-06,TBD,Bình Thuận,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Dung Quất 1,Domestic gas,Operating,2023-06,2011,Quảng Ngãi,750.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Dung Quất 2,Domestic gas,Operating,2023-06,2015,Quảng Ngãi,450.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Dung Quất 3,Imported LNG,Construction,2023-06,2024-2025 (expected),Quảng Ngãi,1500.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Cà Mau 1,Domestic gas,Operating,2023-06,2012,Cà Mau,700.0,HIGH,PV Gas annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Cà Mau 2,Domestic gas,Operating,2023-06,2016,Cà Mau,500.0,HIGH,PV Gas annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Cà Mau 3,Imported LNG,Permitted,2023-06,TBD,Cà Mau,1500.0,MEDIUM,PV Gas press release,Vietnam MOIT,Permitting stage; confidence MEDIUM
Nhà máy nhiệt điện Nhơn Trạch 1,Domestic gas,Operating,2023-06,2004-2005,Đồng Nai,440.0,HIGH,PV Power annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 2,Domestic gas,Operating,2023-06,2011,Đồng Nai,900.0,HIGH,PV Power annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nhơn Trạch 3,Imported LNG,Construction,2023-06,2024-2025 (expected),Đồng Nai,1500.0,MEDIUM,PV Power investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Nhơn Trạch 4,Imported LNG,Announced,2023-06,TBD,Đồng Nai,1500.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by PV Power,Status uncertain; confidence LOW
Nhà máy nhiệt điện Phú Mỹ 1,Domestic gas,Operating,2023-06,2001-2002,Bà Rịa-Vũng Tàu,700.0,HIGH,PV Power annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phú Mỹ 2-1,Domestic gas,Operating,2023-06,2004,Bà Rịa-Vũng Tàu,450.0,HIGH,Operator press release,Vietnam MOIT report 2004,
Nhà máy nhiệt điện Phú Mỹ 2-2,Domestic gas,Operating,2023-06,2005,Bà Rịa-Vũng Tàu,450.0,HIGH,Operator press release,Vietnam MOIT report 2005,
Nhà máy nhiệt điện Phú Mỹ 3,Domestic gas,Operating,2023-06,2007,Bà Rịa-Vũng Tàu,715.0,HIGH,Operator press release,Vietnam MOIT report 2007,
Nhà máy nhiệt điện Phú Mỹ 4,Domestic gas,Operating,2023-06,2009,Bà Rịa-Vũng Tàu,715.0,HIGH,Operator press release,Vietnam MOIT report 2009,
Nhà máy nhiệt điện Phú Mỹ 5,Domestic gas,Operating,2023-06,2011,Bà Rịa-Vũng Tàu,715.0,HIGH,PV Power annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Bà Rịa,Domestic gas,Operating,2023-06,2007,Bà Rịa-Vũng Tàu,700.0,HIGH,PV Power annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thăng Long,Domestic gas,Operating,2023-06,2011,Hà Nội,350.0,HIGH,Operator press release,Vietnam MOIT report 2011,
Nhà máy nhiệt điện Sông Hậu 1,Domestic gas,Operating,2023-06,2016-2017,Hậu Giang,1200.0,HIGH,HVJ annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Sông Hậu 2,Domestic gas,Construction,2023-06,2024 (expected),Hậu Giang,600.0,MEDIUM,HVJ investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Sông Hậu 3,Imported LNG,Announced,2023-06,TBD,Hậu Giang,1500.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by HVJ,Status uncertain; confidence LOW
Nhà máy nhiệt điện Ô Môn 1,Domestic gas,Operating,2023-06,2012-2013,Cần Thơ,700.0,HIGH,CVJ annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Ô Môn 2,Domestic gas,Operating,2023-06,2016,Cần Thơ,600.0,HIGH,CVJ annual report,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Ô Môn 3,Imported LNG,Permitted,2023-06,TBD,Cần Thơ,1500.0,MEDIUM,CVJ press release,Vietnam MOIT,Permitting stage; confidence MEDIUM
Nhà máy nhiệt điện Ô Môn 4,Imported LNG,Announced,2023-06,TBD,Cần Thơ,1500.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by CVJ,Status uncertain; confidence LOW
Nhà máy nhiệt điện Long Phú 1,Coal,Construction,2023-06,2024-2025 (expected),Sóc Trăng,1200.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Long Phú 2,Coal,Announced,2023-06,TBD,Sóc Trăng,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Long Phú 3,Coal,Announced,2023-06,TBD,Sóc Trăng,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Vân Phong 1,Imported LNG,Construction,2023-06,2024-2025 (expected),Khánh Hòa,1500.0,MEDIUM,PV Power investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Kiên Lương 1,Coal,Operating,2023-06,2000s,Kiên Giang,300.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Kiên Lương 2,Coal,Operating,2023-06,2010s,Kiên Giang,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Kiên Lương 3,Coal,Announced,2023-06,TBD,Kiên Giang,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện An Khánh,Coal,Retired,2020-12,1980s,Ninh Thuận,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Bạc Liêu,Domestic gas,Operating,2023-06,2013-2014,Bạc Liêu,700.0,HIGH,Operator press release,Vietnam MOIT report 2014,
Nhà máy nhiệt điện Cần Thơ,Domestic gas,Operating,2023-06,1990s,Cần Thơ,200.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Trà Nóc,Domestic gas,Retired,2020-12,1980s,Cần Thơ,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Thủ Đức,Domestic gas,Retired,2020-12,1980s,Hồ Chí Minh,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Bà Rịa (mở rộng),Domestic gas,Announced,2023-06,TBD,Bà Rịa-Vũng Tàu,450.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by PV Power,Status uncertain; confidence LOW
Nhà máy nhiệt điện Quảng Trạch 1,Coal,Permitted,2023-06,TBD,Quảng Bình,1200.0,MEDIUM,EVN investment plan,Vietnam MOIT,Permitting stage; confidence MEDIUM
Nhà máy nhiệt điện Quảng Trạch 2,Coal,Announced,2023-06,TBD,Quảng Bình,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operating,2023-06,2009-2010,Hà Tĩnh,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vũng Áng 2,Coal,Operating,2023-06,2012-2013,Hà Tĩnh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vũng Áng 3,Coal,Announced,2023-06,TBD,Hà Tĩnh,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Thái Bình 1,Coal,Operating,2023-06,2018-2019,Thái Bình,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thái Bình 2,Coal,Construction,2023-06,2024-2025 (expected),Thái Bình,1200.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Hạ Long,Coal,Retired,2020-12,1960s,Quảng Ninh,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Uông Bí (mở rộng),Coal,Operating,2023-06,2010,Quảng Ninh,300.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Na Dương 2,Coal,Construction,2023-06,2024-2025 (expected),Lạng Sơn,1200.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện An Khê,Coal,Retired,2020-12,1980s,Gia Lai,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Đa Nhim,Coal,Operating,2023-06,1960s,Lâm Đồng,320.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Đa Nhim (mở rộng),Coal,Operating,2023-06,1990s,Lâm Đồng,160.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Thác Mơ,Coal,Retired,2020-12,1980s,Bình Phước,150.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Cẩm Phả 1,Coal,Operating,2023-06,1960s-1970s,Quảng Ninh,400.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Cẩm Phả 2,Coal,Operating,2023-06,1980s,Quảng Ninh,440.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2022,
Nhà máy nhiệt điện Cẩm Phả 3,Coal,Announced,2023-06,TBD,Quảng Ninh,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Hải Phòng,Coal,Retired,2020-12,1960s,Hải Phòng,200.0,HIGH,EVN decommissioning notice,Vietnam Energy Outlook 2021,
Nhà máy nhiệt điện Hải Phòng (mở rộng),Coal,Operating,2023-06,2011-2012,Hải Phòng,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Nam Định 1,Coal,Construction,2023-06,2024-2025 (expected),Nam Định,1200.0,MEDIUM,EVN investment plan,Vietnam Energy Outlook 2023,COD delayed; confidence MEDIUM due to schedule uncertainty
Nhà máy nhiệt điện Nam Định 2,Coal,Announced,2023-06,TBD,Nam Định,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Ninh Thuận 1,Coal,Announced,2023-06,TBD,Ninh Thuận,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Ninh Thuận 2,Coal,Announced,2023-06,TBD,Ninh Thuận,1200.0,LOW,Vietnam Power Development Plan VIII,Not confirmed by EVN,Status uncertain; confidence LOW
Nhà máy nhiệt điện Sông Mây,Domestic gas,Operating,2023-06,2010,Quảng Nam,350.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
