name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2024,1983–1986,Hải Dương,440.0,MEDIUM,MOIT/EVN annual reports; PPC1 corporate disclosures,—,Units commissioned in stages 1983–1986. Soviet-designed. Gross/net unspecified.
Nhiệt điện Phả Lại 2,Coal,Operating,2024,2001–2002,Hải Dương,600.0,MEDIUM,PPC1 corporate disclosures,—,Japanese ODA-financed (JBIC). Toshiba/IHI equipment.
Nhiệt điện Uông Bí,Coal,Operating,2024,1964–2014,Quảng Ninh,550.0,MEDIUM,EVN/Gencomp 1 disclosures,—,Oldest units from 1960s (Soviet-built); 330 MW expansion (Unit 4) COD ~2014. Total capacity approximate; some older units may be retired or derated. Confidence on exact current operating capacity LOW.
Nhiệt điện Ninh Bình,Coal,Operating,2024,1974–2010,Ninh Bình,200.0,LOW,EVN disclosures,—,"Oldest units (4 × 25 MW) from 1970s, Soviet-built; 100 MW unit added ~2010. The 4 × 25 MW units are each below 30 MWe threshold individually but plant total exceeds it. Status of oldest units uncertain—may be partially retired."
Nhiệt điện Quảng Ninh 1,Coal,Operating,2024,2010–2011,Quảng Ninh,600.0,MEDIUM,Gencomp 2 / QTP corporate disclosures,—,
Nhiệt điện Quảng Ninh 2,Coal,Operating,2024,2014–2015,Quảng Ninh,600.0,MEDIUM,Gencomp 2 / QTP corporate disclosures,—,Phase 2 expansion of Quang Ninh power center.
Nhiệt điện Hải Phòng 1,Coal,Operating,2024,2009–2010,Hải Phòng,600.0,MEDIUM,Gencomp 2 corporate disclosures,—,
Nhiệt điện Hải Phòng 2,Coal,Operating,2024,2013–2014,Hải Phòng,600.0,MEDIUM,Gencomp 2 corporate disclosures,—,Phase 2 expansion.
Nhiệt điện Mông Dương 1,Coal,Operating,2024,2015,Quảng Ninh,1080.0,MEDIUM,EVN/Gencomp 1 disclosures,—,"Some sources list 2 × 540 = 1,080 MW net. Gross/net unspecified."
Nhiệt điện Mông Dương 2,Coal,Operating,2024,2015,Quảng Ninh,1200.0,HIGH,AES Corporation investor filings/press releases,MOIT Decision on Mong Duong 2 BOT,"BOT project. AES holds majority stake; sold to One Energy (2021 reports). Capacity sometimes listed as 1,240 MW gross."
Nhiệt điện Cẩm Phả 1,Coal,Operating,2024,2010,Quảng Ninh,220.0,MEDIUM,Vinacomin disclosures,—,Owned by Vietnam National Coal–Mineral Industries Holding Corp (Vinacomin/TKV).
Nhiệt điện Cẩm Phả 2,Coal,Operating,2024,2012–2013,Quảng Ninh,440.0,MEDIUM,Vinacomin disclosures,—,Phase 2 expansion.
Nhiệt điện Cao Ngạn,Coal,Operating,2024,2007,Thái Nguyên,115.0,MEDIUM,EVN/Gencomp 1 disclosures,—,
Nhiệt điện Sơn Động,Coal,Operating,2024,2014,Bắc Giang,220.0,LOW,Vinacomin disclosures,—,Some sources list 2 × 110 MW. Exact configuration uncertain.
Nhiệt điện Na Dương 1,Coal,Operating,2024,2004,Lạng Sơn,110.0,MEDIUM,Vinacomin disclosures,—,Burns local lignite.
Nhiệt điện Na Dương 2,Coal,Operating,2024,2021,Lạng Sơn,110.0,LOW,MOIT planning documents,—,COD reported ~2021. Exact status confirmation limited.
Nhiệt điện An Khánh,Coal,Operating,2024,2015,Thái Nguyên,100.0,LOW,Vinacomin disclosures,—,Burns local coal. Exact unit sizes may differ.
Nhiệt điện Nông Sơn,Coal,Operating,2024,2014,Quảng Nam,30.0,LOW,Vinacomin disclosures,—,At threshold. Burns local coal. Limited source confirmation.
Nhiệt điện Vũng Áng 1,Coal,Operating,2024,2014–2015,Hà Tĩnh,1200.0,HIGH,PV Power annual reports/corporate disclosures,MOIT/EVN system data,
