name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy điện Phú Mỹ 1,Coal,Operating,2024-01-01,1994,Bà Rịa – Vũng Tàu,600.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",First commercial coal plant in Vietnam.
Nhà máy điện Phú Mỹ 2,Coal,Operating,2024-01-01,1997,Bà Rịa – Vũng Tàu,600.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Phú Mỹ 3,Imported LNG,Operating,2024-01-01,2002,Bà Rịa – Vũng Tàu,780.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Phú Mỹ 4,Coal,Operating,2024-01-01,2009,Bà Rịa – Vũng Tàu,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Đà Nẵng 1,Coal,Operating,2024-01-01,2001,Đà Nẵng,600.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Đà Nẵng 2,Coal,Operating,2024-01-01,2003,Đà Nẵng,600.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Vĩnh Tân 1,Coal,Operating,2024-01-01,2010,Bình Thuận,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Vĩnh Tân 2,Coal,Operating,2024-01-01,2011,Bình Thuận,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Vĩnh Tân 3,Coal,Operating,2024-01-01,2012,Bình Thuận,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Vĩnh Tân 4,Coal,Operating,2024-01-01,2013,Bình Thuận,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Cà Mau 1,Coal,Operating,2024-01-01,2010,Cà Mau,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Cà Mau 2,Coal,Operating,2024-01-01,2011,Cà Mau,1200.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Cà Mau 1 (LNG),Imported LNG,Operating,2024-01-01,2009,Cà Mau,780.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
Nhà máy điện Cà Mau 2 (LNG),Imported LNG,Operating,2024-01-01,2010,Cà Mau,780.0,HIGH,"MOIT, PDP8 (2021)","IRENA, Renewable Capacity Statistics (2023)",
