name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2024,1983–1986,Hải Dương,440.0,MEDIUM,MOIT / EVN annual reports,"PDP VII revised (Decision 428/QĐ-TTg, 2016)",Soviet-built; units commissioned sequentially 1983–1986. Capacity sometimes reported as 400 MW (net) vs 440 MW (gross). Gross/net unspecified in most sources.
Nhiệt điện Phả Lại 2,Coal,Operating,2024,2001–2002,Hải Dương,600.0,MEDIUM,MOIT / EVN annual reports,"PDP VII revised (Decision 428/QĐ-TTg, 2016)","JBIC-financed; Sumitomo EPC. Unit 1 COD 2001, Unit 2 COD 2002."
Nhiệt điện Uông Bí (mở rộng 1),Coal,Operating,2024,1964–1975 (original); expansion various,Quảng Ninh,220.0,LOW,EVN annual reports,PDP VII revised,Original Soviet-built plant from 1960s; multiple expansions. Exact current operating configuration uncertain; some older units may be retired. Total capacity variously reported 100–220 MW.
Nhiệt điện Uông Bí mở rộng 2,Coal,Operating,2024,2014,Quảng Ninh,330.0,MEDIUM,EVN annual report 2014,PDP VII revised,CFB (circulating fluidized bed) boiler; sometimes classified separately from original Uong Bi plant.
Nhiệt điện Ninh Bình,Coal,Operating,2024,1974 (original),Ninh Bình,100.0,LOW,EVN data,PDP VII revised,Soviet-era plant; individual unit capacity ~25 MW each. Total sometimes reported as 100 MW. Some units may have been retired or derated. Included despite units being at or near 30 MW threshold. Confidence LOW due to age and uncertain current status of individual units.
Nhiệt điện Quảng Ninh 1,Coal,Operating,2024,2010–2011,Quảng Ninh,600.0,HIGH,PDP VII revised (Decision 428/QĐ-TTg),EVN annual report; MOIT data,"Unit 1 COD 2010, Unit 2 COD 2011."
Nhiệt điện Quảng Ninh 2,Coal,Operating,2024,2012–2014,Quảng Ninh,600.0,MEDIUM,PDP VII revised,EVN annual report,"Unit 1 COD ~2012, Unit 2 COD ~2014. Some sources group Quang Ninh 1 & 2 as a single 1,200 MW complex."
Nhiệt điện Hải Phòng 1,Coal,Operating,2024,2009–2010,Hải Phòng,600.0,HIGH,PDP VII revised,EVN annual report,
Nhiệt điện Hải Phòng 2,Coal,Operating,2024,2013–2014,Hải Phòng,600.0,MEDIUM,PDP VII revised,EVN annual report,
Nhiệt điện Mông Dương 1,Coal,Operating,2024,2015,Quảng Ninh,1080.0,HIGH,PDP VII revised,MOIT commissioning announcements,"Total sometimes reported as 1,080 MW (2 × 540) or 1,000 MW depending on gross/net."
Nhiệt điện Mông Dương 2,Coal,Operating,2024,2015,Quảng Ninh,1200.0,HIGH,AES Corp investor filings,PDP VII revised; MOIT BOT project list,BOT project. AES holds majority stake. 25-year PPA with EVN.
Nhiệt điện Cẩm Phả 1,Coal,Operating,2024,2010,Quảng Ninh,220.0,MEDIUM,PDP VII revised,Vinacomin annual report,
Nhiệt điện Cẩm Phả 2,Coal,Operating,2024,2012,Quảng Ninh,220.0,MEDIUM,PDP VII revised,Vinacomin annual report,CFB technology.
Nhiệt điện Cao Ngạn,Coal,Operating,2024,2007,Thái Nguyên,115.0,MEDIUM,PDP VII revised,EVN annual report,CFB boiler.
Nhiệt điện Sơn Động,Coal,Operating,2024,2014,Bắc Giang,220.0,MEDIUM,PDP VII revised,Vinacomin data,CFB technology.
Nhiệt điện Na Dương 1,Coal,Operating,2024,2004,Lạng Sơn,110.0,MEDIUM,PDP VII revised,Vinacomin annual report,Uses local lignite.
Nhiệt điện Na Dương 2,Coal,Operating,2024,2021,Lạng Sơn,110.0,MEDIUM,MOIT Decision on Na Duong 2,PDP VII revised,CFB; uses local lignite.
Nhiệt điện An Khánh,Coal,Operating,2024,2015,Thái Nguyên,100.0,MEDIUM,PDP VII revised,Vinacomin data,CFB. Uses domestic coal.
Nhiệt điện Nông Sơn,Coal,Operating,2024,2014,Quảng Nam,30.0,LOW,PDP VII revised,—,At threshold (30 MW). Limited independent confirmation.
Nhiệt điện Formosa Hà Tĩnh,Coal,Operating,2024,2017,Hà Tĩnh,650.0,MEDIUM,Formosa Plastics Group annual report,MOIT industrial zone data,Captive power for Formosa steel complex. Total capacity variously reported 500–650 MW. Exact unit configuration uncertain. Not dispatched to national grid (self-generation).
Nhiệt điện Nghi Sơn 1,Coal,Operating,2024,2013–2014,Thanh Hóa,600.0,HIGH,PDP VII revised,EVN annual report,
Nhiệt điện Nghi Sơn 2,Coal,Operating,2024,2022,Thanh Hóa,1200.0,HIGH,Marubeni press release (2022),MOIT BOT project announcements,"BOT project. 25-year PPA. Supercritical technology. Unit 1 COD mid-2022, Unit 2 late 2022."
Nhiệt điện Vũng Áng 1,Coal,Operating,2024,2014–2015,Hà Tĩnh,1200.0,HIGH,PDP VII revised,PV Power annual report,"Unit 1 COD 2014, Unit 2 COD 2015."
Nhiệt điện Vũng Áng 2,Coal,Construction,2024,Expected ~2026–2027,Hà Tĩnh,1200.0,MEDIUM,Mitsubishi Corp press releases,MOIT BOT project list; PDP VIII,BOT project. Long-delayed; originally in PDP VII. Financial close achieved ~2022. Supercritical technology. CLP sold stake to One Energy Asia (Vivo Energy).
Nhiệt điện Vĩnh Tân 1,Coal,Operating,2024,2018–2019,Bình Thuận,1200.0,HIGH,MOIT BOT project announcements,PDP VII revised,"BOT project. Chinese-financed. Unit 1 COD 2018, Unit 2 COD 2019."
