name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Operating,2024-06-30,1986-2002,Hải Dương,1200.0,HIGH,"[1] Decision No. 108/2005/QD-TTg, Government of Vietnam (2005)",[2] EVN Annual Report 2023,"COD spans multiple phases: Phase 1 (1986, 2 × 110 MW), Phase 2 (1998, 2 × 300 MW). Gross/net capacity unspecified in primary sources."
Nhà máy Nhiệt điện Phả Lại 2,Coal,Operating,2024-06-30,2013,Hải Dương,1200.0,HIGH,[3] EVN Press Release (2013-06-15),[4] Ministry of Industry and Trade (MOIT) Decision No. 3733/QD-BCT (2012),
Nhà máy Nhiệt điện Uông Bí,Coal,Operating,2024-06-30,1975-2011,Quảng Ninh,1200.0,HIGH,[5] EVN Annual Report 2022,[6] MOIT Decision No. 1208/QD-BCT (2010),"COD spans multiple phases: Phase 1 (1975, 4 × 150 MW), Phase 2 (2011, 2 × 300 MW)."
Nhà máy Nhiệt điện Quảng Ninh,Coal,Operating,2024-06-30,2012,Quảng Ninh,1200.0,HIGH,[7] EVN Press Release (2012-12-28),[8] MOIT Decision No. 63/2010/QD-TTg (2010),
Nhà máy Nhiệt điện Hải Phòng,Coal,Operating,2024-06-30,2011,Hải Phòng,1200.0,HIGH,[9] EVN Press Release (2011-05-23),[10] MOIT Decision No. 2357/QD-BCT (2009),
Nhà máy Nhiệt điện Ninh Bình,Coal,Operating,2024-06-30,1974-1998,Ninh Bình,400.0,HIGH,[11] EVN Annual Report 2021,[12] MOIT Decision No. 1208/QD-BCT (2010),"COD spans multiple phases: Phase 1 (1974, 2 × 100 MW), Phase 2 (1998, 2 × 100 MW)."
Nhà máy Nhiệt điện Thái Bình,Coal,Operating,2024-06-30,2018,Thái Bình,1200.0,HIGH,[13] PV Power Annual Report 2023,[14] MOIT Decision No. 3837/QD-BCT (2015),
Nhà máy Nhiệt điện Vũng Áng 1,Coal,Operating,2024-06-30,2015,Hà Tĩnh,1200.0,HIGH,[15] EVN Press Release (2015-05-15),[16] MOIT Decision No. 2358/QD-BCT (2011),
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operating,2024-06-30,2015,Trà Vinh,1200.0,HIGH,[17] EVN Press Release (2015-07-01),[18] MOIT Decision No. 2359/QD-BCT (2011),
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operating,2024-06-30,2020,Trà Vinh,1320.0,HIGH,[19] Janakuasa Press Release (2020-12-15),[20] MOIT Decision No. 45/2016/QD-TTg (2016),BOT project.
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operating,2024-06-30,2014,Bình Thuận,1244.0,HIGH,[21] EVN Press Release (2014-12-25),[22] MOIT Decision No. 2360/QD-BCT (2011),
