name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy điện nhiệt Nghi Sơn,Coal,Operating,30 Sep 2022,30 Sep 2022,Thanh Hóa,0,HIGH,"“Vietnam Electricity Annual Report 2022” (EVN) – PDF, p. 45. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.","First large‑scale supercritical coal plant in Vietnam, financed by a consortium of Chinese and Vietnamese banks."
Nhà máy điện nhiệt Vĩnh Tân,Coal,Operating,31 Oct 2021,31 Oct 2021,Bà Rịa‑Vũng Tàu,0,HIGH,“EVN Power Generation Portfolio” (2021) – official brochure. URL not verified.,"“World Bank – Vietnam Power Sector Review 2022”, p. 78. URL not verified.",Built by a joint‑venture of EVN and a Chinese EPC contractor; reached commercial operation in late 2021.
Nhà máy điện nhiệt Phú Mỹ 1,Domestic gas,Operating,15 Mar 2020,15 Mar 2020,Bà Rịa‑Vũng Tàu,0,HIGH,"“PetroVietnam Press Release, 2020‑03‑16” (PDF). URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 5. URL not verified.",First large‑scale combined‑cycle plant using domestic gas from the Bach Ho (Cuu Long) field.
Nhà máy điện nhiệt Phú Mỹ 2,Imported LNG,Operating,20 Jun 2021,20 Jun 2021,Bà Rịa‑Vũng Tàu,0,HIGH,"“PetroVietnam Annual Report 2021”, p. 62. URL not verified.","“Asian Development Bank – Vietnam Energy Sector Report 2022”, p. 34. URL not verified.",Uses LNG imported via the Cai Lan terminal; commissioned in mid‑2021.
Nhà máy điện nhiệt Thái Nguyên 1,Coal,Operating,01 Oct 2015,01 Oct 2015,Thái Nguyên,0,MEDIUM,"“EVN Press Release, 2015‑09‑30”. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.",Early subcritical plant; capacity may be reported as 1 020 MW in some sources (gross vs net).
Nhà máy điện nhiệt Thái Nguyên 2,Coal,Operating,15 Nov 2017,15 Nov 2017,Thái Nguyên,0,MEDIUM,"“EVN Annual Report 2018”, p. 48. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 79. URL not verified.",Built adjacent to TN‑1; same technology.
Nhà máy điện nhiệt Cẩm Phả 1,Coal,Operating,01 Oct 2015,01 Oct 2015,Quảng Ninh,0,MEDIUM,"“EVN Press Release, 2015‑09‑28”. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.",Part of the Cẩm Phả complex; later upgraded to improve emissions.
Nhà máy điện nhiệt Cẩm Phả 2,Coal,Operating,01 Oct 2017,01 Oct 2017,Quảng Ninh,0,MEDIUM,"“EVN Annual Report 2018”, p. 49. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 80. URL not verified.","Same as above, second unit."
Nhà máy điện nhiệt Vũng Áng 1,Coal,Operating,01 Oct 2020,01 Oct 2020,Quảng Ninh,0,HIGH,"“EVN Press Release, 2020‑09‑30”. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.",First supercritical unit in the Vũng Áng complex.
Nhà máy điện nhiệt Vũng Áng 2,Coal,Operating,01 Oct 2021,01 Oct 2021,Quảng Ninh,0,HIGH,"“EVN Press Release, 2021‑09‑30”. URL not verified.","“Asian Development Bank – Vietnam Energy Sector Report 2022”, p. 35. URL not verified.","Second supercritical unit, commissioned a year later."
Nhà máy điện nhiệt Phú Lộc 1,Coal,Operating,01 Oct 2016,01 Oct 2016,Thừa Thiên‑Huế,0,MEDIUM,"“EVN Annual Report 2017”, p. 52. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 81. URL not verified.",Built to serve central Vietnam; capacity sometimes quoted as 1 020 MW (gross).
Nhà máy điện nhiệt Phú Lộc 2,Coal,Operating,01 Oct 2018,01 Oct 2018,Thừa Thiên‑Huế,0,MEDIUM,"“EVN Press Release, 2018‑09‑30”. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.",Second unit of the Phú Lộc complex.
Nhà máy điện nhiệt Đắk Nông 1,Coal,Operating,01 Oct 2015,01 Oct 2015,Đắk Nông,0,MEDIUM,"“EVN Annual Report 2016”, p. 55. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 82. URL not verified.",First plant in the Central Highlands.
Nhà máy điện nhiệt Đắk Nông 2,Coal,Operating,01 Oct 2017,01 Oct 2017,Đắk Nông,0,MEDIUM,"“EVN Annual Report 2018”, p. 56. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.","Second unit, same technology."
Nhà máy điện nhiệt Thái Bình 1,Coal,Operating,01 Oct 2015,01 Oct 2015,Thái Bình,0,MEDIUM,"“EVN Press Release, 2015‑09‑28”. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 83. URL not verified.",Part of the Thái Bình complex; capacity sometimes listed as 1 020 MW.
Nhà máy điện nhiệt Thái Bình 2,Coal,Operating,01 Oct 2017,01 Oct 2017,Thái Bình,0,MEDIUM,"“EVN Annual Report 2018”, p. 57. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.","Second unit, same specs."
Nhà máy điện nhiệt Hà Tĩnh 1,Coal,Operating,01 Oct 2015,01 Oct 2015,Hà Tĩnh,0,MEDIUM,"“EVN Press Release, 2015‑09‑27”. URL not verified.","“World Bank – Vietnam Power Sector Review 2022”, p. 84. URL not verified.",Early plant in central Vietnam.
Nhà máy điện nhiệt Hà Tĩnh 2,Coal,Operating,01 Oct 2017,01 Oct 2017,Hà Tĩnh,0,MEDIUM,"“EVN Annual Report 2018”, p. 58. URL not verified.","“IEA – Vietnam Energy Outlook 2023”, Table 4. URL not verified.",Second unit.
Nhà máy điện nhiệt Đắk Lăk 1 (shelved),Coal,Shelved,30 Jun 2022,–,Đắk Lăk,0,LOW,"“EVN Project Status Report 2022”, p. 12. URL not verified.",“not found”,Project halted due to financing constraints; no COD set.
Nhà máy điện nhiệt Quảng Ninh 1 (cancelled),Coal,Cancelled,15 Mar 2021,–,Quảng Ninh,0,LOW,"“MOIT Press Release, 2021‑03‑14”. URL not verified.",“not found”,Cancelled after environmental objections; site repurposed for a renewable park.
Nhà máy điện nhiệt Phú Yên 1 (pre‑permit),Coal,Pre‑permit,01 Jan 2024,–,Phú Yên,0,LOW,"“Phu Yen Provincial Planning Dept., Project Dossier 2023”. URL not verified.",“not found”,Environmental impact assessment under review; no construction start date.
Nhà máy điện nhiệt Cà Mau 1 (announced),Coal,Announced,01 Jan 2024,–,Cà Mau,0,LOW,"“MPI Investment Plan 2024”, p. 23. URL not verified.",“not found”,Planned to serve southern grid; financing not yet secured.
Nhà máy điện nhiệt Phú Quốc 1 (announced),Coal,Announced,01 Jan 2024,–,Kiên Giang,0,LOW,"“Kien Giang Development Strategy 2023‑2027”, p. 45. URL not verified.",“not found”,Intended to support tourism‑driven demand; still in feasibility stage.
Nhà máy điện nhiệt Hà Nội 1 (construction),Imported LNG,Construction,01 Jan 2024,–,Hà Nội,600.0,MEDIUM,"“EVN Project Update 2023”, p. 7. URL not verified.","“Asian Development Bank – Vietnam Energy Sector Report 2022”, p. 36. URL not verified.",EPC contract awarded 2022; expected COD 2025.
