name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Uông Bí,Coal,Retired,2023-01,1960s-1970s,Quảng Ninh,200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,Retired in stages; Units 1-2 retired earlier.
Nhà máy nhiệt điện Uông Bí mở rộng,Coal,Operating,2023-01,"2010, 2011",Quảng Ninh,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2022-12,"1974, 1978",Ninh Bình,200.0,HIGH,EVN historical data,Vietnam Energy Yearbook 2021,
Nhà máy nhiệt điện Phả Lại 1,Coal,Operating,2023-01,1980s-1990s,Hải Dương,440.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023-01,"2001, 2002",Hải Dương,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Hải Phòng,Coal,Operating,2023-01,"2011, 2012",Hải Phòng,600.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023-01,2015,Quảng Ninh,1080.0,HIGH,AES press release 2015,EVN annual report 2022,
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023-01,2015,Quảng Ninh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Quảng Ninh,Coal,Operating,2023-01,"2018, 2019",Quảng Ninh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 1,Coal,Operating,2023-01,"2012, 2013",Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 2,Coal,Operating,2023-01,2014,Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Vinh Tân 4,Coal,Operating,2023-01,"2016, 2017",Bình Thuận,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Duyên Hải 1,Coal,Operating,2023-01,2015,Trà Vinh,1240.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Duyên Hải 3,Coal,Operating,2023-01,"2018, 2019",Trà Vinh,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Duyên Hải 3 mở rộng,Coal,Construction,2023-01,2024 (planned),Trà Vinh,600.0,MEDIUM,EVN investment plan 2021-2025,Vietnam Energy Outlook 2023,
Nhà máy nhiệt điện Thái Bình 1,Coal,Operating,2023-01,"2019, 2020",Thái Bình,1200.0,HIGH,EVN annual report 2022,Vietnam Energy Outlook 2023,
