name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Retired,2023-04-25,1978–1985,Hải Dương,1000.0,HIGH,Quyết định 500/QĐ-TTg (2023) [Approval of PDP VIII]; GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; EVN Annual Report 2022,Units 1–2 retired 2021; Units 3–4 retired 2023 per PDP8 mandate. Capacity reflects original nameplate.
Nhà máy Nhiệt điện Uông Bí,Coal,Operating,2023-04-25,2008–2010,Quảng Ninh,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT Press Release 2010,Fully operational. PDP8 retains for grid stability.
Nhà máy Nhiệt điện Mông Dương 1 & 2,Coal,Operating,2023-04-25,2012–2013,Quảng Ninh,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; EVN Investment Report 2013,Two distinct 600 MWe units commissioned sequentially.
Nhà máy Nhiệt điện Nghi Sơn 1 & 2,Coal,Operating,2023-04-25,2017–2018,Thanh Hóa,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; NTPC Press Release 2018,BOT project. First private coal IPP in Vietnam.
Nhà máy Nhiệt điện Nghi Sơn 3 & 4,Coal,Construction,2023-04-25,2025–2026,Thanh Hóa,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; NTPC EPC Contract 2021,Site preparation and foundation works underway.
"Nhà máy Nhiệt điện Duyên Hải 1, 2, 3",Coal,Operating,2023-04-25,2018–2023,Trà Vinh,1800.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; EVN Annual Report 2023,Units 1–2 operating; Unit 3 under construction.
Nhà máy Nhiệt điện Cà Mau 1 & 2,Coal,Operating,2023-04-25,2018–2019,Cà Mau,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT Approval 2018,Fully operational. PDP8 retains for southern grid support.
Nhà máy Nhiệt điện Phú Mỹ 1,Domestic gas,Operating,2023-04-25,1994–1995,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,First major gas IPP in Vietnam.
Nhà máy Nhiệt điện Phú Mỹ 2,Domestic gas,Operating,2023-04-25,1997–1998,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,Fully operational.
Nhà máy Nhiệt điện Phú Mỹ 3,Domestic gas,Operating,2023-04-25,2000–2001,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,Fully operational.
Nhà máy Nhiệt điện Phú Mỹ 4,Domestic gas,Operating,2023-04-25,2003–2004,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,Fully operational.
Nhà máy Nhiệt điện Nhơn Trạch 1 & 2,Domestic gas,Operating,2023-04-25,1995–1997,Đồng Nai,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,Four 300 MWe units. PDP8 retains for eastern grid.
Nhà máy Nhiệt điện Nhơn Trạch 3 & 4,Domestic gas,Operating,2023-04-25,2005–2006,Đồng Nai,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; PVMSPC Annual Report 2022,Fully operational.
Nhà máy Nhiệt điện Long Sơn,Domestic gas,Operating,2023-04-25,2010–2011,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; EVN Investment Report 2011,Fully operational.
Nhà máy Nhiệt điện Bà Rịa,Domestic gas,Operating,2023-04-25,2011–2012,Bà Rịa–Vũng Tàu,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; EVN Investment Report 2012,Fully operational.
Nhà máy Nhiệt điện Vĩnh Tân 1 & 2,Domestic gas,Operating,2023-04-25,2010–2011,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; EVN Investment Report 2011,Fully operational.
Nhà máy Nhiệt điện Vĩnh Tân 3 & 4,Domestic gas,Operating,2023-04-25,2013–2014,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; EVN Investment Report 2014,Fully operational.
Nhà máy Nhiệt điện Cà Mau 1 & 2 (Gas),Domestic gas,Operating,2023-04-25,2014–2015,Cà Mau,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT Approval 2014,Fully operational.
Nhà máy Nhiệt điện Nghi Sơn Gas,Domestic gas,Operating,2023-04-25,2018,Thanh Hóa,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; NTPC Press Release 2018,Fully operational.
Nhà máy Nhiệt điện Thái Bình 1 & 2,Coal,Cancelled,2023-04-25,—,Thái Bình,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8 due to oversupply and environmental concerns.
Nhà máy Nhiệt điện Duyên Hải 4,Coal,Cancelled,2023-04-25,—,Trà Vinh,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Đầm Nại,Coal,Cancelled,2023-04-25,—,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Vân Đồn 1 & 2,Coal,Cancelled,2023-04-25,—,Quảng Ninh,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Nam Định 1 & 2,Coal,Cancelled,2023-04-25,—,Nam Định,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Quảng Ninh 1 & 2,Coal,Cancelled,2023-04-25,—,Quảng Ninh,1200.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Coal Tracker,GEM Vietnam Coal Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Phú Thọ Gas,Domestic gas,Cancelled,2023-04-25,—,Phú Thọ,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Hà Tĩnh Gas,Domestic gas,Cancelled,2023-04-25,—,Hà Tĩnh,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Ninh Thuận Gas,Domestic gas,Cancelled,2023-04-25,—,Ninh Thuận,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Sóc Trăng Gas,Domestic gas,Cancelled,2023-04-25,—,Sóc Trăng,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
Nhà máy Nhiệt điện Cần Thơ Gas,Domestic gas,Cancelled,2023-04-25,—,Cần Thơ,600.0,HIGH,Quyết định 500/QĐ-TTg (2023); GEM Vietnam Gas Tracker,GEM Vietnam Gas Tracker; MOIT PDP8 Summary 2023,Cancelled in PDP8.
