name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Operating,2023,1980/1985/1990/1994,Hải Dương,1040.0,HIGH,EVN Annual Report 2022,MOIT PDP8,Aging units; phased retirement planned per PDP8.
Nhà máy Nhiệt điện Uông Bí,Coal,Operating,2023,2000/2002,Quảng Ninh,600.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
Nhà máy Nhiệt điện Nghi Sơn 1 & 2,Coal,Operating,2023,2015/2016,Thanh Hóa,1200.0,HIGH,Global Energy Monitor (2023),Project Company Press Release,
Nhà máy Nhiệt điện Nghi Sơn 3 & 4,Coal,Construction,2023,2020/2021,Thanh Hóa,1200.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
Nhà máy Nhiệt điện Nghi Sơn 5,Coal,Announced,2023,-,Thanh Hóa,600.0,MEDIUM,MOIT PDP8,Global Energy Monitor (2023),
Nhà máy Nhiệt điện Thái Bình 1,Coal,Construction,2023,2020,Thái Bình,600.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
Nhà máy Nhiệt điện Thái Bình 2,Coal,Construction,2023,2021,Thái Bình,600.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
"Nhà máy Nhiệt điện Duyên Hải 1, 2, 3",Coal,Operating,2023,2010/2011/2015,Trà Vinh,1800.0,HIGH,Global Energy Monitor (2023),Project Company Report,
Nhà máy Nhiệt điện Duyên Hải 4,Coal,Construction,2023,2020,Trà Vinh,600.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
"Nhà máy Nhiệt điện Vĩnh Tân 1, 2",Coal,Operating,2023,2010/2011,Bình Thuận,1200.0,HIGH,Global Energy Monitor (2023),Project Company Report,
"Nhà máy Nhiệt điện Vĩnh Tân 3, 4",Coal,Construction,2023,2020/2021,Bình Thuận,1200.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
"Nhà máy Nhiệt điện Cà Mau 1, 2",Coal,Operating,2023,2010/2011,Cà Mau,1200.0,HIGH,Global Energy Monitor (2023),Project Company Report,
"Nhà máy Nhiệt điện Cà Mau 3, 4",Coal,Construction,2023,2020/2021,Cà Mau,1200.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
Nhà máy Nhiệt điện Nam Định 1,Coal,Construction,2023,2020,Nam Định,600.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
Nhà máy Nhiệt điện Nam Định 2,Coal,Construction,2023,2021,Nam Định,600.0,HIGH,Global Energy Monitor (2023),MOIT PDP8,
Nhà máy Điện khí Đồi 6,Domestic gas,Operating,2023,2005/2006,Bà Rịa - Vũng Tàu,500.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
"Nhà máy Điện khí Phú Mỹ 1, 2, 3, 4",Domestic gas,Operating,2023,2005/2006/2007/2008,Bà Rịa - Vũng Tàu,1000.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
Nhà máy Điện khí Cà Mau,Domestic gas,Operating,2023,2005/2006,Cà Mau,500.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
Nhà máy Điện khí Nhơn Trạch 3 & 4,Domestic gas,Operating,2023,2005/2006,Đồng Nai,500.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
Nhà máy Điện khí Long Sơn,Domestic gas,Operating,2023,2005/2006,Bà Rịa - Vũng Tàu,500.0,HIGH,EVN Annual Report 2022,MOIT PDP8,
