name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lai,Coal,Operating,2023,1983–1986 (Phả Lai 1); 2001–2002 (Phả Lai 2),Hải Dương,1040.0,HIGH,EVN Annual Report 2022,IEA Electricity Information 2023,Combined Phả Lai 1 & 2; two separate commissioning phases.
Nhiệt điện Mông Dương 1,Coal,Operating,2023,2015 (Unit 1); 2016 (Unit 2),Quảng Ninh,1000.0,MEDIUM,Global Energy Monitor Global Coal Plant Tracker 2023,Vietnam Ministry of Industry and Trade PDP8 (2023),Unit sizes and COD from GEM; PDP8 confirms status.
Nhiệt điện Mông Dương 2,Coal,Operating,2023,2015 (Unit 1); 2016 (Unit 2),Quảng Ninh,1000.0,MEDIUM,Global Energy Monitor Global Coal Plant Tracker 2023,AES annual report 2022,BOT project; AES is developer and operator.
Nhiệt điện Duyên Hải 1,Coal,Operating,2023,2015–2017,Trà Vinh,1200.0,HIGH,EVN Annual Report 2022,PDP8 2023,Part of Duyen Hai power center.
Nhiệt điện Duyên Hải 2,Coal,Operating,2023,2018–2019,Trà Vinh,1200.0,MEDIUM,Global Energy Monitor Global Coal Plant Tracker 2023,Janakuasa press release 2020,BOT; Janakuasa is Malaysian sponsor.
Nhiệt điện Duyên Hải 3,Coal,Operating,2023,2018–2020,Trà Vinh,1320.0,HIGH,EVN Annual Report 2022,PDP8 2023,Extension of Duyen Hai center.
Nhiệt điện Vĩnh Tân 1,Coal,Operating,2023,2014–2015,Bình Thuận,1200.0,HIGH,EVN Annual Report 2022,IEA Electricity Information 2023,
Nhiệt điện Vĩnh Tân 2,Coal,Operating,2023,2015–2016,Bình Thuận,1200.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhiệt điện Vĩnh Tân 4,Coal,Cancelled,2023,–,Bình Thuận,1200.0,MEDIUM,Vietnam PDP8 (2023),Global Energy Monitor 2023,Replaced by renewables per PDP8; cancelled before construction.
Nhiệt điện Vĩnh Tân 3,Coal,Construction,2023,2025 (est.),Bình Thuận,1320.0,LOW,Vietnam PDP8 (2023),Not found,Status from PDP8; developer ambiguous; construction progress uncertain.
Nhiệt điện Vũng Áng 1,Coal,Operating,2023,2015–2016,Hà Tĩnh,1200.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhiệt điện Vũng Áng 2,Coal,Construction,2023,2025 (est.),Hà Tĩnh,1320.0,MEDIUM,Global Energy Monitor 2023,Formosa press release 2022,BOT by Formosa; construction started 2021.
Nhiệt điện Nghi Sơn 1,Coal,Operating,2023,2014–2015,Thanh Hóa,1200.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhiệt điện Nghi Sơn 2,Coal,Operating,2023,2018–2019,Thanh Hóa,1320.0,MEDIUM,Global Energy Monitor 2023,Marubeni annual report 2020,BOT project.
Nhiệt điện Hải Dương,Coal,Operating,2023,2021–2022,Hải Dương,1200.0,MEDIUM,Jaks Resources press release 2022,Global Energy Monitor 2023,Malaysia-sponsored BOT.
Nhiệt điện Long Phú 1,Coal,Permitted,2023,2025 (est.),Sóc Trăng,1200.0,LOW,Vietnam PDP8 (2023),Not found,PDP8 lists as permitted; developer uncertain; no construction start.
Nhiệt điện Long Phú 2,Coal,Pre-permit,2023,2026 (est.),Sóc Trăng,1320.0,LOW,Vietnam PDP8 (2023),Not found,Pre-permit status from PDP8; no firm developer.
Nhiệt điện Long Phú 3,Coal,Announced,2023,2027 (est.),Sóc Trăng,1320.0,LOW,Vietnam PDP8 (2023),Not found,Announced in PDP8; not yet in permitting.
Nhiệt điện Quảng Trạch 1,Coal,Construction,2023,2024 (est.),Quảng Bình,1200.0,MEDIUM,Global Energy Monitor 2023,Vietnam Energy Magazine 2022,EVN developer; construction started 2020.
Nhiệt điện Quảng Trạch 2,Coal,Pre-permit,2023,2026 (est.),Quảng Bình,1320.0,LOW,Vietnam PDP8 (2023),Not found,Pre-permit status; may become IPP.
Nhiệt điện Sông Hậu 1,Coal,Construction,2023,2024 (est.),Hậu Giang,1200.0,MEDIUM,Global Energy Monitor 2023,EVN annual report 2022,Construction progressing; COD delayed.
Nhà máy nhiệt điện Ô Môn I,Domestic gas,Operating,2023,2009–2010,Cần Thơ,600.0,HIGH,EVN Annual Report 2022,IEA Electricity Information 2023,Part of O Mon power complex.
Nhà máy nhiệt điện Ô Môn II,Domestic gas,Operating,2023,2013–2014,Cần Thơ,600.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Ô Môn III,Domestic gas,Operating,2023,2020,Cần Thơ,650.0,MEDIUM,Global Energy Monitor Gas Tracker 2023,Vietnam Ministry of Industry and Trade,Single shaft; 650 MW combined cycle.
Nhà máy nhiệt điện Ô Môn IV,Domestic gas,Construction,2023,2025 (est.),Cần Thơ,650.0,MEDIUM,PDP8 (2023),Global Energy Monitor Gas Tracker 2023,Construction started 2022; uses gas from Ca Mau.
Nhà máy nhiệt điện Cà Mau 1,Domestic gas,Operating,2023,2008–2010,Cà Mau,450.0,HIGH,EVN Annual Report 2022,IEA Electricity Information 2023,Located at Ca Mau Gas-Power-Fertilizer complex.
Nhà máy nhiệt điện Cà Mau 2,Domestic gas,Operating,2023,2010–2012,Cà Mau,450.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Nhơn Trạch 1,Domestic gas,Operating,2023,2011,Đồng Nai,600.0,HIGH,PVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Nhơn Trạch 2,Domestic gas,Operating,2023,2013,Đồng Nai,600.0,HIGH,PVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Nhơn Trạch 3,Imported LNG,Construction,2023,2025 (est.),Đồng Nai,1000.0,MEDIUM,Global Energy Monitor Gas Tracker 2023,PVN press release 2022,First large-scale LNG project in Vietnam; under construction.
Nhà máy nhiệt điện Nhơn Trạch 4,Imported LNG,Pre-permit,2023,2026 (est.),Đồng Nai,1000.0,MEDIUM,PDP8 (2023),Global Energy Monitor Gas Tracker 2023,Pre-permit; second LNG phase.
Nhà máy nhiệt điện Phú Mỹ 1,Domestic gas,Operating,2023,1998–2000,Bà Rịa – Vũng Tàu,600.0,HIGH,EVN Annual Report 2022,IEA Electricity Information 2023,Part of Phu My power complex.
Nhà máy nhiệt điện Phú Mỹ 2.1,Domestic gas,Operating,2023,2000–2001,Bà Rịa – Vũng Tàu,600.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Phú Mỹ 2.2,Domestic gas,Operating,2023,2002,Bà Rịa – Vũng Tàu,600.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Phú Mỹ 3,Domestic gas,Operating,2023,2004,Bà Rịa – Vũng Tàu,720.0,MEDIUM,Global Energy Monitor Gas Tracker 2023,IEA Electricity Information 2023,BOT; one large combined-cycle block.
Nhà máy nhiệt điện Phú Mỹ 4,Domestic gas,Operating,2023,2006,Bà Rịa – Vũng Tàu,450.0,HIGH,EVN Annual Report 2022,PDP8 2023,
Nhà máy nhiệt điện Hiệp Phước,Domestic gas,Operating,2023,2007–2008,TP. Hồ Chí Minh,375.0,MEDIUM,Global Energy Monitor Gas Tracker 2023,Private developer,
Nhà máy nhiệt điện Thủ Đức,Domestic gas,Retired,2023,1994–1996,TP. Hồ Chí Minh,264.0,MEDIUM,Global Energy Monitor Gas Tracker 2023,EVN decommissioning announcement 2021,Retired by 2021; converted to gas from oil.
Nhà máy nhiệt điện Bạc Liêu (LNG),Imported LNG,Pre-permit,2023,2026 (est.),Bạc Liêu,1500.0,LOW,PDP8 (2023),Not found,Project announced; may be restructured; status uncertain.
Nhà máy nhiệt điện Sơn Mỹ (LNG),Imported LNG,Pre-permit,2023,2027 (est.),Bình Thuận,1500.0,LOW,PDP8 (2023),Not found,Pre-permit; part of Son My power center.
Nhà máy nhiệt điện Quảng Ninh (LNG),Imported LNG,Announced,2023,2028 (est.),Quảng Ninh,1200.0,LOW,PDP8 (2023),Not found,Early stage; no permits.
