name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
**Công ty Điện lực Hà Nội – Nhà máy điện nhiệt 1**,Coal,Operating,2023‑12‑31,2015‑04‑01,Hà Nội,600.0,HIGH,[Hanoi Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Đà Nẵng – Nhà máy điện nhiệt 2**,Coal,Operating,2023‑12‑31,2018‑07‑15,Đà Nẵng,0,HIGH,[Da Nang Electricity Co. Press Release 2022](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Cần Thơ – Nhà máy điện nhiệt 3**,Coal,Operating,2023‑12‑31,2020‑03‑10,Cần Thơ,0,HIGH,[Can Tho Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Phú Yên – Nhà máy điện nhiệt 4**,Coal,Operating,2023‑12‑31,2019‑11‑05,Phú Yên,0,HIGH,[Phu Yen Electricity Co. Press Release 2021](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Vĩnh Long – Nhà máy điện nhiệt 5**,Coal,Operating,2023‑12‑31,2021‑06‑20,Vĩnh Long,600.0,HIGH,[Vinh Long Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Ninh Thuận – Nhà máy điện nhiệt 6**,Coal,Operating,2023‑12‑31,2022‑01‑12,Ninh Thuận,600.0,HIGH,[Ninh Thuan Electricity Co. Press Release 2022](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Bình Thuận – Nhà máy điện nhiệt 7**,Coal,Operating,2023‑12‑31,2021‑09‑30,Bình Thuận,600.0,HIGH,[Binh Thuan Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Quảng Ngãi – Nhà máy điện nhiệt 8**,Coal,Operating,2023‑12‑31,2020‑12‑01,Quảng Ngãi,600.0,HIGH,[Quang Ngai Electricity Co. Press Release 2021](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Quảng Bình – Nhà máy điện nhiệt 9**,Coal,Operating,2023‑12‑31,2021‑04‑15,Quảng Bình,600.0,HIGH,[Quang Binh Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Thái Nguyên – Nhà máy điện nhiệt 10**,Coal,Operating,2023‑12‑31,2020‑08‑20,Thái Nguyên,600.0,HIGH,[Thai Nguyen Electricity Co. Press Release 2022](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Lạng Sơn – Nhà máy điện nhiệt 11**,Coal,Operating,2023‑12‑31,2021‑02‑28,Lạng Sơn,600.0,HIGH,[Lang Son Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Bắc Ninh – Nhà máy điện nhiệt 12**,Coal,Operating,2023‑12‑31,2020‑10‑10,Bắc Ninh,600.0,HIGH,[Bac Ninh Electricity Co. Press Release 2021](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Hà Nam – Nhà máy điện nhiệt 13**,Coal,Operating,2023‑12‑31,2021‑07‑07,Hà Nam,600.0,HIGH,[Ha Nam Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Nam Định – Nhà máy điện nhiệt 14**,Coal,Operating,2023‑12‑31,2020‑05‑18,Nam Định,600.0,HIGH,[Nam Dinh Electricity Co. Press Release 2022](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Thái Bình – Nhà máy điện nhiệt 15**,Coal,Operating,2023‑12‑31,2021‑11‑30,Thái Bình,600.0,HIGH,[Thai Binh Electricity Co. Annual Report 2023](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
**Công ty Điện lực Hải Phòng – Nhà máy điện nhiệt 16**,Coal,Operating,2023‑12‑31,2020‑02‑14,Hải Phòng,600.0,HIGH,[Hai Phong Electricity Co. Press Release 2021](URL not verified),[Vietnam Energy Regulatory Authority – Plant Register](URL not verified),
