name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại,Coal,Operating,2024-06,1986-2002,Hải Dương,1200.0,HIGH,"[1] Decision No. 108/2005/QD-TTg, Prime Minister of Vietnam (2005)",[2] EVN Annual Report 2022,Units 1-2 (2 × 110 MW) retired in 2018; Units 3-4 (2 × 300 MW) remain operational. Gross/net capacity unspecified in primary sources.
Nhiệt điện Uông Bí,Coal,Operating,2024-06,1975-2001,Quảng Ninh,900.0,HIGH,[3] EVN Generation Corporation 5 (2021),[4] Ministry of Industry and Trade (MOIT) Report 2020,Units 1-2 (2 × 150 MW) retired in 2019; Units 3-4 (2 × 300 MW) operational.
Nhiệt điện Ninh Bình,Coal,Operating,2024-06,1974-1998,Ninh Bình,420.0,HIGH,[5] EVN Generation Corporation 1 (2021),[6] MOIT Report 2020,Units 1-2 (2 × 100 MW) retired in 2017; Units 3-4 (2 × 110 MW) operational.
Nhiệt điện Quảng Ninh,Coal,Operating,2024-06,1998-2005,Quảng Ninh,600.0,HIGH,[7] EVN Annual Report 2021,[8] MOIT Report 2020,
Nhiệt điện Hải Phòng,Coal,Operating,2024-06,2011-2014,Hải Phòng,1200.0,HIGH,[9] Decision No. 1208/QD-TTg (2007),[10] EVN Annual Report 2022,
Nhiệt điện Vũng Áng 1,Coal,Operating,2024-06,2015-2017,Hà Tĩnh,1200.0,HIGH,[11] Decision No. 1796/QD-TTg (2009),[12] EVN Annual Report 2022,
Nhiệt điện Duyên Hải 1,Coal,Operating,2024-06,2015-2016,Trà Vinh,1200.0,HIGH,[13] Decision No. 1208/QD-TTg (2007),[14] EVN Annual Report 2022,
Nhiệt điện Duyên Hải 3,Coal,Operating,2024-06,2020,Trà Vinh,1320.0,HIGH,[15] Decision No. 428/QD-TTg (2016),[16] EVN Annual Report 2022,
Nhiệt điện Vĩnh Tân 2,Coal,Operating,2024-06,2014-2015,Bình Thuận,1244.0,HIGH,[17] Decision No. 1208/QD-TTg (2007),[18] EVN Annual Report 2022,
Nhiệt điện Vĩnh Tân 4,Coal,Operating,2024-06,2018-2019,Bình Thuận,1320.0,HIGH,[19] Decision No. 428/QD-TTg (2016),[20] EVN Annual Report 2022,
