name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2023,1983–1986,Hải Dương,440.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Units commissioned 1983–1986; oldest major coal plant in Vietnam; rehabilitation completed ~2000s. Gross/net unspecified.
Nhiệt điện Phả Lại 2,Coal,Operating,2023,2001–2002,Hải Dương,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,BOT project originally; transferred to EVN/PPC. Gross/net unspecified.
Nhiệt điện Uông Bí,Coal,Operating,2023,1963–1974,Quảng Ninh,220.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Oldest operating coal plant; original Soviet-era units; capacity figure reflects post-rehabilitation nameplate. Gross/net unspecified.
Nhiệt điện Uông Bí mở rộng 1,Coal,Operating,2023,2010,Quảng Ninh,300.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Uông Bí mở rộng 2,Coal,Operating,2023,2016,Quảng Ninh,330.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Ninh Bình,Coal,Operating,2023,1974–1976,Ninh Bình,400.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Soviet-era plant; rehabilitated. Gross/net unspecified.
Nhiệt điện Cao Ngạn,Coal,Operating,2023,2010,Thái Nguyên,230.0,HIGH,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",EVN Annual Report 2022,Owned by Vinacomin subsidiary. Gross/net unspecified.
Nhiệt điện Na Dương,Coal,Operating,2023,2004,Lạng Sơn,110.0,HIGH,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",EVN Annual Report 2022,Mine-mouth plant using local lignite. Gross/net unspecified.
Nhiệt điện Na Dương 2,Coal,Shelved,2023,—,Lạng Sơn,220.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,Included in PDP VII Rev; no confirmed construction start as of knowledge cutoff; status uncertain. Gross/net unspecified.
Nhiệt điện Quảng Ninh 1,Coal,Operating,2023,2011,Quảng Ninh,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Quảng Ninh 2,Coal,Operating,2023,2013,Quảng Ninh,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Hải Phòng 1,Coal,Operating,2023,2011–2012,Hải Phòng,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Hải Phòng 2,Coal,Operating,2023,2013–2014,Hải Phòng,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Mông Dương 1,Coal,Operating,2023,2015,Quảng Ninh,1000.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Mông Dương 2,Coal,Operating,2023,2015,Quảng Ninh,1200.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,BOT project; AES-led consortium. Gross/net unspecified.
Nhiệt điện Vũng Áng 1,Coal,Operating,2023,2015–2016,Hà Tĩnh,1200.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Vũng Áng 2,Coal,Construction,2023,~2025–2026,Hà Tĩnh,1200.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",Not found,Japanese-led BOT; financing and construction ongoing as of 2023; COD repeatedly delayed. See note.
Nhiệt điện Duyên Hải 1,Coal,Operating,2023,2015–2016,Trà Vinh,1244.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified; capacity sometimes cited as 2 × 600 MW.
Nhiệt điện Duyên Hải 2,Coal,Operating,2023,2016,Trà Vinh,228.0,MEDIUM,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Smaller unit at same site; capacity figure from PDP VII Rev. Gross/net unspecified.
Nhiệt điện Duyên Hải 3,Coal,Operating,2023,2018–2019,Trà Vinh,1244.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Duyên Hải 3 mở rộng,Coal,Operating,2023,2020,Trà Vinh,688.0,HIGH,EVN Annual Report 2022; GEM Global Coal Plant Tracker 2023,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Gross/net unspecified.
Nhiệt điện Vĩnh Tân 1,Coal,Operating,2023,2018–2019,Bình Thuận,1200.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Chinese-invested BOT. Gross/net unspecified.
Nhiệt điện Vĩnh Tân 2,Coal,Operating,2023,2014–2015,Bình Thuận,1244.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Vĩnh Tân 4,Coal,Operating,2023,2018–2019,Bình Thuận,1200.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Vĩnh Tân 4 mở rộng,Coal,Operating,2023,2021,Bình Thuận,600.0,HIGH,EVN Annual Report 2022; GEM Global Coal Plant Tracker 2023,"PDP VIII (Decision 500/QD-TTg, 2023)",Gross/net unspecified.
Nhiệt điện Vĩnh Tân 3,Coal,Shelved,2023,—,Bình Thuận,1320.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Korean BOT; financing difficulties; not confirmed in PDP VIII as proceeding. See note.
Nhiệt điện Duyên Hải 4,Coal,Cancelled,2023,—,Trà Vinh,1200.0,LOW,"PDP VIII (Decision 500/QD-TTg, 2023)",GEM Global Coal Plant Tracker 2023,Removed from PDP VIII; treated as cancelled. See note.
Nhiệt điện Sông Hậu 1,Coal,Operating,2023,2022–2023,Hậu Giang,1200.0,HIGH,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",EVN Annual Report 2022,"Long-delayed; Unit 1 commissioned ~2022, Unit 2 ~2023. Gross/net unspecified. See note."
Nhiệt điện Sông Hậu 2,Coal,Shelved,2023,—,Hậu Giang,1200.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Japanese BOT; financing stalled; not confirmed in PDP VIII as proceeding. See note.
Nhiệt điện Long Phú 1,Coal,Construction,2023,~2025–2026,Sóc Trăng,1200.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",Not found,Severely delayed; Russian contractor (Power Machines) sanctioned; EPC contract in dispute. See note.
Nhiệt điện Long Phú 2,Coal,Shelved,2023,—,Sóc Trăng,1200.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Korean BOT; no confirmed progress; not in PDP VIII as active. See note.
Nhiệt điện Long Phú 3,Coal,Cancelled,2023,—,Sóc Trăng,1200.0,LOW,"PDP VIII (Decision 500/QD-TTg, 2023)",GEM Global Coal Plant Tracker 2023,Dropped from PDP VIII.
Nhiệt điện Quảng Trạch 1,Coal,Construction,2023,~2025–2026,Quảng Bình,1200.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",Not found,Under construction; COD estimates vary. Gross/net unspecified. See note.
Nhiệt điện Quảng Trạch 2,Coal,Announced,2023,~2030,Quảng Bình,1200.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023)",Not found,Included in PDP VIII; pre-construction.
Nhiệt điện Nam Định 1,Coal,Construction,2023,~2025–2026,Nam Định,1200.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",Not found,Korean BOT; construction reported underway. See note.
Nhiệt điện Thái Bình 1,Coal,Operating,2023,2015–2016,Thái Bình,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Thái Bình 2,Coal,Operating,2023,2022–2023,Thái Bình,1200.0,HIGH,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",EVN Annual Report 2022,Severely delayed; originally planned ~2017; commissioned 2022–2023. See note.
Nhiệt điện Nghi Sơn 1,Coal,Operating,2023,2013–2014,Thanh Hóa,600.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Nghi Sơn 2,Coal,Operating,2023,2021–2022,Thanh Hóa,1200.0,HIGH,EVN Annual Report 2022; GEM Global Coal Plant Tracker 2023,"PDP VIII (Decision 500/QD-TTg, 2023)",Japanese-Korean BOT. Gross/net unspecified.
Nhiệt điện Hải Dương,Coal,Operating,2023,2020–2021,Hải Dương,1200.0,MEDIUM,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Private BOT; ownership structure complex. See note.
Nhiệt điện Vân Phong 1,Coal,Construction,2023,~2025–2026,Khánh Hòa,1320.0,MEDIUM,"PDP VIII (Decision 500/QD-TTg, 2023); GEM Global Coal Plant Tracker 2023",Not found,Japanese BOT; construction underway. See note.
Nhiệt điện Vân Phong 2,Coal,Shelved,2023,—,Khánh Hòa,1320.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,Not confirmed in PDP VIII; treated as shelved.
Nhiệt điện Quảng Trị,Coal,Shelved,2023,—,Quảng Trị,1320.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,Not confirmed in PDP VIII; treated as shelved.
Nhiệt điện Cẩm Phả 1,Coal,Operating,2023,2010,Quảng Ninh,350.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Cẩm Phả 2,Coal,Operating,2023,2012,Quảng Ninh,350.0,HIGH,"EVN Annual Report 2022; PDP VII Revised (Decision 428/QD-TTg, 2016)",GEM Global Coal Plant Tracker 2023,Gross/net unspecified.
Nhiệt điện Cẩm Phả 3,Coal,Shelved,2023,—,Quảng Ninh,220.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,Not confirmed in PDP VIII; treated as shelved.
Nhiệt điện An Khánh,Coal,Operating,2023,2014–2015,Thái Nguyên,300.0,MEDIUM,"PDP VII Revised (Decision 428/QD-TTg, 2016); GEM Global Coal Plant Tracker 2023",Not found,Gross/net unspecified.
Nhiệt điện An Khánh mở rộng,Coal,Shelved,2023,—,Thái Nguyên,150.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,Not confirmed in PDP VIII.
Nhiệt điện Nông Sơn,Coal,Operating,2023,2013,Quảng Nam,30.0,LOW,"PDP VII Revised (Decision 428/QD-TTg, 2016)",Not found,At threshold of 30 MWe scope; mine-mouth plant. Gross/net unspecified.
