name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
An Khanh,Coal,Operating,2023,2014,Thai Nguyen,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 8 (URL not verified),Small coal plant; capacity may be 100 MW net.
Bac Giang,Coal,Operating,2023,2015,Bac Giang,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),
Cam Pha,Coal,Operating,2023,2012,Quang Ninh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Cao Ngan,Coal,Operating,2023,2013,Thai Nguyen,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),
Duyen Hai 1,Coal,Operating,2023,2015,Tra Vinh,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Duyen Hai 2,Coal,Operating,2023,2016,Tra Vinh,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Duyen Hai 3,Coal,Operating,2023,2018,Tra Vinh,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Hai Phong 1,Coal,Operating,2023,2011,Hai Phong,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Hai Phong 2,Coal,Operating,2023,2014,Hai Phong,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Long Phu 1,Coal,Operating,2023,2020,Soc Trang,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Mao Khe,Coal,Operating,2023,2013,Quang Ninh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Mong Duong 1,Coal,Operating,2023,2015,Quang Ninh,600.0,HIGH,AES press release (URL not verified),MOIT Power Development Plan 7 (URL not verified),BOT project; COD 2015.
Mong Duong 2,Coal,Operating,2023,2016,Quang Ninh,600.0,HIGH,AES press release (URL not verified),MOIT Power Development Plan 7 (URL not verified),BOT project; COD 2016.
Na Duong,Coal,Operating,2023,2015,Lang Son,220.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),
Nghi Son 1,Coal,Operating,2023,2014,Thanh Hoa,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Nghi Son 2,Coal,Operating,2023,2021,Thanh Hoa,1200.0,HIGH,Marubeni press release (URL not verified),MOIT Power Development Plan 7 (URL not verified),BOT project; COD 2021.
Ninh Binh,Coal,Retired,2023,1974,Ninh Binh,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Old plant; retired by 2020.
Pha Lai 1,Coal,Operating,2023,1986,Hai Duong,440.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Pha Lai 2,Coal,Operating,2023,2001,Hai Duong,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Quang Ninh,Coal,Operating,2023,2010,Quang Ninh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Song Hau 1,Coal,Operating,2023,2021,Hau Giang,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Son Dong,Coal,Operating,2023,2016,Bac Giang,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),
Thai Binh 1,Coal,Operating,2023,2017,Thai Binh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Thai Binh 2,Coal,Operating,2023,2019,Thai Binh,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Uong Bi 1,Coal,Retired,2023,1963,Quang Ninh,100.0,MEDIUM,EVN Annual Report 2022 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Old unit; retired by 2015.
Uong Bi 2,Coal,Operating,2023,2005,Quang Ninh,300.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Uong Bi mở rộng,Coal,Operating,2023,2011,Quang Ninh,300.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vinh Tan 1,Coal,Operating,2023,2018,Binh Thuan,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vinh Tan 2,Coal,Operating,2023,2019,Binh Thuan,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vinh Tan 3,Coal,Operating,2023,2020,Binh Thuan,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vinh Tan 4,Coal,Construction,2023,2025 (est.),Binh Thuan,1200.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Under construction; COD delayed.
Vung Ang 1,Coal,Operating,2023,2015,Ha Tinh,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vung Ang 2,Coal,Operating,2023,2018,Ha Tinh,1200.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Vung Ang 3,Coal,Cancelled,2023,–,Ha Tinh,1200.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Cancelled due to climate policy.
Long Phu 2,Coal,Cancelled,2023,–,Soc Trang,1200.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Cancelled.
Long Phu 3,Coal,Cancelled,2023,–,Soc Trang,1200.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Coal Plant Tracker (URL not verified),Cancelled.
Phu My 1,Domestic gas,Operating,2023,1997,Ba Ria-Vung Tau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Phu My 2.1,Domestic gas,Operating,2023,2000,Ba Ria-Vung Tau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Phu My 2.2,Domestic gas,Operating,2023,2002,Ba Ria-Vung Tau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Phu My 3,Domestic gas,Operating,2023,2004,Ba Ria-Vung Tau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Phu My 4,Domestic gas,Operating,2023,2005,Ba Ria-Vung Tau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Nhon Trach 1,Domestic gas,Operating,2023,2009,Dong Nai,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Nhon Trach 2,Domestic gas,Operating,2023,2011,Dong Nai,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Ca Mau 1,Domestic gas,Operating,2023,2007,Ca Mau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
Ca Mau 2,Domestic gas,Operating,2023,2008,Ca Mau,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
O Mon 1,Domestic gas,Operating,2023,2010,Can Tho,600.0,HIGH,EVN Annual Report 2022 (URL not verified),MOIT Power Development Plan 7 (URL not verified),
O Mon 2,Domestic gas,Construction,2023,2025 (est.),Can Tho,600.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Gas Plant Tracker (URL not verified),Under construction; delayed.
O Mon 3,Imported LNG,Pre-permit,2023,2027 (est.),Can Tho,600.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Gas Plant Tracker (URL not verified),LNG project; pre-permit.
O Mon 4,Imported LNG,Pre-permit,2023,2028 (est.),Can Tho,600.0,MEDIUM,MOIT Power Development Plan 8 (URL not verified),GEM Global Gas Plant Tracker (URL not verified),LNG project; pre-permit.
