name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Uông Bí I,Coal,Retired,2023,1975‑1977,Quảng Ninh,220.0,LOW,"GEM, Global Coal Plant Tracker, January 2025",Not found,All four 55 MW units decommissioned by 2016; no official retirement decree located.
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2020,1974,Ninh Bình,100.0,LOW,"GEM, Global Coal Plant Tracker",Not found,Small units; retired; exact closure year uncertain.
Nhà máy nhiệt điện Thủ Đức,Domestic gas,Retired,2020,1996,TP. Hồ Chí Minh,198.0,LOW,"GEM, Global Gas Plant Tracker",Not found,Multi‑unit open‑cycle gas turbines; later used diesel.
Nhà máy nhiệt điện Uông Bí mở rộng (Uông Bí 2),Coal,Operating,2024,2007,Quảng Ninh,300.0,HIGH,Decision 500/QĐ‑TTg (PDP8) – Appendix II,"GEM, Global Coal Plant Tracker, January 2025",Also referred to as Uông Bí Extension.
Nhà máy nhiệt điện Mạo Khê,Coal,Operating,2024,2012‑2013,Quảng Ninh,440.0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Cẩm Phả,Coal,Operating,2024,2011,Quảng Ninh,600.0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Quảng Ninh 1,Coal,Operating,2024,2012,Quảng Ninh,600.0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2024,2015,Quảng Ninh,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2024,2015,Quảng Ninh,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operating,2024,2018‑2019,Bình Thuận,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Vĩnh Tân 2,Coal,Operating,2024,2014‑2015,Bình Thuận,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Vĩnh Tân 4,Coal,Operating,2024,2017‑2018,Bình Thuận,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Vĩnh Tân 4 mở rộng,Coal,Operating,2024,2019,Bình Thuận,600.0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Vĩnh Tân 3,Coal,Operating,2024,2021‑2022,Bình Thuận,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker; EVN news 2022",
Nhà máy nhiệt điện Duyên Hải 1,Coal,Operating,2024,2015,Trà Vinh,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Duyên Hải 2,Coal,Operating,2024,2020‑2021,Trà Vinh,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Duyên Hải 3,Coal,Operating,2024,2017‑2018,Trà Vinh,0,HIGH,PDP8 – Appendix II,"GEM, Global Coal Plant Tracker",
Nhà máy nhiệt điện Duyên Hải 3 mở rộng,Coal,Construction,2024,2025,Trà Vinh,660.0,MEDIUM,PDP8 – Appendix I,"GEM, Global Coal Plant Tracker",EPC awarded; nearing completion per latest EVN reports.
Nhà máy nhiệt điện Long Phụ 1,Coal,Construction,2024,2026,Sóc Trăng,0,MEDIUM,PDP8 – Appendix I,"GEM, Global Coal Plant Tracker",Long‑delayed; PV Power targets COD in 2026; previous status was construction.
