name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Phả Lại 1,Coal,Retired,2023-12-31,1986,Hải Dương,440.0,HIGH,EVN Annual Report,GEM Coal Tracker,Units progressively retired and decommissioned.
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023-12-31,2002,Hải Dương,600.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Uông Bí 2,Coal,Operating,2023-12-31,2009,Quảng Ninh,300.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Uông Bí mở rộng,Coal,Operating,2023-12-31,2013,Quảng Ninh,330.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Quảng Ninh,Coal,Operating,2023-12-31,2012,Quảng Ninh,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Hải Phòng,Coal,Operating,2023-12-31,2014,Hải Phòng,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023-12-31,2015,Quảng Ninh,1000.0,HIGH,EVN Annual Report,GEM Coal Tracker,Circulating Fluidized Bed technology.
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023-12-31,2015,Quảng Ninh,1200.0,HIGH,AES Corp Filings,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Thái Bình,Coal,Operating,2023-12-31,2018,Thái Bình,600.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Nghi Sơn 1,Coal,Operating,2023-12-31,2015,Thanh Hóa,600.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Nghi Sơn 2,Coal,Operating,2023-12-31,2022,Thanh Hóa,1200.0,HIGH,JERA Press Release,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Vũng Áng 1,Coal,Operating,2023-12-31,2015,Hà Tĩnh,1200.0,HIGH,PV Power Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Vũng Áng 2,Coal,Construction,2023-12-31,N/A,Hà Tĩnh,1200.0,MEDIUM,Mitsubishi Corp Report,GEM Coal Tracker,"BOT project. PPA signed, construction ongoing."
Nhà máy nhiệt điện Duyên Hải 1,Coal,Operating,2023-12-31,2016,Trà Vinh,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Duyên Hải 2,Coal,Cancelled,2023-12-31,N/A,Trà Vinh,1200.0,HIGH,Gov Decision 500,GEM Coal Tracker,Removed from PDP8 as coal plant.
Nhà máy nhiệt điện Duyên Hải 3,Coal,Operating,2023-12-31,2017,Trà Vinh,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operating,2023-12-31,2018,Bình Thuận,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Vĩnh Tân 2,Coal,Operating,2023-12-31,2015,Bình Thuận,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Vĩnh Tân 4,Coal,Operating,2023-12-31,2019,Bình Thuận,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Sông Hậu 1,Coal,Operating,2023-12-31,2022,Hậu Giang,1200.0,HIGH,PV Power Annual Report,GEM Coal Tracker,
Nhà máy nhiệt điện Long Phú 1,Coal,Construction,2023-12-31,N/A,Sóc Trăng,1200.0,MEDIUM,PV Power Annual Report,GEM Coal Tracker,Severely delayed due to EPC contractor sanctions.
Nhà máy nhiệt điện Vân Phong 1,Coal,Construction,2023-12-31,N/A,Khánh Hòa,1320.0,HIGH,JERA Press Release,GEM Coal Tracker,BOT project.
Nhà máy nhiệt điện Quảng Trạch 1,Coal,Construction,2023-12-31,N/A,Quảng Bình,1200.0,HIGH,EVN Annual Report,GEM Coal Tracker,
Nhà máy điện Phú Mỹ 1,Domestic gas,Operating,2023-12-31,2001,Bà Rịa - Vũng Tàu,1090.0,HIGH,EVN Annual Report,GEM Gas Tracker,
Nhà máy điện Phú Mỹ 3,Domestic gas,Operating,2023-12-31,2004,Bà Rịa - Vũng Tàu,720.0,HIGH,EVN Annual Report,GEM Gas Tracker,BOT project.
Nhà máy điện Nhơn Trạch 1,Domestic gas,Operating,2023-12-31,2009,Đồng Nai,450.0,HIGH,PV Power Annual Report,GEM Gas Tracker,
Nhà máy điện Nhơn Trạch 2,Domestic gas,Operating,2023-12-31,2011,Đồng Nai,750.0,HIGH,PV Power Annual Report,GEM Gas Tracker,
Nhà máy điện Cà Mau,Domestic gas,Operating,2023-12-31,2008,Cà Mau,1500.0,HIGH,PV Power Annual Report,GEM Gas Tracker,
Nhà máy điện Nhơn Trạch 3 và 4,Imported LNG,Construction,2023-12-31,N/A,Đồng Nai,1500.0,HIGH,PV Power Annual Report,GEM Gas Tracker,First major LNG CCGT in Vietnam.
Nhà máy điện Sơn Mỹ 2,Imported LNG,Announced,2023-12-31,N/A,Bình Thuận,2250.0,MEDIUM,AES Corp Filings,GEM Gas Tracker,Delayed PPA negotiations.
Nhà máy điện khí LNG Bạc Liêu,Imported LNG,Pre-permit,2023-12-31,N/A,Bạc Liêu,3200.0,MEDIUM,US DOE Reports,GEM Gas Tracker,US-Vietnam energy partnership project.
