name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhiệt điện Phả Lại 1,Coal,Operating,2024,1983–1986,Hải Dương,440.0,MEDIUM,MOIT/EVN annual reports; PPC1 corporate disclosures,—,Units commissioned in stages 1983–1986. Soviet-designed. Gross/net unspecified.
Nhiệt điện Phả Lại 2,Coal,Operating,2024,2001–2002,Hải Dương,600.0,MEDIUM,PPC1 corporate disclosures,—,Japanese ODA-financed (JBIC). Sumitomo/IHI EPC.
Nhiệt điện Uông Bí 1,Coal,Operating,2024,1964–1975,Quảng Ninh,210.0,LOW,EVN historical records,—,Oldest coal plant in Vietnam; Soviet-era units. Some units may be retired or derated. Capacity figures uncertain; some sources cite 105 MW or 153 MW for older blocks.
Nhiệt điện Uông Bí mở rộng (Uông Bí 2),Coal,Operating,2024,2014,Quảng Ninh,330.0,MEDIUM,MOIT Decision; Uong Bi TPP JSC disclosures,—,CFB boiler technology.
Nhiệt điện Ninh Bình,Coal,Operating,2024,1974 (units 1–4); 2010 (unit 5),Ninh Bình,200.0,LOW,EVN records,—,Original 4 × 25 MW units are Soviet-era; unit 5 (100 MW) added ~2010. Some older units may be retired. Total capacity uncertain; some sources cite 100 MW only for active capacity. Confidence LOW due to age and conflicting reports.
Nhiệt điện Quảng Ninh 1,Coal,Operating,2024,2010–2011,Quảng Ninh,600.0,HIGH,QTP corporate disclosures (HNX-listed),MOIT/PDP VII records,—
Nhiệt điện Quảng Ninh 2,Coal,Operating,2024,2014–2015,Quảng Ninh,600.0,HIGH,QTP corporate disclosures (HNX-listed),MOIT/PDP VII records,—
Nhiệt điện Hải Phòng 1,Coal,Operating,2024,2010–2011,Hải Phòng,600.0,HIGH,HND corporate disclosures (HOSE-listed),MOIT/PDP VII records,—
Nhiệt điện Hải Phòng 2,Coal,Operating,2024,2013–2014,Hải Phòng,600.0,HIGH,HND corporate disclosures (HOSE-listed),MOIT/PDP VII records,—
Nhiệt điện Mạo Khê,Coal,Operating,2024,2013–2015,Quảng Ninh,440.0,MEDIUM,MOIT records; EVN annual report,—,CFB technology using domestic anthracite.
Nhiệt điện Cẩm Phả 1 (Nhiệt điện Cẩm Phả),Coal,Operating,2024,2010,Quảng Ninh,220.0,MEDIUM,EVN annual report,—,CFB boilers. Some sources cite 2 × 150 MW; capacity figure uncertain.
Nhiệt điện Cẩm Phả 2 (TKV Cẩm Phả),Coal,Operating,2024,2014–2015,Quảng Ninh,220.0,MEDIUM,TKV corporate disclosures,—,Owned by Vietnam National Coal–Mineral Industries Group. CFB.
Nhiệt điện Na Dương 1,Coal,Operating,2024,2004,Lạng Sơn,110.0,MEDIUM,TKV corporate disclosures,—,Uses local lignite.
Nhiệt điện Na Dương 2,Coal,Operating,2024,2021,Lạng Sơn,110.0,MEDIUM,TKV corporate disclosures; MOIT approval decision,—,Uses local lignite.
Nhiệt điện Cao Ngạn,Coal,Operating,2024,2007,Thái Nguyên,115.0,MEDIUM,EVN annual report,—,CFB using anthracite. Some sources cite 100 MW total.
Nhiệt điện Sơn Động,Coal,Operating,2024,2015,Bắc Giang,220.0,MEDIUM,TKV corporate disclosures,—,CFB.
Nhiệt điện An Khánh (Đại Phát),Coal,Operating,2024,2015,Thái Nguyên,100.0,LOW,MOIT records,—,Small private coal plant. Capacity may be ~100–120 MW.
Nhiệt điện Nông Sơn,Coal,Operating,2024,2014,Quảng Nam,30.0,LOW,TKV disclosures,—,Uses local coal. At threshold of 30 MWe scope.
Nhiệt điện Vũng Áng 1,Coal,Operating,2024,2014–2015,Hà Tĩnh,1200.0,HIGH,PV Power corporate disclosures (HOSE: POW),MOIT/PDP VII records,Largest single-site coal plant at commissioning.
Nhiệt điện Vũng Áng 2,Coal,Construction,2024,Expected ~2026–2027,Hà Tĩnh,1200.0,MEDIUM,MOIT investment approval; Mitsubishi Corp press releases,—,BOT project. Japanese-led consortium. EPC by Mitsubishi Power. Long-delayed; see note below.
