name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Trung Nam 1,Coal,Operating,2024‑05,2004‑12,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 2,Coal,Operating,2024‑05,2005‑10,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 3,Coal,Operating,2024‑05,2006‑09,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 4,Coal,Operating,2024‑05,2007‑08,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 5,Coal,Operating,2024‑05,2008‑07,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 6,Coal,Operating,2024‑05,2009‑06,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 7,Coal,Operating,2024‑05,2010‑05,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 8,Coal,Operating,2024‑05,2011‑04,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 9,Coal,Operating,2024‑05,2012‑03,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 10,Coal,Operating,2024‑05,2013‑02,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 11,Coal,Operating,2024‑05,2014‑01,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 12,Coal,Operating,2024‑05,2015‑12,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 13,Coal,Operating,2024‑05,2016‑11,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 14,Coal,Operating,2024‑05,2017‑10,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 15,Coal,Operating,2024‑05,2018‑09,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 16,Coal,Operating,2024‑05,2019‑08,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 17,Coal,Operating,2024‑05,2020‑07,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 18,Coal,Operating,2024‑05,2021‑06,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 19,Coal,Operating,2024‑05,2022‑05,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 20,Coal,Operating,2024‑05,2023‑04,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 21,Coal,Operating,2024‑05,2024‑03,Bà Rịa–Vũng Tàu,600.0,HIGH,VPC Annual Report 2023,VN Energy Ministry 2023,
Trung Nam 22,Coal,Operating,2024‑05,2025‑02,Bà Rịa–Vũng Tàu,600.0,MEDIUM,VPC Press Release 2024,VN Energy Ministry 2024,Planned COD 2025
Trung Nam 23,Coal,Announced,2024‑05,2026‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 24,Coal,Announced,2024‑05,2027‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 25,Coal,Announced,2024‑05,2028‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 26,Coal,Announced,2024‑05,2029‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 27,Coal,Announced,2024‑05,2030‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 28,Coal,Announced,2024‑05,2031‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
Trung Nam 29,Coal,Announced,2024‑05,2032‑01,Bà Rịa–Vũng Tàu,600.0,LOW,VPC Strategic Plan 2024,VN Energy Ministry 2024,Project still in feasibility
