name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy nhiệt điện Uông Bí 1,Coal,Retired,2014,1973,Quảng Ninh,110.0,LOW,Not found,Not found,Retired c. 2014 (memory); units dismantled. Capacity from common knowledge.
Nhà máy nhiệt điện Uông Bí 2,Coal,Operating,2024‑01,2010,Quảng Ninh,330.0,LOW,Not found,Not found,Single‑unit extension; widely reported 330 MW.
Nhà máy nhiệt điện Uông Bí mở rộng 2,Coal,Cancelled,2020,—,Quảng Ninh,300.0,LOW,Not found,Not found,Planned in PDP7; not pursued.
Nhà máy nhiệt điện Phả Lại 1,Coal,Retired,2021,1983,Hải Dương,220.0,LOW,EVN website (URL not verified),Not found,Retired after 40 years; EVN planned closure by 2022.
Nhà máy nhiệt điện Phả Lại 2,Coal,Operating,2023‑12,2001,Hải Dương,600.0,LOW,Not found,Not found,Subcritical; two units commissioned 2001‑2003.
Nhà máy nhiệt điện Ninh Bình,Coal,Retired,2012,1974,Ninh Bình,100.0,LOW,Not found,Not found,Retired 2012; first coal plant in North.
Nhà máy nhiệt điện Cao Ngạn,Coal,Operating,2023‑12,2005,Thái Nguyên,115.0,LOW,Not found,Not found,Small mine‑mouth plant; capacity 2×57.5 MW.
Nhà máy nhiệt điện An Khánh,Coal,Operating,2023‑12,2004,Thái Nguyên,115.0,LOW,Not found,Not found,Similar to Cao Ngan; mine‑mouth.
Nhà máy nhiệt điện Sơn Động,Coal,Operating,2023‑12,2008,Bắc Giang,220.0,LOW,Not found,Not found,Two 110 MW units.
Nhà máy nhiệt điện Cẩm Phả 1,Coal,Operating,2023‑12,2011,Quảng Ninh,600.0,LOW,Not found,Not found,Phase 1 of Cam Pha power center.
Nhà máy nhiệt điện Cẩm Phả 2,Coal,Operating,2023‑12,2015,Quảng Ninh,600.0,LOW,Not found,Not found,Phase 2 at same site.
Nhà máy nhiệt điện Mạo Khê,Coal,Operating,2023‑12,2010,Quảng Ninh,440.0,LOW,Not found,Not found,Two 220 MW units.
Nhà máy nhiệt điện Hạ Long,Coal,Operating,2023‑12,2011,Quảng Ninh,600.0,LOW,Not found,Not found,Operated by Vinacomin‑Halong Power.
Nhà máy nhiệt điện Quảng Ninh 1,Coal,Operating,2023‑12,2010,Quảng Ninh,600.0,LOW,Not found,Not found,EVN’s Quang Ninh Thermal Power JSC.
Nhà máy nhiệt điện Quảng Ninh 2,Coal,Operating,2023‑12,2012,Quảng Ninh,600.0,LOW,Not found,Not found,"Second phase, different unit pairs."
Nhà máy nhiệt điện Quảng Ninh 3,Coal,Cancelled,2016,—,Quảng Ninh,1200.0,LOW,Not found,Not found,Proposed 2×600 MW; cancelled in PDP7 review.
Nhà máy nhiệt điện Mông Dương 1,Coal,Operating,2023‑12,2016,Quảng Ninh,1080.0,MEDIUM,EVN annual report 2017 (URL not verified),MOIT/GEM tracking,First supercritical coal in Vietnam; 2×540 MW.
Nhà máy nhiệt điện Mông Dương 2,Coal,Operating,2023‑12,2015,Quảng Ninh,1240.0,MEDIUM,AES corporate website (URL not verified),EVN PPA data,BOT; 2×620 MW supercritical.
Nhà máy nhiệt điện Hải Dương (BOT),Coal,Operating,2023‑12,2021‑2022,Hải Dương,1200.0,MEDIUM,JAKS project page (URL not verified),News reports,"BOT; unit 1 2021, unit 2 2022."
Nhà máy nhiệt điện Hải Phòng 1,Coal,Operating,2023‑12,2010,Hải Phòng,600.0,LOW,Not found,Not found,First phase Hai Phong power center.
Nhà máy nhiệt điện Hải Phòng 2,Coal,Operating,2023‑12,2014,Hải Phòng,600.0,LOW,Not found,Not found,"Second phase, same site."
Nhà máy nhiệt điện Hải Phòng 3,Coal,Cancelled,2019,—,Hải Phòng,1200.0,LOW,Not found,Not found,Shelved/cancelled due to environmental opposition.
Nhà máy nhiệt điện Thái Bình 1,Coal,Operating,2023‑12,2017,Thái Bình,600.0,LOW,Not found,Not found,Two 300 MW subcritical units.
Nhà máy nhiệt điện Thái Bình 2,Coal,Operating,2023‑12,2023,Thái Bình,600.0,MEDIUM,VN Express 2023 (URL not verified),EVN press release,Long‑delayed; commissioned April 2023.
Nhà máy nhiệt điện Thái Bình 3,Coal,Cancelled,2020,—,Thái Bình,600.0,LOW,Not found,Not found,Planned single unit; cancelled.
Nhà máy nhiệt điện Nam Định 1,Coal,Cancelled,2019,—,Nam Định,1200.0,LOW,Not found,Not found,BOT coal project; cancelled after environmental protests.
Nhà máy nhiệt điện Vĩnh Tân 1,Coal,Operating,2023‑12,2017,Bình Thuận,1200.0,LOW,Not found,Not found,"Vinh Tan power center, first unit."
Nhà máy nhiệt điện Vĩnh Tân 2,Coal,Operating,2023‑12,2015,Bình Thuận,1244.0,LOW,Not found,Not found,Utilises imported coal/subbituminous; supercritical.
