name,fuel,status,status_as_of,cod,province,capacity_mwe,confidence,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Operating,2024-12-31,1980–1985,Hải Dương,1000.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,Originally 4×250; units retired/retiring per PDP8.
Nhà máy Nhiệt điện Uông Bí,Coal,Operating,2024-12-31,1994–1996,Quảng Ninh,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,Operational since mid-1990s.
Nhà máy Nhiệt điện Mông Dương 1 & 2,Coal,Operating,2024-12-31,2010–2012,Quảng Ninh,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,2×600 units per phase.
Nhà máy Nhiệt điện Nghi Sơn 1 & 2,Coal,Operating,2024-12-31,2014–2015,Thanh Hóa,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,BOT project; fully operational.
Nhà máy Nhiệt điện Nghi Sơn 3 & 4,Coal,Construction,2024-12-31,2025–2027,Thanh Hóa,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,EPC execution underway; land cleared.
"Nhà máy Nhiệt điện Duyên Hải 1, 2, 3",Coal,Operating,2024-12-31,2010–2013,Trà Vinh,3600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,3×600 units; fully operational.
Nhà máy Nhiệt điện Cà Mau 1 & 2,Coal,Operating,2024-12-31,2010–2012,Cà Mau,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,2×600 units per phase.
Nhà máy Nhiệt điện Nghi Sơn 5 & 6,Coal,Announced,2023-04-14,N/A,Thanh Hóa,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,Included in PDP8; permits not yet sought.
Nhà máy Nhiệt điện Phú Mỹ 1,Domestic gas,Operating,2024-12-31,1995–1996,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,First major gas-fired plant.
Nhà máy Nhiệt điện Phú Mỹ 2,Domestic gas,Operating,2024-12-31,1998–1999,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,Operational since late 1990s.
Nhà máy Nhiệt điện Phú Mỹ 3,Domestic gas,Operating,2024-12-31,2001–2002,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Phú Mỹ 4,Domestic gas,Operating,2024-12-31,2004–2005,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Nhơn Trạch 1 & 2,Domestic gas,Operating,2024-12-31,1996–1998,Đồng Nai,1200.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Nhơn Trạch 3 & 4,Domestic gas,Operating,2024-12-31,2001–2002,Đồng Nai,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Long Sơn,Domestic gas,Operating,2024-12-31,2009–2010,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Bà Rịa,Domestic gas,Operating,2024-12-31,2009–2010,Bà Rịa - Vũng Tàu,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Vĩnh Tân 1 & 2,Domestic gas,Operating,2024-12-31,2009–2010,Ninh Thuận,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Vĩnh Tân 3 & 4,Domestic gas,Operating,2024-12-31,2011–2012,Ninh Thuận,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Cà Mau 1 & 2 (Khí),Domestic gas,Operating,2024-12-31,2010–2011,Cà Mau,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Cà Mau 3 & 4 (Khí),Domestic gas,Operating,2024-12-31,2012–2013,Cà Mau,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Nghi Sơn (Khí),Domestic gas,Operating,2024-12-31,2015–2016,Thanh Hóa,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Thái Bình 1 & 2,Coal,Cancelled,2023-04-14,N/A,Thái Bình,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,Replaced by Nghi Sơn 3&4 and others.
Nhà máy Nhiệt điện Duyên Hải 4,Coal,Cancelled,2023-04-14,N/A,Trà Vinh,1200.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Mông Dương 3 & 4,Coal,Cancelled,2023-04-14,N/A,Quảng Ninh,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Quảng Ninh 1 & 2,Coal,Cancelled,2023-04-14,N/A,Quảng Ninh,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Nam Định 1 & 2,Coal,Cancelled,2023-04-14,N/A,Nam Định,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Vân Đồn 1 & 2,Coal,Cancelled,2023-04-14,N/A,Quảng Ninh,2400.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Đầm Nại,Coal,Cancelled,2023-04-14,N/A,Ninh Thuận,1200.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Coal Tracker,
Nhà máy Nhiệt điện Phú Thọ (Khí),Domestic gas,Cancelled,2023-04-14,N/A,Phú Thọ,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Hà Tĩnh (Khí),Domestic gas,Cancelled,2023-04-14,N/A,Hà Tĩnh,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
Nhà máy Nhiệt điện Ninh Thuận (Khí),Domestic gas,Cancelled,2023-04-14,N/A,Ninh Thuận,600.0,HIGH,MOIT PDP8 (2023),GEM Vietnam Gas Tracker,
