name,fuel,status,cod,province,capacity_mwe
Uong Bi Power Plant,Coal,Operational,1994,Quang Ninh,600
Duyen Hai Power Plant,Coal,Operational,1995,Thanh Hoa,600
Hai Duong Power Plant,Coal,Operational,1996,Hai Duong,600
Mai Duong Power Plant,Coal,Operational,1995,Nam Dinh,600
Cao Lanh Power Plant,Coal,Operational,2015,Dong Nai,1200
Nhat Tan Power Plant,Coal,Operational,2015,Hanoi,1200
Hiep Phuoc Power Plant,Coal,Operational,2014,Binh Duong,1200
Long Son Power Plant,Coal,Operational,1992,Binh Thuan,300
Quynh Nhon Power Plant,Coal,Operational,1995,Binh Dinh,600
Song Hau Power Plant,Natural Gas,Operational,2012,An Giang,250
Da Nang Power Plant (LNG),LNG,Operational,2015,Da Nang,150
Thai Son Power Plant,Natural Gas,Planned,2027,Hai Phong,300
Bac Ninh Gas Power Plant,Natural Gas,Planned,2026,Bac Ninh,200
Kien Giang LNG Power Plant,LNG,Planned,2028,Kien Giang,400
Bac Ninh Coal Power Plant,Coal,Planned,2025,Bac Ninh,800
Quang Ninh Coal Expansion,Coal,Planned,2026,Quang Ninh,600
