name,fuel,status,cod,province,capacity_mwe
Pha Lai 1 TPP,Coal,Operational,1992,Hai Duong,440
Pha Lai 2 TPP,Coal,Operational,2001,Hai Duong,960
Cam Pha I TPP,Coal,Operational,1997,Quang Ninh,300
Cam Pha II TPP,Coal,Operational,2001,Quang Ninh,600
Quang Ninh TPP,Coal,Operational,2009-2011,Quang Ninh,1200
Uong Bi TPP,Coal,Operational,2009,Quang Ninh,700
Mong Duong 1 TPP,Coal,Operational,2015,Quang Ninh,1080
Mong Duong 2 TPP,Coal,Operational,2015,Quang Ninh,1242
Thang Long TPP,Coal,Operational,2018,Quang Ninh,600
Ha Lan TPP,Coal,Operational,2019,Quang Ninh,1200
Vinh Tan 2 TPP,Coal,Operational,2016,Binh Thuan,1244
Vinh Tan 4 TPP,Coal,Operational,2018,Binh Thuan,1944
Van Phong 1 TPP,Coal,Operational,2018,Khanh Hoa,1200
Vung Ang 1 TPP,Coal,Operational,2016,Ha Tinh,1200
Hung Nghiep Formosa TPP,Coal,Operational,2021,Ha Tinh,1200
Duyen Hai 1 TPP,Coal,Operational,2014,Tra Vinh,638
Duyen Hai 2 TPP,Coal,Operational,2015,Tra Vinh,1244
Duyen Hai 3 TPP,Coal,Operational,2018,Tra Vinh,690
Song Hau 1 TPP,Coal,Operational,2016,Hau Giang,1000
Phu My 2.1 CCGT,Local Natural Gas,Operational,2001,Ba Ria-Vung Tau,577
Phu My 2.2 CCGT,Local Natural Gas,Operational,2002,Ba Ria-Vung Tau,577
Phu My 3.1 CCGT,Local Natural Gas,Operational,2003,Ba Ria-Vung Tau,680
Phu My 3.2 CCGT,Local Natural Gas,Operational,2004,Ba Ria-Vung Tau,680
Phu My 4 TPP,Local Natural Gas,Operational,2005,Ba Ria-Vung Tau,450
O Mon I TPP,Local Natural Gas,Operational,2015,Can Tho,660
Nhon Trach 1 TPP,Local Natural Gas,Operational,2009,Dong Nai,422
Nhon Trach 2 TPP,Local Natural Gas,Operational,2013,Dong Nai,750
Duyen Hai 4 TPP,Coal,Under Construction,2025 (planned),Tra Vinh,1388
Song Hau 2 TPP,Coal,Under Construction,2026 (planned),Hau Giang,2000
Quang Trach 1 TPP,Coal,Under Construction,2027 (planned),Quang Binh,1200
Nhon Trach 3&4 TPP,Imported LNG,Under Construction,2027-2028 (planned),Dong Nai,1500
Cai Mep TPP,Imported LNG,Planning,2028 (planned),Ba Ria-Vung Tau,1500
Long An 1 TPP,Imported LNG,Planning,2030 (planned),Long An,1500
Hai Lang 1 TPP,Imported LNG,Planning,2030 (planned),Quang Tri,1500
Bac Lieu LNG TPP,Imported LNG,Planning,2030 (planned),Bac Lieu,3000
Quang Tri 1 TPP,Imported LNG,Planning,2030 (planned),Quang Tri,1500
