name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uong Bi,Coal,Operational,1990s,Quang Ninh,105.0,,,
Uong Bi Mo Rong II,Coal,Operational,2010s,Quang Ninh,330.0,,,
Pha Lai I,Coal,Operational,1990s,Hai Duong,440.0,,,
Pha Lai II,Coal,Operational,2000s,Hai Duong,600.0,,,
Ninh Binh,Coal,Operational,2010s,Ninh Binh,100.0,,,
Hai Phong I,Coal,Operational,2010s,Hai Phong,300.0,,,
Quang Ninh I,Coal,Operational,2010s,Quang Ninh,300.0,,,
Na Duong,Coal,Operational,2010s,Quang Ninh,111.0,,,
Cao Nhan,Coal,Operational,2010s,Quang Ninh,115.0,,,
Cam Pha,Coal,Operational,2010s,Quang Ninh,600.0,,,
Son Dong,Coal,Operational,2010s,Quang Ninh,220.0,,,
Formosa,Coal,Operational,2016,Ha Tinh,150.0,,,
Thủ Đức,Oil/Gas,Operational,1990s,Ho Chi Minh City,165.0,,,
Cần Thơ,Oil/Gas,Operational,2010s,Can Tho,33.0,,,
Ô Môn I,Oil/Gas,Operational,2010s,Can Tho,330.0,,,
Hiệp Phước,Oil/Gas,Operational,2010s,Ho Chi Minh City,375.0,,,
Bourbon,Oil/Gas,Operational,2010s,Ho Chi Minh City,24.0,,,
Phú Mỹ I,Gas,Operational,2000s,Ba Ria - Vung Tau,1090.0,,,
Phú Mỹ II.1,Gas,Operational,2000s,Ba Ria - Vung Tau,900.0,,,
Phú Mỹ IV,Gas,Operational,2010s,Ba Ria - Vung Tau,450.0,,,
Thu Duc,Gas,Operational,2010s,Ho Chi Minh City,128.0,,,
Can Tho,Gas,Operational,2010s,Can Tho,150.0,,,
Bà Ria,Gas,Operational,2010s,Ba Ria - Vung Tau,389.0,,,
Nhơn Trạch I,Gas,Operational,2000s,Dong Nai,465.0,,,
Nhơn Trạch II,Gas,Operational,2000s,Dong Nai,750.0,,,
Cà Mau I,Gas,Operational,2010s,Ca Mau,750.0,,,
Cà Mau II,Gas,Operational,2010s,Ca Mau,750.0,,,
Phú Mỹ II.2 BOT,Gas,Operational,2010s,Ba Ria - Vung Tau,740.0,,,
Phú Mỹ III BOT,Gas,Operational,2010s,Ba Ria - Vung Tau,740.0,,,
Vê Dan,Gas,Operational,2010s,Ba Ria - Vung Tau,72.0,,,
Dam Phú Mỹ,Gas,Operational,2010s,Ba Ria - Vung Tau,21.0,,,
Thai Binh I,Coal,Operational,2017,Thai Binh,600.0,,,
Vinh Tan 2,Coal,Operational,2010s,Binh Thuan,1244.0,,,
Mong Duong 1,Coal,Operational,2010s,Quang Ninh,1080.0,,,
Uong Bi Extension 1,Coal,Operational,2010s,Quang Ninh,300.0,,,
Uong Bi Extension 2,Coal,Operational,2010s,Quang Ninh,330.0,,,
Quang Ninh 1,Coal,Operational,2010s,Quang Ninh,600.0,,,
Quang Ninh 2,Coal,Operational,2010s,Quang Ninh,600.0,,,
Duyen Hai 1,Coal,Operational,2010s,Thai Binh,1244.0,,,
Duyen Hai 3,Coal,Operational,2010s,Thai Binh,1245.0,,,
Nghi Son 1,Coal,Operational,2010s,Thanh Hoa,600.0,,,
Thái Bình,Imported LNG,Planned,2030,Thai Binh,4500.0,,,
LNG Quảng Ninh,Imported LNG,Planned,2030,Quang Ninh,1500.0,,,
LNG Nghi Sơn,Imported LNG,Planned,2030,Thanh Hoa,1500.0,,,
LNG Quảng Trạch II,Imported LNG,Planned,2030,Quang Binh,1500.0,,,
LNG Hải Lăng,Imported LNG,Planned,2027,Quang Tri,1500.0,,,
LNG Cà Ná,Imported LNG,Planned,2026,Binh Thuan,1500.0,,,
LNG Long Sơn,Imported LNG,Planned,2035,Ba Ria - Vung Tau,1500.0,,,
LNG Bạc Liêu,Imported LNG,Planned,2030,Bac Lieu,3200.0,,,
NMNĐ Na Dương II,Coal,Under Construction,2023,Quang Ninh,110.0,,,
NMNĐ An Khánh - Bắc Giang,Coal,Under Construction,2030,Bac Giang,650.0,,,
NMNĐ Vũng Áng II,Coal,Under Construction,2026,Ha Tinh,1330.0,,,
NMNĐ Quảng Trạch I,Coal,Under Construction,2025,Quang Binh,1403.0,,,
NMNĐ Vân Phong I,Coal,Under Construction,2030,Khanh Hoa,1432.0,,,
NMNĐ Long Phú I,Coal,Under Construction,2026,Soc Trang,1200.0,,,
NMNĐ Công Thanh,Coal,Delayed,2024,Thanh Hoa,600.0,,,
NMNĐ Nam Định I,Coal,Delayed,2030,Nam Dinh,1200.0,,,
NMNĐ Quảng Trị,Coal,Delayed,2030,Quang Tri,1320.0,,,
NMNĐ Vĩnh Tân III,Coal,Delayed,2030,Binh Thuan,1980.0,,,
NMNĐ Sông Hậu II,Coal,Delayed,2030,Hau Giang,2120.0,,,
