name,fuel,status,cod,province,capacity_mwe
Sơn La,Hydro,,2012,Son La,2400
Hòa Bình,Hydro,,1994,Hoa Binh,1920
Tuyên Quang,Hydro,,2008,Tuyen Quang,342
IaLy,Hydro,,2009,Gia Lai,720
Sê San 3,Hydro,,2006,Gia Lai,260
Sê San 4,Hydro,,2009,Gia Lai,360
Buôn Tua Srah,Hydro,,2010,Dak Lak,86
Buôn Kuôp,Hydro,,2009,Dak Lak,280
Srêpôk 3,Hydro,,2009,Dak Lak,220
Tri An,Hydro,,1988,Dong Nai,420
An Khê,Hydro,,2011,Gia Lai,160
Sông Tranh 2,Hydro,,2011,Quang Nam,190
Dong Nai 3,Hydro,,2015,Dong Nai,180
Thác Bà,Hydro,,1971,Yen Bai,120
Vĩnh Sơn,Hydro,,1994,Phu Yen,66
Song Hinh,Hydro,,1995,Phu Yen,70
Thác Mơ,Hydro,,2005,Binh Phuoc,150
A Vương,Hydro,,2008,Quang Nam,210
Song Ba Ha,Hydro,,2009,Phu Yen,220
Sê San 3A,Hydro,,2010,Gia Lai,108
Bắc Bình,Hydro,,2011,Binh Thuan,33
Đà Nhim - Sông Pha,Hydro,,1964,Lam Dong,167
Hàm Thuận,Hydro,,2001,Binh Thuan,300
Đa Mi,Hydro,,2001,Binh Thuan,175
Uông Bí,Coal,Operational,1976,Quang Ninh,105
Phả Lại I,Coal,Operational,1984,Hung Yen,440
Phả Lại II,Coal,Operational,2002,Hung Yen,600
Ninh Bình,Coal,Operational,1979,Ninh Binh,100
Hải Phòng I,Coal,Operational,1981,Haiphong,300
Quảng Ninh I,Coal,Operational,2006,Quang Ninh,300
Na Dương,Coal,Operational,2005,Lang Son,111
Cao Ngan,Coal,Operational,2006,Thai Nguyen,115
Cẩm Phả,Coal,Operational,2011,Quang Ninh,600
Sơn Đông,Coal,Operational,2014,Quang Ninh,220
Formosa,Coal,Operational,2015,Ha Tinh,150
Thủ Đức,Oil,Operational,1966,Ho Chi Minh City,165
Cần Thơ,Oil,Operational,1975,Can Tho,33
Ô Môn I,Gas,Operational,2009,Can Tho,330
Hiệp Phước,Oil,Operational,2001,Ho Chi Minh City,375
Bourbon,Oil,Operational,2002,Ho Chi Minh City,24
Phú Mỹ I,Gas,Operational,2000,Ba Ria-Vung Tau,1090
Phú Mỹ II.1,Gas,Operational,2004,Ba Ria-Vung Tau,900
Phú Mỹ IV,Gas,Operational,2004,Ba Ria-Vung Tau,450
Bà Rịa,Gas,Operational,2008,Ba Ria-Vung Tau,389
Nhơn Trạch I,Gas,Operational,2008,Dong Nai,465
Nhơn Trạch II,Gas,Operational,2011,Dong Nai,750
Cà Mau I,Gas,Operational,2008,Ca Mau,750
Cà Mau II,Gas,Operational,2008,Ca Mau,750
Phú Mỹ II.2 BOT,Gas,Operational,2005,Ba Ria-Vung Tau,740
Phú Mỹ III BOT,Gas,Operational,2004,Ba Ria-Vung Tau,740
Vê Dan,Gas,Operational,2004,Binh Dinh,72
Đạm Phú Mỹ,Gas,Operational,2004,Ba Ria-Vung Tau,21
EVN's Power Corporations,Diesel,Operational,,,285
Amata,Diesel,Operational,1996,Dong Nai,14
Uông Bí MR II,Coal,Operational,2011,Quang Ninh,330
Na Dương II,Coal,Under Construction,2023,Lang Son,110
An Khánh - Bắc Giang,Coal,Under Construction,2023,Bac Giang,650
Vũng Áng II,Coal,Under Construction,2024,Ha Tinh,1330
Quảng Trạch I,Coal,Under Construction,2024,Quang Binh,1403
Vân Phong I,Coal,Under Construction,2023,Khanh Hoa,1432
Long Phú I,Coal,Under Construction,2023,Soc Trang,1200
Cẩm Thanh,Coal,Delayed,2024,Quang Ninh,600
Nam Định I,Coal,Delayed,2024,Nam Dinh,1200
Quảng Trị,Coal,Delayed,2026,Quang Tri,1320
Vĩnh Tân III,Coal,Delayed,2025,Binh Thuan,1980
