name,fuel,status,cod,province,capacity_mwe
---,,,,,0
### **LNG Import Terminals (Planned)**,,,,,0
Soc Trang LNG Terminal,,Planned,FID 2025,,0
Ba Ria,,Bid Phase,FID late 2024,,0
---,,,,,0
### **Gas-Fired Power Plants (Planned)**,,,,,0
Lach Huyen 1-2,,Planned,2028-2030,,1500
O Mon II,,JV (EVN),Planned,,0
O Mon III,,JV (EVN),Planned,,0
O Mon IV,,Planned,FID 2025,,1337
O Mon V,,Planned,FID 2026,,1000
Thi Vai 3,,Planned,FID 2027,,762
Thi Vai 4,,Planned,FID 2028,,762
Khanh Hoa LNG Plant,,FID 2027,Khanh Hoa,,0
Nha Trang LNG Plant,,FID 2028,Khanh Hoa,,0
Quang Tri LNG Plant,,FID 2029,Quang Tri,,0
Quang Nam LNG Plant,,FID 2028,Quang Nam,,0
Thanh Hoa LNG Plant,,FID 2029,Thanh Hoa,,0
Soc Trang LNG Plant (Ph IV),,FID 2031,Soc Trang,,0
Hai Phong LNG Plant,,FID 2030,Hai Phong,,0
Phu My CCGT Expansion,,FID 2027,Phu My,,0
---,,,,,0
### **Coal-to-LNG Conversion (PDP8 Flexibility Option)**,,,,,0
Vinh Tan 3 Coal Extension,,FID 2029,Binh Thuan,,0
---,,,,,0
### **PDP7 Plants (Mostly Shelved or Delayed)**,,,,,0
Quan Trieu 2 (PDP7),,Planned,FID 2018 (Expired),,755
Ca Mau 3-4 (PDP7),,Mothballed since 2020,Cao Mau,,0
Ninh Thuan LNG (PDP7),,Shelved 2018,Ninh Thuan,,0
Vung Tau LNG (PDP7),,Shelved 2019,Vung Tau,,0
---,,,,,0
### **Existing Gas-Fired Plants (Operational or Mothballed)**,,,,,0
Phu My 1,,Operational,1997,,1090
Phu My 2.1,,Operational,2002,,715
Phu My 3,,Operational,2004,,488
Phu My 4,,Operational,2011,,488
O Mon I,,Operational (retired reliables),2004,,684
Ca Mau 1-2,,Mothballed 2022,Cao Mau,,0
Dong Nai 1-2,,Mothballed 2022,Dong Nai,,0
---,,,,,0
