match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khanh - Bac Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
exact,An Khánh 1,An Khanh 1,thai nguyen,thai nguyen,coal,coal,116.0,100.0,13.8,True,True,True,,
exact_capacity_diff,Bà Rịa GT,An Khe Biomass #1,ba ria - vung tau,gia lai,gas,unknown,46.0,55.0,19.6,False,False,False,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu LNG,bac lieu,bac lieu,coal,imported gas,1200.0,1600.0,33.3,False,False,True,,
exact,Cam Pha 3,Cam Pha 3,quang ninh,quang ninh,coal,coal,440.0,440.0,0.0,True,False,True,,
exact,Cao Ngạn,Cao Ngan,thai nguyen,thai nguyen,coal,coal,114.0,115.0,0.9,True,True,True,,
exact,Cong Thanh,Cong Thanh,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,False,True,,
exact,Cà Mau I,Ca Mau 1,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact,Cà Mau II,Ca Mau 2,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact_capacity_diff,Cẩm Phả 1,Quang Tri (Bao Vang gas),quang ninh,quang tri,coal,coal,340.0,340.0,0.0,True,False,False,,
fuzzy_capacity_diff,Cẩm Phả 2,Cam Pha 1-2,quang ninh,quang ninh,coal,coal,340.0,600.0,76.5,True,True,True,,
exact_capacity_diff,Dong Nai Formosa,Can Tho (gas turbine),đong nai,can tho,coal,gas,150.0,150.0,0.0,False,False,False,,
exact_capacity_diff,Dong Nai Formosa,Bac Giang 1,đong nai,bac giang,coal,coal,300.0,300.0,0.0,True,True,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Rang Dong Cogeneration,lao cai,not specified,coal,unknown,100.0,100.0,0.0,False,False,False,,
fuzzy_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase I,Dung Quat III,quang ngai,quang ngai,coal,gas,2400.0,750.0,68.8,False,False,True,,
fuzzy_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Dung Quat II,quang ngai,quang ngai,coal,gas,2000.0,750.0,62.5,False,False,True,,
exact,Duyen Hai 1,Duyen Hai 1,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact_capacity_diff,Duyen Hai 2,Vinh Tan 6-2,tra vinh,binh thuan,coal,coal,600.0,600.0,0.0,True,False,False,,
exact,Duyen Hai 3,Duyen Hai 3,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact,Duyen Hai 3 Extension,Duyen Hai 3 Extension,tra vinh,tra vinh,coal,coal,660.0,660.0,0.0,True,True,True,,
exact,Duyên Hải 2,Duyen Hai 2,tra vinh,tra vinh,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact,Formosa HT2,Formosa HT2,ha tinh,ha tinh,coal,unknown,650.0,650.0,0.0,False,False,True,,
exact_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,TBKHH Mien Trung #2,ha tinh,quang tri or quang ngai,coal,gas,450.0,450.0,0.0,False,False,False,,
fuzzy_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,LNG Ha Tinh,ha tinh,ha tinh,coal,imported gas,450.0,6000.0,1233.3,False,True,True,,
exact,Hai Duong,Hai Duong,hai duong,hai duong,coal,coal,1200.0,1200.0,0.0,True,True,True,,
fuzzy,Hai Ha CHP Phase 1,Hai Ha 2,quang ninh,quang ninh,coal,coal,150.0,150.0,0.0,True,False,True,,
fuzzy_capacity_diff,Hai Ha CHP Phase 2,Hai Ha 4,quang ninh,quang ninh,coal,coal,750.0,600.0,20.0,True,True,True,,
fuzzy,Hai Ha CHP Phase 3,Hai Ha 3,quang ninh,quang ninh,coal,coal,600.0,600.0,0.0,True,True,True,,
fuzzy_capacity_diff,Hai Ha CHP Phase 4,Hai Ha 1,quang ninh,quang ninh,coal,coal,600.0,150.0,75.0,True,False,True,,
exact,Hai Phong 1,Hai Phong 1,hai phong,hai phong,coal,coal,600.0,600.0,0.0,True,True,True,,
exact,Hai Phong 2,Hai Phong 2,hai phong,hai phong,coal,coal,600.0,600.0,0.0,True,True,True,,
fuzzy_capacity_diff,Hai Phong 3,LNG Hai Phong I,hai phong,hai phong,coal,coal,1200.0,1500.0,25.0,True,False,True,,
