match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khánh - Bắc Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
exact_capacity_diff,An Khánh 1,Điện sinh khối An Khê #1,thai nguyen,gia lai,coal,unknown,116.0,55.0,52.6,False,True,False,,
exact_capacity_diff,Bà Rịa GT,Amata,ba ria - vung tau,dong nai,gas,unknown,46.0,14.0,69.6,False,True,False,,
exact,Bạc Liêu 1,Bạc Liêu 1,bac lieu,bac lieu,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact,Cam Pha 3,Cẩm Phả 3,quang ninh,quang ninh,coal,coal,440.0,440.0,0.0,True,False,True,,
exact_capacity_diff,Cao Ngạn,Điện sinh khối An Khê #2,thai nguyen,gia lai,coal,unknown,114.0,55.0,51.8,False,True,False,,
exact,Cong Thanh,Công Thanh,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,False,True,,
exact,Cà Mau I,Cà Mau I,ca mau,ca mau,gas,unknown,771.0,750.0,2.7,False,True,True,,
exact,Cà Mau II,Cà Mau II,ca mau,ca mau,gas,unknown,771.0,750.0,2.7,False,True,True,,
exact_capacity_diff,Cẩm Phả 1,Đồng phát Rạng Đông,quang ninh,nam đinh,coal,coal,340.0,100.0,70.6,True,False,False,,
fuzzy_capacity_diff,Cẩm Phả 2,Cam Pha 1 & 2,quang ninh,quang ninh,coal,coal,340.0,600.0,76.5,True,True,True,,
exact_capacity_diff,Dong Nai Formosa,Lục Nam #1,đong nai,bac giang,coal,coal,150.0,50.0,66.7,True,False,False,,
exact_capacity_diff,Dong Nai Formosa,Cao Nhan,đong nai,quang ninh,coal,coal,300.0,115.0,61.7,True,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,NĐ đồng phát Đức Giang,lao cai,hanoi,coal,unknown,100.0,100.0,0.0,False,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase I,LNG Long Sơn I,quang ngai,ba ria - vung tau,coal,unknown,2400.0,1200.0,50.0,False,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Đồng phát Hải Hà 3,quang ngai,quang ninh,coal,coal,2000.0,600.0,70.0,True,False,False,,
exact,Duyen Hai 1,Duyên Hải 1,tra vinh,tra vinh,coal,coal,1244.0,1244.0,0.0,True,True,True,,
exact_capacity_diff,Duyen Hai 2,NĐ đồng phát Hải Hà 3,tra vinh,quang ninh,coal,unknown,600.0,600.0,0.0,False,False,False,,
exact,Duyen Hai 3,Duyên Hải 3,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact_capacity_diff,Duyen Hai 3 Extension,Various Power Corporations (EVN's),tra vinh,various,coal,unknown,660.0,285.0,56.8,False,True,False,,
exact_capacity_diff,Duyên Hải 2,NĐ Formosa Đồng Nai #3,tra vinh,dong nai,coal,unknown,1200.0,150.0,87.5,False,True,False,,
exact,Formosa HT2,Formosa HT2 (Multi-fuel),ha tinh,ha tinh,coal,unknown,650.0,650.0,0.0,False,False,True,,
exact_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,Bourbon (Phú Mỹ 2.2),ha tinh,ba ria - vung tau,coal,unknown,450.0,24.0,94.7,False,False,False,,
fuzzy_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,LNG Hà Tĩnh (KCN Vũng Áng),ha tinh,6000,coal,unknown,450.0,0.0,100.0,False,False,False,,
fuzzy,Hai Duong,Hải Dương 1 & 2,hai duong,hai duong,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact_capacity_diff,Hai Ha CHP Phase 1,NĐ đồng phát Hải Hà 1,quang ninh,quang ninh,coal,unknown,150.0,150.0,0.0,False,False,True,,
exact_capacity_diff,Hai Ha CHP Phase 2,NMĐ sinh khối KCP #1,quang ninh,phu yen,coal,unknown,750.0,30.0,96.0,False,False,False,,
exact_capacity_diff,Hai Ha CHP Phase 3,NĐ khí dư Hòa Phát II,quang ninh,hung yen,coal,unknown,600.0,300.0,50.0,False,False,False,,
exact_capacity_diff,Hai Ha CHP Phase 4,Dam Phú Mỹ,quang ninh,ba ria - vung tau,coal,unknown,600.0,21.0,96.5,False,False,False,,
exact,Hai Phong 1,Hải Phòng 1,hai phong,hai phong,coal,coal,600.0,300.0,50.0,True,True,True,,
exact_capacity_diff,Hai Phong 2,Đồng phát Hải Hà 1,hai phong,quang ninh,coal,coal,600.0,300.0,50.0,True,False,False,,
exact_capacity_diff,Hai Phong 3,Kiên Lương 1,hai phong,kien giang,coal,coal,1200.0,1200.0,0.0,True,False,False,,
exact,Hải Phòng,LNG Hải Phòng (potential),hai phong,4500,gas,unknown,500.0,0.0,100.0,False,False,False,,
fuzzy_capacity_diff,LNG Bà Rịa 2,Bà Ria,ba ria - vung tau,ba ria - vung tau,gas,unknown,1200.0,389.0,67.6,False,False,True,,
exact,LNG Bình Định,LNG Bình Định,binh đinh,5000,gas,unknown,5000.0,0.0,100.0,False,False,False,,
exact,LNG Bạc Liêu,LNG Bạc Liêu,bac lieu,bac lieu,gas,unknown,3200.0,3200.0,0.0,False,True,True,,
exact,LNG Bến Tre,LNG Bến Tre (potential),ben tre,?,gas,unknown,3000.0,0.0,100.0,False,False,False,,
exact,LNG Chân Mây,LNG Chân Mây (Huế),hue,4000,gas,unknown,4000.0,0.0,100.0,False,False,False,,
exact,LNG Cà Mau 1,LNG Cà Mau 1,ca mau,ca mau,gas,unknown,1500.0,0.0,100.0,False,True,True,,
