name,fuel,status,cod,province,capacity_mwe
Hoa Binh,Coal (domestic),Operational,1988-2012,Hoa Binh,1920
Pha Lai 1,Coal (domestic),Operational,1986,Haiphong,440
Pha Lai 2,Coal (domestic),Operational,2001-2005,Haiphong,600
Ninh Binh,Coal (domestic),Operational,1979-1985,Ninh Binh,100
Uong Bi,Coal (domestic),Operational,1975-2006,Quang Ninh,0
Uong Bi Extension 1,Coal (domestic),Operational,2006,Quang Ninh,300
Uong Bi Extension 2,Coal (domestic),Operational,2011,Quang Ninh,330
Quang Ninh 1,Coal (imported),Operational,2011,Quang Ninh,600
Quang Ninh 2,Coal (imported),Operational,2014,Quang Ninh,600
Hai Phong 1,Coal (imported),Operational,2011,Haiphong,600
Hai Phong 2,Coal (imported),Operational,2014,Haiphong,600
Mong Duong 1,Coal (imported),Operational,2015,Quang Ninh,1080
Mong Duong 2,Coal (imported),Operational,2015,Quang Ninh,1240
Cam Pha,Coal (domestic),Operational,2010,Quang Ninh,600
Na Duong,Coal (domestic),Operational,2014,Lang Son,111
Cao Ngan,Coal (domestic),Operational,2014,Thai Nguyen,115
Son Dong,Coal (domestic),Operational,2015,Bac Giang,220
Formosa Ha Tinh,Coal (imported),Operational,2016-2020,Ha Tinh,0
Vung Ang 1,Coal (imported),Operational,2015-2016,Ha Tinh,1200
Vung Ang 2,Coal (imported),Under Construction,2026,Ha Tinh,1320
Vung Ang 3,Coal (imported),Cancelled,-,Ha Tinh,2400
Quang Trach 1,Coal (imported),Under Construction,2024-2025,Quang Binh,1200
Quang Trach 2,Coal (imported),Planned,2026,Quang Binh,1200
Nghi Son 1,Coal (imported),Operational,2013,Thanh Hoa,300
Nghi Son 2,Coal (imported),Under Construction,2022,Thanh Hoa,1200
Quynh Lap 1,Coal (imported),Planned,2026,Nghe An,1200
Quynh Lap 2,Coal (imported),Planned,2027-2028,Nghe An,1200
Cong Thanh,Coal (imported),Delayed,2026,Thanh Hoa,600
Thai Binh 1,Coal (imported),Operational,2017-2018,Thai Binh,600
Thai Binh 2,Coal (imported),Delayed,2021,Thai Binh,1200
Nam Dinh 1,Coal (imported),Delayed,2024-2025,Nam Dinh,1200
Nam Dinh 2,Coal (imported),Planned,2026,Nam Dinh,1200
Hai Duong,Coal (imported),Operational,2021,Haiphong,1200
Hai Phong 3,Coal (imported),Planned,-,Haiphong,1200
Quang Ninh 3,Coal (imported),Planned,2029-2030,Quang Ninh,1200
An Khanh - Bac Giang,Coal (domestic),Under Construction,2023,Bac Giang,650
Na Duong 2,Coal (domestic),Delayed,2023,Lang Son,110
Phu Tho,Coal (imported),Planned,-,Phu Tho,600
Quang Tri 1,Coal (imported),Delayed,2026-2027,Quang Tri,1320
Quang Tri 2,Coal (imported),Planned,-,Quang Tri,2000
Van Phong 1,Coal (imported),Under Construction,2023-2024,Khanh Hoa,1320
Van Phong 2,Coal (imported),Planned,-,Khanh Hoa,1320
Vinh Tan 2,Coal (imported),Operational,2014-2015,Binh Thuan,1244
Vinh Tan 4,Coal (imported),Operational,2017-2018,Binh Thuan,1200
Vinh Tan 4 Extension,Coal (imported),Operational,2019,Binh Thuan,600
Vinh Tan 1,Coal (imported),Operational,2018-2019,Binh Thuan,1200
Vinh Tan 3,Coal (imported),Delayed,2024-2025,Binh Thuan,1980
Binh Dinh 1,Coal (imported),Planned,-,Binh Dinh,1200
Binh Dinh 2,Coal (imported),Planned,-,Binh Dinh,2000
Duyen Hai 1,Coal (imported),Operational,2015,Tra Vinh,1245
Duyen Hai 3,Coal (imported),Operational,2018,Tra Vinh,1245
Duyen Hai 3 Extension,Coal (imported),Operational,2019,Tra Vinh,660
Duyen Hai 2,Coal (imported),Operational,2021-2022,Tra Vinh,1200
Long Phu 1,Coal (imported),Delayed,2026,Soc Trang,1200
Long Phu 2,Coal (imported),Delayed,2029-2030,Soc Trang,1320
Long Phu 3,Coal (imported),Planned,-,Soc Trang,1800
Song Hau 1,Coal (imported),Operational,2021-2022,Hau Giang,1200
Song Hau 2,Coal (imported),Delayed,2027,Hau Giang,2000
Song Hau 3,Coal (imported),Planned,-,Hau Giang,2000
Long An 1,Coal (imported),Cancelled,-,Long An,1200
Long An 2,Coal (imported),Cancelled,-,Long An,1600
Long An 3,Coal (imported),Cancelled,-,Long An,1200
Tan Phuoc 1,Coal (imported),Planned,-,Tien Giang,1200
Tan Phuoc 2,Coal (imported),Planned,-,Tien Giang,1200
Tan Phuoc 3,Coal (imported),Planned,-,Tien Giang,1200
Kien Luong 1,Coal (imported),Cancelled,-,Kien Giang,1200
Kien Luong 2,Coal (imported),Cancelled,-,Kien Giang,1200
Kien Luong 3,Coal (imported),Cancelled,-,Kien Giang,2000
Thang Long,Coal (imported),Operational,2017-2018,Quang Ninh,600
Hai Ha 1,Coal (imported),Operational,2019,Quang Ninh,300
Hai Ha 2,Coal (imported),Planned,2031-2035,Quang Ninh,600
Hai Ha 3,Coal (imported),Planned,2031-2035,Quang Ninh,600
Hai Ha 4,Coal (imported),Planned,2031-2035,Quang Ninh,600
Rang Dong,Coal (imported),Planned,-,Nam Dinh,2400
Kim Son,Coal (imported),Planned,-,Ninh Binh,3000
Phu Tho 1,Coal (imported),Planned,-,Phu Tho,300
Phu Tho 2,Coal (imported),Planned,-,Phu Tho,300
Thai Binh 3,Coal (imported),Planned,-,Thai Binh,4000
Phong Dien,Coal (imported),Planned,-,Thua Thien Hue,2000
Quang Nam,Coal (imported),Planned,-,Quang Nam,4000
Binh Dinh 3,Coal (imported),Planned,-,Binh Dinh,2000
Phu Yen,Coal (imported),Planned,-,Phu Yen,4000
Bac Lieu 1,Coal (imported),Planned,-,Bac Lieu,1200
Bac Lieu 2,Coal (imported),Planned,-,Bac Lieu,1200
An Giang 1,Coal (imported),Planned,-,An Giang,2000
An Giang 2,Coal (imported),Planned,-,An Giang,2000
Pha Lai 3,Coal (domestic),Planned,-,Haiphong,660
Bao Dai,Coal (domestic),Planned,-,Quang Ninh,600
Phú Mỹ 1,Local Natural Gas,Operational,2001,Bà Rịa-Vũng Tàu,1090
Phú Mỹ 2.1,Local Natural Gas,Operational,2004,Bà Rịa-Vũng Tàu,900
Phú Mỹ 4,Local Natural Gas,Operational,2004,Bà Rịa-Vũng Tàu,450
Bà Rịa,Local Natural Gas,Operational,2008,Bà Rịa-Vũng Tàu,389
Nhơn Trạch 1,Local Natural Gas,Operational,2008,Đồng Nai,465
Nhơn Trạch 2,Local Natural Gas,Operational,2011,Đồng Nai,750
Cà Mau 1,Local Natural Gas,Operational,2008,Cà Mau,750
Cà Mau 2,Local Natural Gas,Operational,2008,Cà Mau,750
Ô Môn I,Local Natural Gas,Operational,2014,Cần Thơ,330
Thu Duc,Local Natural Gas,Operational,1966,Ho Chi Minh City,128
Cần Thơ,Local Natural Gas,Operational,2010,Cần Thơ,150
Phú Mỹ 2.2 BOT,LNG,Operational,2005,Bà Rịa-Vũng Tàu,740
Phú Mỹ 3 BOT,LNG,Operational,2003,Bà Rịa-Vũng Tàu,740
Vê Dan,LNG,Operational,2004,Bà Rịa-Vũng Tàu,72
Đạm Phú Mỹ,LNG,Operational,2004,Bà Rịa-Vũng Tàu,21
Nhơn Trạch 3,LNG,Planned,2025,Đồng Nai,750
Nhơn Trạch 4,LNG,Planned,2026,Đồng Nai,750
Ô Môn II,LNG,Planned,2026,Cần Thơ,1050
Ô Môn III,LNG,Planned,2025,Cần Thơ,1050
Ô Môn IV,LNG,Planned,2023,Cần Thơ,1050
TBKHH Dung Quất I,Local Natural Gas,Planned,2024,Quảng Ngãi,750
TBKHH Dung Quất II,Local Natural Gas,Planned,2026,Quảng Ngãi,750
TBKHH Dung Quất III,Local Natural Gas,Planned,2025,Quảng Ngãi,750
TBKHH Miền Trung I,Local Natural Gas,Planned,2024,Quảng Trị/Quảng Ngãi,750
TBKHH Miền Trung II,Local Natural Gas,Planned,2025,Quảng Trị/Quảng Ngãi,750
TBKHH Quảng Trị,Local Natural Gas,Planned,2025,Quảng Trị,340
LNG Quảng Ninh,LNG,Planned,2026-2030,Quảng Ninh,1500
LNG Thái Bình,LNG,Planned,2026-2030,Thái Bình,1500
LNG Nghi Sơn,LNG,Planned,2026-2030,Thanh Hóa,1500
LNG Quảng Trạch II,LNG,Planned,2026-2030,Quảng Bình,1500
LNG Hải Lăng,LNG,Planned,2026-2030,Quảng Trị,1500
LNG Cà Ná,LNG,Planned,2025-2030,Ninh Thuận,1500
LNG Sơn Mỹ II,LNG,Planned,2023-2025,Bình Thuận,2250
LNG BOT Sơn Mỹ I,LNG,Planned,2026-2028,Bình Thuận,2250
LNG Long Sơn,LNG,Planned,2031-2035,Bà Rịa-Vũng Tàu,1500
LNG Hiệp Phước I,LNG,Planned,2021-2030,Ho Chi Minh City,1200
LNG Long An I,LNG,Planned,2025-2030,Long An,1500
LNG Long An II,LNG,Planned,2031-2035,Long An,1500
LNG Bạc Liêu,LNG,Planned,2025-2030,Bạc Liêu,3200
LNG Hải Phòng 1,LNG,Proposed,Post-2030,Hải Phòng,4500
LNG Hải Phòng 2,LNG,Proposed,Post-2030,Hải Phòng,1600
LNG Hải Phòng 3,LNG,Proposed,Post-2030,Hải Phòng,4500
LNG Hải Phòng 4,LNG,Proposed,Post-2030,Hải Phòng,4500
LNG Quảng Ninh 2,LNG,Proposed,Post-2030,Quảng Ninh,1500
LNG Quảng Ninh 3,LNG,Proposed,Post-2030,Quảng Ninh,4500
LNG Quảng Ninh 4,LNG,Proposed,Post-2030,Quảng Ninh,3000
LNG Hà Tĩnh,LNG,Proposed,Post-2030,Hà Tĩnh,6000
LNG Quảng Bình,LNG,Proposed,Post-2030,Quảng Bình,3000
LNG Chân Mây,LNG,Proposed,Post-2030,Thừa Thiên-Huế,4000
LNG Phong Điền,LNG,Proposed,Post-2030,Thừa Thiên-Huế,3000
LNG Quảng Nam,LNG,Proposed,Post-2030,Quảng Nam,4000
LNG Bình Định,LNG,Proposed,Post-2030,Bình Định,5000
LNG Vân Phong,LNG,Proposed,Post-2030,Khánh Hòa,3000
LNG Mỹ Giang,LNG,Proposed,Post-2030,Khánh Hòa,6000
LNG Cà Ná II,LNG,Proposed,Post-2030,Ninh Thuận,1500
LNG Cà Ná III,LNG,Proposed,Post-2030,Ninh Thuận,3000
LNG Mũi Kê Gà,LNG,Proposed,Post-2030,Bình Thuận,3600
