name,fuel,status,cod,province,capacity_mwe
Vung Ang 1,Coal,Operational,2018,Ha Tinh,1200
Vung Ang 2,Coal,Operational,2022,Ha Tinh,1200
Duyen Hai 1,Coal,Operational,2015,Tra Vinh,1245
Duyen Hai 2,Coal,Operational,2016,Tra Vinh,1200
Duyen Hai 3 Expanded,Coal,Operational,2016,Tra Vinh,720
Duyen Hai 3 (CCGT),Local Natural Gas,Operational,2016,Tra Vinh,750
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1120
Vinh Tan 1,Coal,Operational,2018,Binh Thuan,1200
Vinh Tan 2,Coal,Operational,2014,Binh Thuan,1244
Vinh Tan 4,Coal,Operational,2018,Binh Thuan,1200
Nghi Son 1,Coal,Operational,2013,Thanh Hoa,600
Nghi Son 2,Coal,Operational,2023,Thanh Hoa,1200
Quang Trach 1,Coal,Operational,2022,Quang Binh,1200
Song Hau 1,Coal,Operational,2022,Hau Giang,1200
Hai Phong 1 & 2,Coal,Operational,2016,Hai Phong,1200
Thai Binh 1,Coal,Under Construction,Expected 2025,Thai Binh,600
Thai Binh 2,Coal,Under Construction,Expected 2025,Thai Binh,1200
Van Phong 1,Coal,PDP VII - Shelved,Postponed Indefinitely,Khanh Hoa,1320
Long Phu 1,Coal,PDP VII - Shelved,N/A,Soc Trang,1200
Long Phu 2,Coal,PDP VII - Shelved,N/A,Soc Trang,1200
Long Phu 3,Coal,PDP VII - Shelved,N/A,Soc Trang,1200
Nam Dinh 1,Coal,PDP VII - Shelved,N/A,Nam Dinh,1200
Quynh Lap 1 & 2,Coal,PDP VII - Shelved,N/A,Nghe An,2400
Vinh Tan 3,Coal,PDP VII - Shelved,N/A,Binh Thuan,2000
Song Hau 2,Coal,PDP VII - Shelved,N/A,Hau Giang,2000
An Khanh,Coal,Cancelled,N/A,Thai Nguyen,650
Nhon Trach 1,Local Natural Gas,Operational,2009,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operational,2011,Dong Nai,750
Nhon Trach 3 & 4,Imported LNG,Under Construction,Expected 2025-2026,Dong Nai,1500
Ca Mau 1,Local Natural Gas,Operational,2008,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operational,2008,Ca Mau,750
O Mon 1,Local Natural Gas,Operational,2003,Can Tho,330
O Mon 3,Local Natural Gas,Operational,2023,Can Tho,1050
O Mon 4,Local Natural Gas,Operational,2023,Can Tho,1050
Phu My Complex (Blocks 1-4),Local Natural Gas,Operational,2002-2005,Ba Ria - Vung Tau,0
Son My 1,Imported LNG,PDP VIII - Planned,Expected 2027-2028,Binh Thuan,2250
Son My 2,Imported LNG,PDP VIII - Planned,Expected 2030+,Binh Thuan,2250
Bac Lieu LNG,Imported LNG,PDP VIII - Planned,Expected 2027-2028,Bac Lieu,0
Quang Ninh LNG,Imported LNG,PDP VIII - Planned,Expected 2030+,Quang Ninh,1500
Hai Lang LNG (Phase 1),Imported LNG,PDP VIII - Planned,Expected 2030+,Quang Tri,1500
Thai Binh LNG,Imported LNG,PDP VIII - Planned,Expected 2030+,Thai Binh,1500
Long Son LNG,Imported LNG,PDP VIII - Planned,Expected 2030+,Ba Ria - Vung Tau,1500
Ca Na LNG,Imported LNG,PDP VIII - Planned,Expected 2030+,Ninh Thuan,1500
Quang Trach 2,Imported LNG,PDP VIII - Planned,Expected 2030+,Quang Binh,1500
Khanh Hoa LNG (Bac Van Phong),Imported LNG,PDP VIII - Planned,Expected 2030+,Khanh Hoa,1500
Hiep Phuoc (Extension),Imported LNG,PDP VIII - Planned,Expected 2030+,Ho Chi Minh City,0
Can Tho 3,Imported LNG / Local Gas,PDP VIII - Planned,Expected 2030+,Can Tho,750
Kien Luong 1,Local Natural Gas / LNG,PDP VII - Shelved,N/A,Kien Giang,1200
Kien Luong 2,Local Natural Gas / LNG,PDP VII - Shelved,N/A,Kien Giang,1200
Kien Luong 3,Coal,PDP VII - Shelved,N/A,Kien Giang,1200
Tan Phuoc (Tien Giang),Imported LNG,PDP VII - Shelved,N/A,Tien Giang,1500
Hai Phong 3,Imported LNG,PDP VII - Shelved,N/A,Hai Phong,1500
Nghi Son LNG,Imported LNG,PDP VII - Shelved,N/A,Thanh Hoa,4000
Chu Lai LNG,Imported LNG,PDP VII - Shelved,N/A,Quang Nam,1500
Ke Ga LNG,Imported LNG,PDP VII - Shelved,N/A,Binh Thuan,3600
