name,fuel,status,cod,province,capacity_mwe
Nhơn Trạch 2,Natural gas (Lô B),Operating,,Đồng Nai,750
Ô Môn 1,Natural gas (Lô B),Operating,,Cần Thơ,660
Ô Môn 2,Natural gas (Lô B),Operating,,Cần Thơ,750
Ô Môn 3,Natural gas (Lô B),Operating,,Cần Thơ,750
Ô Môn 4,Natural gas (Lô B),Operating,,Cần Thơ,750
Hiệp Phước,Natural gas (Lô B),Operating,,Ho Chi Minh City,370
Bà Rịa,Natural gas (Lô B),Operating,,Bà Rịa Vũng Tàu,389
Kiên Giang,Natural gas,2021–2025,,Operating,0
Quảng Trị (Báo Vàng),Natural gas,Proposed/Planned,,Quảng Trị,340
Dung Quất 1,Natural gas,Operating,,Quảng Ngãi,750
Dung Quất 2,Natural gas,Operating,,Quảng Ngãi,750
Dung Quất 3,Natural gas,Operating,,Quảng Ngãi,750
Quảng Trị (Sơn Mỹ II) 1-3,Natural gas,Proposed/Planned,,Quảng Ngãi (?),0
Phú Mỹ 2.1,Natural gas,Proposed/Planned,,Phú Yên?,896
Phú Mỹ 1,Natural gas,Operating,,Phú Yên?,1108
Phú Mỹ 4,Natural gas,Operating,,Phú Yên?,458
Hải Phòng 1,LNG Import,Proposed/Planned,,Tổng hợp,1500
Hải Phòng 2,LNG Import,Proposed/Planned,,Tổng hợp,1500
Hải Phòng 3,LNG Import,Proposed/Planned,,Tổng hợp,1500
Hải Phòng 4,LNG Import,Proposed/Planned,,Tổng hợp,1500
Thái Bình,LNG Import,Proposed/Planned,,Tổng hợp,3000
Quảng Ninh 1,LNG Import,Operating,,Quảng Ninh,1500
Quảng Ninh 2,LNG Import,Proposed/Planned,,Quảng Ninh,1500
Quảng Ninh 3,LNG Import,Proposed/Planned,,Quảng Ninh,4500
Nghi Sơn 5,LNG Import,Proposed/Planned,,Thanh Hóa,1500
Vũng Áng,LNG Import,Proposed/Planned,,Tổng hợp,3000
Hải Lăng 1,LNG Import,Operating,,Quảng Trị,1500
Chân Mây,LNG Import,Proposed/Planned,,Huế,4000
Mỹ Giang,LNG Import,Proposed/Planned,,Vân Phong,3000
Cà Ná 1,LNG Import,Operating,,Ninh Thuận,1500
Cà Ná 2-3,LNG Import,Proposed/Planned,,Ninh Thuận,4500
Mũi Kê Gà,LNG Import,Proposed/Planned,,Bình Thuận,3600
Sơn Mỹ A + B,LNG Import,Operating,,Mỹ Lai,2500
Long Sơn 2,LNG Import,Proposed/Planned,,Bà Rịa–Vũng Tàu,750
Long Sơn 3,LNG Import,Proposed/Planned,,Bà Rịa–Vũng Tàu,1500
Long Sơn 4,LNG Import,Proposed/Planned,,Bà Rịa–Vũng Tàu,3200
Hiệp Phước 2,LNG Import,Proposed/Planned,,Ho Chi Minh City,825
Phú Mỹ 3.1,LNG Import,Operating,,Phú Yên,850
Bà Rịa 2,LNG Import,Proposed/Planned,,Bà Rịa–Vũng Tàu,1200
Bạc Liêu,LNG Import,Proposed/Planned,,Bạc Liêu,3200
Long An 1,LNG Import,Proposed/Planned,,Long An,1500
Long An 2,LNG Import,Proposed/Planned,,Long An,1500
Phả Lại 1,Coal,Operating,,Hải Dương,440
Phả Lại 2,Coal,Operating,,Hải Dương,600
Uông Bí 1,Coal,Operating,,Quảng Ninh,105
Uông Bí mở rộng,Coal,Operating,,Hải Dương,330
Cẩm Phả 1,Coal,Operating,,Quảng Ninh,600
Cẩm Phả 2,Coal,Operating,,Quảng Ninh,600
Quảng Ninh 1,Coal,Operating,,Mông Dương,600
Quảng Ninh 2,Coal,Operating,,Mông Dương,600
Ninh Bình,Coal,1974,,Operating,0
Nghi Sơn 1,Coal,Operating,,Thanh Hóa,600
Vũng Áng 1,Coal,Operating,,Hà Tĩnh,1200
Vũng Áng 2 (BOT),Coal,Under Construction,,Hà Tĩnh,1330
Duyên Hải 1,Coal,Operating,,Trà Vinh,600
Duyên Hải 2 (BOT),Coal,Under Construction,,Trà Vinh,1200
Duyên Hải 3,Coal,Operating,,Trà Vinh,1980
Vĩnh Tân 1,Coal,BOT,,Phú Yên,1200
Vĩnh Tân 2,Coal,Operating,,Bình Thuận,1244
Vĩnh Tân 3,Coal,BOT,,Bình Thuận,1980
Vĩnh Tân 4,Coal,Operating,,Bình Thuận,1200
Thái Bình 1,Coal,Operating,,Thái Bình,600
Thái Bình 2 (CPV),Coal,Operating,,Thái Bình,1200
Sông Hậu 1,Coal,Operating,,Hậu Giang,1200
Sông Hậu 2,Coal,BOT,,Hậu Giang,2120
Long Phú 1,Coal,Operating,,Sóc Trăng,1200
Long Phú 3,Coal,BOT (changed),,Sóc Trăng,1800
Quy Nhơn 1,Coal,BOT,,Bình Định,600
Na Dương 2,Coal,Operating,,Lạng Sơn,110
Mông Dương 1,Coal,Operating,,Quảng Ninh,420
Mông Dương 2,Coal,Samsung C&T BOT,,Quảng Ninh,800
Mông Dương 3,Coal,Vinacomin BOT,,Quảng Ninh,1200
An Khánh,Coal,BOT,,Phú Thọ,650
Nam Định 1,Coal (BOT),Planned,,Nam Định,1200
Bình Định 1,Coal,Proposed,,Bình Định,600
Bình Định 2,Coal,Proposed,,Bình Định,1200
Nà Dương 2,Coal (Domestic),Operating,,Lạng Sơn,110
An Khánh – Bắc Giang,Coal (Domestic),Operating/Planned,,Bắc Giang,650
Phả Lại 3,Coal (Domestic),BOT,,Phả Lại,660
Thái Bình 2,Coal (Domestic),Operating,,Thái Bình,1200
Than Bảo Đại,Coal (Domestic),Proposed,,Thái Nguyên,600
Quỳnh Lập 1,Coal (Domestic),Operating,,Thanh Hóa,1200
Cẩm Phả 3,Coal (Domestic),Deferring,,Quảng Ninh,600
Formosa 2 Hà Tĩnh,Coal Formosa,Common area,,Hà Tĩnh,0
Thủ Đức 2,Oil,End use,,Hồ Chí Minh,0
