name,fuel,status,cod,province,capacity_mwe
Uông Bí,Coal,Ongoing,,Thái Bình,105
Uông Bí Extension 1,Coal,Ongoing,,Thái Bình,300
Uông Bí Extension 2,Coal,Ongoing,,Thái Bình,330
Phả Lại 1,Coal,Operational,,Quảng Ninh,440
Phả Lại 2,Coal,Operational,,Quảng Ninh,600
Phả Lại 3,Coal,Planned,,Quảng Ninh,660
Ninh Bình,Coal,Operational,,Ninh Bình,100
Hải Phòng I,Coal,Operational,,Hải Phòng,600
Hải Phòng II,Coal,Operational,,Hải Phòng,600
Quảng Ninh I,Coal,Operational,,Quảng Ninh,300
Quảng Ninh II,Coal,Operational,,Quảng Ninh,600
Na Dương,Coal,Ongoing,,Quảng Ninh,110
Cẩm Phả III,Coal,Delayed,,Quảng Ninh,440
Duyên Hải II,Coal,Ongoing,,Trà Vinh,1200
Duyên Hải III,Coal,Operational,,Trà Vinh,2488
Duyên Hải III Extension,Coal,Ongoing,,Trà Vinh,660
Dương Hữu,Coal,Planned,,Hà Tĩnh,2620
Nghi Sơn II,Coal,Ongoing,,Thanh Hóa,1200
Nghi Sơn I,Operational,EVN,,Thanh Hóa,600
Quảng Trạch I,Coal,Delayed,,Quảng Bình,1403
Quảng Trạch II,Coal,Planned,,Quảng Bình,1200
Vũng Áng I,Coal,Operational,,Hà Tĩnh,1200
Vũng Áng II,Coal,Ongoing,,Hà Tĩnh,1330
Vũng Áng III,Coal,Delayed,,Hà Tĩnh,2400
Nam Định I,Coal,Delayed,,Nam Định,1200
Nam Định II,Coal,Planned,,Nam Định,2000
Hải Dương,Coal,Operational,,Hải Dương,1200
Thái Bình I,Coal,Operational,,Thái Bình,600
Thái Bình II,Coal,Ongoing,,Thái Bình,1200
Quảng Trị I,Coal,Delayed,,Quảng Trị,1320
Vĩnh Tân III,Coal,Delayed,,Bình Thuận,2000
Vĩnh Tân IV,Coal,Operational,,Bình Thuận,2400
Vĩnh Tân VI,Coal,Operational,,Bình Thuận,1200
Long Phú I,Coal,Ongoing,,Sóc Trăng,2400
Long Phú II,Coal,Delayed,,Sóc Trăng,1320
Long Phú III,Coal,Ongoing,,Sóc Trăng,1800
Sông Hậu I,Coal,Operational,,Hậu Giang,1200
Sông Hậu II,Coal,Ongoing,,Hậu Giang,2000
Sông Hậu III,Coal,Planned,,Hậu Giang,2000
Tân Phước I,Coal,Delayed,,Tiền Giang,1200
Tân Phước II,Coal,Planned,,Tiền Giang,1200
Tân Phước III,Coal,Planned,,Tiền Giang,1200
Công Thanh,Coal,Delayed,,Thái Bình,600
Kim Sơn,Coal,Planned,,Ninh Bình,3000
Rạng Đông,Coal,Planned,,Nam Định,2400
Long An I,Coal,Delayed,,Long An,1200
Long An II,Coal,Delayed,,Long An,1600
Vân Phong I,Coal,Delayed,,Khánh Hòa,1432
Vân Phong II,Coal,Planned,,Khánh Hòa,1400
Phú Mỹ 1,Coal,Operational,,Bà Rịa,1090
Phú Mỹ 2.1,Coal,Operational,,Bà Rịa,900
Phú Mỹ 4,Coal,Operational,,Bà Rịa,450
Bà Rịa,Coal,Operational,,Bà Rịa,389
Ô Môn I,Coal,Operational,,An Giang,1260
Ô Môn II,Coal,Delayed,,An Giang,1050
Ô Môn III,Coal,Delayed,,An Giang,750
Ô Môn IV,Coal,Delayed,,An Giang,750
Dung Quất I,Coal,Delayed,,Quảng Ngãi,750
Dung Quất II,Coal,Delayed,,Quảng Ngãi,750
Dung Quất III,Coal,Delayed,,Quảng Ngãi,750
Miền Trung I,Coal,Planned,,Quảng Trị,750
Miền Trung II,Coal,Planned,,Quảng Ngãi,750
Sơn Mỹ II,Coal,Delayed,,Bình Dương,2250
Sơn Mỹ I,Coal,Planned,,Bình Dương,2250
Thái Bình I,Gas,Ongoing,,Thái Bình,600
