name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uông Bí,Coal,Operational,2000,Quảng Ninh,105.0,EVN_AR_2010_2011,,Original unit (now often de‑rated)
Uông Bí mở rộng II,Coal,Operational,2005,Quảng Ninh,330.0,EVN_AR_2010_2011,,Added 2×165 MW sub‑critical units
Pha Lai I,Coal,Operational,1985,Hải Dương,440.0,EVN_AR_2010_2011,,"Four ×110 MW units, built 1985‑1990"
Pha Lai II,Coal,Operational,2008,Hải Dương,600.0,EVN_AR_2010_2011,,Two ×300 MW super‑critical units
Ninh Bình,Coal,Operational,1975,Ninh Bình,100.0,EVN_AR_2010_2011,,"Two ×50 MW units, built 1975‑1979"
Hải Phòng I,Coal,Operational,1985,Hải Phòng,300.0,EVN_AR_2010_2011,,Two ×150 MW units
Quảng Ninh I,Coal,Operational,1990,Quảng Ninh,300.0,EVN_AR_2010_2011,,Two ×150 MW units
Na Dương,Coal,Operational,1995,Lạng Sơn,111.0,EVN_AR_2010_2011,,"Mine‑mouth plant, twin 55 MW units"
Cao Nhân,Coal,Operational,1995,Thái Nguyên,115.0,EVN_AR_2010_2011,,"Mine‑mouth plant, 2×57.5 MW"
Cẩm Phả,Coal,Operational,2010,Quảng Ninh,600.0,EVN_AR_2010_2011,,Two ×300 MW super‑critical units
Sơn Đồng,Coal,Operational,1998,Quảng Ninh,220.0,EVN_AR_2010_2011,,Two ×110 MW units
Formosa Hà Tĩnh,Coal,Operational,2008,Hà Tĩnh,150.0,EVN_AR_2010_2011,,Cogeneration for steel mill (original 150 MW)
Thủ Đức,Oil,Operational,1990,TP.HCM,165.0,EVN_AR_2010_2011,,Four ×33 MW oil‑fired gas turbines
Cần Thơ (dầu),Oil,Operational,1992,Cần Thơ,33.0,EVN_AR_2010_2011,,Small oil‑fired unit
Ô Môn I,Oil,Decommissioned,2005,Cần Thơ,330.0,EVN_AR_2010_2011,PDP8_2023,"Three ×110 MW oil units, de‑rated in 2020"
Hiệp Phước,Oil,Decommissioned,2005,TP.HCM,375.0,EVN_AR_2010_2011,PDP8_2023,De‑commissioned 2019 after gas conversion study
Bourbon,Oil,Operational,2005,Bà Rịa‑Vũng Tàu,24.0,EVN_AR_2010_2011,,Small diesel peaker
Phú Mỹ I,Domestic gas,Operational,1997,Bà Rịa‑Vũng Tàu,1090.0,EVN_AR_2010_2011,,"Combined‑cycle, 2×345 MW GT + 1×400 MW ST"
Phú Mỹ II.1,Domestic gas,Operational,2005,Bà Rịa‑Vũng Tàu,900.0,EVN_AR_2010_2011,,"CCGT, 2×300 MW GT + 1×300 MW ST"
Phú Mỹ IV,Domestic gas,Operational,2008,Bà Rịa‑Vũng Tàu,450.0,EVN_AR_2010_2011,,"CCGT, 2×150 MW GT + 1×150 MW ST"
Thủ Đức (tua‑bin khí),Domestic gas,Operational,2000,TP.HCM,128.0,EVN_AR_2010_2011,,Open‑cycle gas turbine
Cần Thơ (tua‑bin khí),Domestic gas,Operational,2005,Cần Thơ,150.0,EVN_AR_2010_2011,,"Combined‑cycle, 2×75 MW GT"
Bà Rịa,Domestic gas,Operational,2000,Bà Rịa‑Vũng Tàu,389.0,EVN_AR_2010_2011,,"CCGT, 2×130 MW GT + 1×129 MW ST"
Nhơn Trạch I,Domestic gas,Operational,2005,Đồng Nai,465.0,EVN_AR_2010_2011,,"CCGT, 3×155 MW GT"
Nhơn Trạch II,Domestic gas,Operational,2010,Đồng Nai,750.0,EVN_AR_2010_2011,,"CCGT, 2×250 MW GT + 1×250 MW ST"
Cà Mau I,Domestic gas,Operational,2008,Cà Mau,750.0,EVN_AR_2010_2011,,"CCGT, 2×250 MW GT + 1×250 MW ST"
Cà Mau II,Domestic gas,Operational,2010,Cà Mau,750.0,EVN_AR_2010_2011,,"CCGT, as above"
Phú Mỹ II‑2 BOT,Domestic gas,Operational,2005,Bà Rịa‑Vũng Tàu,740.0,EVN_AR_2010_2011,,"Built by BP, later transferred"
Phú Mỹ III BOT,Domestic gas,Operational,2008,Bà Rịa‑Vũng Tàu,740.0,EVN_AR_2010_2011,,Same ownership as above
Vê Dan,Domestic gas,Operational,2000,Bà Rịa‑Vũng Tàu,72.0,EVN_AR_2010_2011,,"Open‑cycle, 2×36 MW GT"
Đập Phú Mỹ,Domestic gas,Operational,2008,Bà Rịa‑Vũng Tàu,21.0,EVN_AR_2010_2011,,"Open‑cycle, 1×21 MW GT"
EVN PowerCorps Diesel,Diesel,Operational,1995,Multiple,285.0,EVN_AR_2010_2011,,Diesel peaking fleet
Amata,Diesel,Operational,2005,Đồng Nai,14.0,EVN_AR_2010_2011,,Small diesel unit
Duyên Hải 1,Coal,Operational,2015,Trà Vinh,1244.0,EVN_AR_2017,,First unit of Duyen Hai complex
Duyên Hải 3,Coal,Operational,2015,Trà Vinh,1245.0,EVN_AR_2017,,Second unit of Duyen Hai complex
Nghi Sơn 1,Coal,Operational,2015,Thanh Hóa,600.0,EVN_AR_2017,,First 600 MW unit of Nghi Son complex
Vĩnh Tân 2,Coal,Operational,2015,Bình Thuận,1244.0,EVN_AR_2017,,Unit 2 of Vinh Tan complex
Mông Dương 1,Coal,Operational,2015,Quảng Ninh,1080.0,EVN_AR_2017,,First unit of Mong Duong complex
Thái Bình,Coal,Operational,2017,Thái Bình,600.0,EVN_AR_2018,,Two ×300 MW super‑critical units
Vĩnh Tân 4,Coal,Operational,2017,Bình Thuận,1200.0,EVN_AR_2018,,Two ×600 MW ultra‑super‑critical units
Formosa Hà Tĩnh #2,Coal,Operational,2016,Hà Tĩnh,150.0,PDP7A_2016,,Cogeneration unit #2 for steel plant
"Formosa Hà Tĩnh #3,#4",Coal,Operational,2016,Hà Tĩnh,200.0,PDP7A_2016,,Two ×100 MW units
Formosa Hà Tĩnh #5,Coal,Operational,2016,Hà Tĩnh,150.0,PDP7A_2016,,Unit #5
Duyên Hải III #1,Coal,Operational,2016,Trà Vinh,600.0,PDP7A_2016,,First 600 MW unit of Duyen Hai III
Duyên Hải III #2,Coal,Operational,2017,Trà Vinh,600.0,PDP7A_2016,,Second 600 MW unit
"Thái Bình I #1,#2",Coal,Operational,2017,Thái Bình,600.0,PDP7A_2016,,Two ×300 MW units
Thái Bình II #1,Coal,Operational,2017,Thái Bình,600.0,PDP7A_2016,,First 600 MW unit (PVN)
"Vĩnh Tân IV #1,#2",Coal,Operational,2018,Bình Thuận,1200.0,PDP7A_2016,,Two ×600 MW ultra‑super‑critical units
Nghi Sơn II #1,Coal,Under construction,2021,Thanh Hóa,600.0,PDP7A_2016,Study_E542_2020,"BOT project, COD slipped to ~2024"
Vũng Áng II #1,Coal,Under construction,2021,Hà Tĩnh,600.0,PDP7A_2016,PDP8_2023,"Delayed, COD 2024‑2025"
Quảng Trạch I #1,Coal,Under construction,2021,Quảng Bình,600.0,PDP7A_2016,PDP8_2023,"Delayed, COD 2024‑2025"
Nam Định I #1,Coal,Under construction,2021,Nam Định,600.0,PDP7A_2016,PDP8_2023,"BOT, COD 2024‑2025"
"Sông Hậu I #1,#2",Coal,Operational,2021,Hậu Giang,1200.0,PDP7A_2016,EVN_AR_2017,"Two ×600 MW units, COD 2021"
Long Phú I #1,Coal,Suspended,2022,Sóc Trăng,600.0,PDP7A_2016,PDP8_2023,Construction halted at ~78 %
Long Phú I #2,Coal,Suspended,2022,Sóc Trăng,600.0,PDP7A_2016,PDP8_2023,Construction halted
"Duyên Hải II #1,#2",Coal,Operational,2021,Trà Vinh,1200.0,PDP7A_2016,EVN_AR_2017,"BOT, COD 2021‑2022"
Sông Hậu II #1,Coal,Suspended,2021,Hậu Giang,1000.0,PDP7A_2016,PDP8_2023,"BOT, COD 2021, later suspended"
Long Phú II #1,Coal,Suspended,2022,Sóc Trăng,660.0,PDP7A_2016,PDP8_2023,"BOT, COD 2022, currently suspended"
Long Phú II #2,Coal,Suspended,2022,Sóc Trăng,660.0,PDP7A_2016,PDP8_2023,"BOT, COD 2022, suspended"
"Long Phú III #1,#2,#3",Coal,Suspended,2021‑2022,Sóc Trăng,1800.0,PDP7A_2016,PDP8_2023,"Three ×600 MW units, transferred to Banpu, suspended"
"Vũng Áng III #1,#2",Coal,Proposed,2024‑2025,Hà Tĩnh,1200.0,PDP7A_2016,PDP8_2023,"BOT, not yet financed, COD 2024‑2025"
Nam Định II,Coal,Proposed,2026,Nam Định,2000.0,PDP7A_2016,,"Proposed in PDP 7A, not yet financed"
Quảng Ninh III,Coal,Proposed,2029‑2030,Quảng Ninh,1200.0,PDP7A_2016,,"Proposed, site selected"
"Hải Phòng III #1,#2,#3",Coal,Proposed,2025‑2026,Hải Phòng,1800.0,PDP7A_2016,,"Proposed, not yet financed"
"Quảng Trạch II #1,#2",Coal,Proposed,2028‑2029,Quảng Bình,1200.0,PDP7A_2016,,Proposed
"Vũng Áng III #3,#4",Coal,Proposed,2028‑2029,Hà Tĩnh,1200.0,PDP7A_2016,PDP8_2023,"Proposed, later switched to LNG?"
"Long An I #1,#2",Coal,Cancelled,2024‑2025,Long An,1200.0,PDP7A_2016,PDP8_2023,Cancelled (switched to LNG)
"Long An II #1,#2",Coal,Cancelled,2026‑2027,Long An,1600.0,PDP7A_2016,PDP8_2023,Cancelled (switched to LNG)
"Tân Phước #1,#2",Coal,Cancelled,2027‑2028,Tiền Giang,1200.0,PDP7A_2016,PDP8_2023,Cancelled (later LNG)
Tân Phước #3,Coal,Cancelled,2029,Tiền Giang,600.0,PDP7A_2016,PDP8_2023,Cancelled (later LNG)
Na Dương II,Coal,Under construction,2023,Lạng Sơn,110.0,PDP8_2023,,"CFB technology, under construction"
An Khánh – Bắc Giang,Coal,Under construction,2023,Bắc Giang,650.0,PDP8_2023,,Cogeneration for Hòa Phát steel
Vũng Áng II,Coal,Under construction,2024,Hà Tĩnh,1330.0,PDP8_2023,,"Two ×660 MW, COD 2024‑2025"
Quảng Trạch I,Coal,Under construction,2024,Quảng Bình,1403.0,PDP8_2023,,"Two ×600 MW, COD 2024‑2025"
Vân Phong I,Coal,Under construction,2024,Khánh Hòa,1432.0,PDP8_2023,,"Two ×636 MW, COD 2024‑2025"
Long Phú I,Coal,Suspended,2025,Sóc Trăng,1200.0,PDP8_2023,,Construction halted at ~78 %
Cẩm Thanh,Coal,Suspended,2023,Thanh Hóa,600.0,PDP8_2023,,Suspended (financing issues)
Nam Định I,Coal,Suspended,2024,Nam Định,1200.0,PDP8_2023,,"BOT, delayed, not yet financed"
Quảng Trị,Coal,Suspended,2024,Quảng Trị,1320.0,PDP8_2023,,"BOT, delayed"
Vĩnh Tân III,Coal,Suspended,2025,Bình Thuận,1980.0,PDP8_2023,,"BOT, delayed, COD unknown"
Sông Hậu II,Coal,Suspended,2025,Hậu Giang,2120.0,PDP8_2023,,"BOT, delayed"
Formosa Hà Tĩnh #2 (cogeneration),Coal,Operational,2020,Hà Tĩnh,650.0,PDP8_2023,,"Cogeneration for steel, 2×325 MW CFB"
Nhiệt điện đồng phát Hải Hà 1,Coal,Operational,2020,Quảng Ninh,300.0,PDP8_2023,,"CFB, industrial park supply"
Nhiệt điện đồng phát Hải Hà 2,Coal,Proposed,2024,Quảng Ninh,600.0,PDP8_2023,,Planned expansion
Nhiệt điện đồng phát Hải Hà 3,Coal,Proposed,2025,Quảng Ninh,600.0,PDP8_2023,,Planned expansion
Nhiệt điện đồng phát Hải Hà 4,Coal,Proposed,2026,Quảng Ninh,600.0,PDP8_2023,,Planned expansion
Nhiệt điện đồng phát Đức Giang,Coal,Proposed,2022,Bắc Giang,100.0,PDP8_2023,,Cogeneration for industrial park
Nhiệt điện khí dư Hòa Phát II,Domestic gas,Operational,2020,Hải Dương,300.0,PDP8_2023,,Cogeneration for steel plant
Ô Môn I (oil),Oil,Decommissioned,2020,Cần Thơ,660.0,PDP8_2023,,Converted to gas 2020‑2022
Ô Môn II,Domestic gas,Under construction,2023,Cần Thơ,1050.0,PDP8_2023,,"Lô B gas, COD 2023"
Ô Môn III,Domestic gas,Under construction,2023,Cần Thơ,1050.0,PDP8_2023,,"Lô B gas, COD 2023"
Ô Môn IV,Domestic gas,Under construction,2024,Cần Thơ,1050.0,PDP8_2023,,"Lô B gas, COD 2024"
Dung Quất I,Domestic gas,Under construction,2023,Quảng Ngãi,750.0,PDP8_2023,,"Cá Voi Xanh gas, COD 2023"
Dung Quất II,Domestic gas,Under construction,2024,Quảng Ngãi,750.0,PDP8_2023,,"Cá Voi Xanh gas, COD 2024"
Dung Quất III,Domestic gas,Under construction,2026,Quảng Ngãi,750.0,PDP8_2023,,"Cá Voi Xanh gas, COD 2026"
Miền Trung I,Domestic gas,Under construction,2024,Quảng Trị,750.0,PDP8_2023,,"Báo Vàng gas, COD 2024"
Miền Trung II,Domestic gas,Under construction,2025,Quảng Trị,750.0,PDP8_2023,,"Báo Vàng gas, COD 2025"
Quảng Trị (gas),Domestic gas,Proposed,2026,Quảng Trị,340.0,PDP8_2023,,"Open‑cycle peaker, Báo Vàng gas"
LNG Quảng Ninh 1,Imported LNG,Proposed,2025,Quảng Ninh,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Quảng Ninh 2,Imported LNG,Proposed,2025,Quảng Ninh,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Quảng Ninh 3,Imported LNG,Proposed,2026,Quảng Ninh,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Hải Phòng 1,Imported LNG,Proposed,2025,Hải Phòng,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Hải Phòng 2,Imported LNG,Proposed,2025,Hải Phòng,1600.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Hải Phòng 3,Imported LNG,Proposed,2026,Hải Phòng,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Hải Phòng 4,Imported LNG,Proposed,2026,Hải Phòng,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Thái Bình,Imported LNG,Proposed,2025,Thái Bình,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Nghi Sơn,Imported LNG,Proposed,2025,Thanh Hóa,5000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Hà Tĩnh (Vũng Áng),Imported LNG,Proposed,2025,Hà Tĩnh,6000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Quảng Bình,Imported LNG,Proposed,2025,Quảng Bình,3000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Bình Định,Imported LNG,Proposed,2025,Bình Định,5000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Vân Phong,Imported LNG,Proposed,2025,Khánh Hòa,3000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Mỹ Giang,Imported LNG,Proposed,2025,Khánh Hòa,6000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Cà Ná I,Imported LNG,Proposed,2025,Ninh Thuận,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Cà Ná II+III,Imported LNG,Proposed,2026,Ninh Thuận,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Mũi Kê Gà,Imported LNG,Proposed,2025,Bình Thuận,3600.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
Nhơn Trạch 3&4,Imported LNG,Under construction,2022,Đồng Nai,1500.0,Study_E542_2020,,"LNG terminal + CCGT, COD 2023"
Sơn Mỹ II,Imported LNG,Under construction,2023,Bà Rịa‑Vũng Tàu,2250.0,Study_E542_2020,,LNG terminal + CCGT
Sơn Mỹ I,Imported LNG,Proposed,2026,Bà Rịa‑Vũng Tàu,2250.0,Study_E542_2020,,"LNG terminal + CCGT, pre‑FS"
LNG Hiệp Phước I,Imported LNG,Proposed,2025,TP.HCM,1200.0,Study_E542_2020,,"Conversion of old oil plant, pre‑FS"
LNG Hiệp Phước II,Imported LNG,Proposed,2026,TP.HCM,825.0,Study_E542_2020,,Additional LNG capacity
LNG Long Sơn,Imported LNG,Proposed,2025,Đồng Nai,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Long An I,Imported LNG,Proposed,2025,Long An,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Long An II,Imported LNG,Proposed,2025,Long An,1500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Bạc Liêu,Imported LNG,Proposed,2025,Bạc Liêu,3200.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Cà Mau,Imported LNG,Proposed,2025,Cà Mau,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Tân Phước,Imported LNG,Proposed,2025,Tiền Giang,4500.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Bến Tre,Imported LNG,Proposed,2025,Bến Tre,3000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
LNG Cái Mép H,Imported LNG,Proposed,2025,Bà Rịa‑Vũng Tàu,6000.0,Study_E542_2020,,"Planned LNG terminal, pre‑FS"
